ID,Form,IPA,Gloss,Language_ID
0,𐨀𐨁𐨡𐨣𐨁,,"now, Synonym: 𐨀𐨱𐨂𐨣𐨆‎ (ahuno)",0
1,𐨀𐨂𐨚,,a camel,0
2,𐨀𐨂𐨡𐨒𐨹,,water,0
3,𐨀𐨅𐨐,,one,0
4,𐨀𐨟𐨁𐨌𐨟,,"gone by, past",0
5,𐨀𐨨𐨟,,nectar,0
6,𐨀𐨭𐨂𐨧,,"inauspicious, bad",0
7,𐨀𐨭𐨿𐨤,,a horse,0
8,𐨀𐨱𐨂,,I,0
9,𐨀𐨱𐨎,,Alternative spelling of 𐨀𐨱𐨂‎ (ahu),0
10,𐨐𐨁𐨜𐨹,,done,0
11,𐨐𐨂𐨎𐨦,,jar (for ghee or oil),0
12,𐨐𐨂𐨐𐨂𐨜,,"cock, rooster",0
13,𐨐𐨃𐨟,,Alternative spelling of 𐨐𐨿𐨪𐨁𐨟‎ (krita),0
14,𐨐𐨿𐨪𐨁𐨟,,done,0
15,𐨒𐨃𐨱,,house,0
16,𐨒𐨆𐨡𐨂𐨨,,wheat,0
17,𐨒𐨟𐨒𐨹,,gone,0
18,𐨕𐨟𐨂𐨪𐨿𐨠,,fourth,0
19,𐨡𐨭,,ten,0
20,𐨤𐨂𐨮𐨿𐨤,,flower,0
21,𐨤𐨃𐨖𐨟𐨁,,Alternative spelling of 𐨤𐨿𐨪𐨁𐨖𐨟𐨁‎ (prichati),0
22,𐨤𐨜𐨹𐨨,,first,0
23,𐨤𐨿𐨪𐨁𐨖𐨟𐨁,,to ask (3rd person singular present active),0
24,𐨤𐨿𐨪𐨟,,early in the morning; at daybreak,0
25,𐨤𐨿𐨪𐨟𐨨,,Alternative spelling of 𐨤𐨿𐨪𐨠𐨨‎ (prathama),0
26,𐨤𐨿𐨪𐨠𐨨,,first,0
27,𐨧𐨿𐨪𐨟,,"(nominative, accusative) brother",0
28,𐨧𐨿𐨪𐨟𐨂,,"Alternative form of 𐨧𐨿𐨪𐨟‎ (bhrata, “brother”)",0
29,𐨨𐨃𐨡,,dead,0
30,𐨫𐨡,,creeper,0
31,𐨬𐨯𐨎𐨟,,spring (season),0
32,𐨭𐨁𐨭𐨁𐨫,,"slack, loose",0
33,𐨭𐨟,,hundred,0
34,𐨯𐨟𐨎𐨨,,seventh,0
35,𐨯𐨟𐨿𐨪𐨁𐨭,,a penalty equal for both parties,0
