ID,Form,IPA,Gloss,Language_ID
0,anẽk,/ʔa.nɨːʔ/,"child (a female or male child, a daughter or son)",0
1,atŏw,/ʔa.taʊ/,soul; spirit of the dead; corpse,0
2,blẽi,/bleɪ/,to buy (to obtain for money),0
3,boḥ,/bɔh/,"fruit (part of plant), fruit (food)",0
4,boḥ,/bɔh/,Classifier for anything generally concretely big that,0
5,kayuw,/ka.jauː/,"wood; stick, plant",0
6,krăwng,/krɔːŋ/,river,0
7,limœû,/li.mɨː/,five,0
8,mɨta,/mə.taː/,eye (organ),0
9,thău,/tʰaʊ/,"to know, to understand",0
10,urang,/ʔu.raːŋ/,"people; person, human being",0
11,ꨀꨧꨭꩃ,,Cham spelling of asau,0
12,ꨂꨣꩃ,,Cham spelling of urang,0
13,ꨌꨳꨪꩌ,,Cham spelling of ciim,0
14,ꨕꨤꩌ,,Cham spelling of dalam,0
15,ꨕꨤꩌ,,Cham spelling of dalam,0
16,ꨢ,,Cham consonant ya,0
