L2_orth,L2_ipa,L2_gloss,L2_etym
adɔrɔ,,"perhaps, maybe",
alakolo,,"sky, heavens",
alibasa,,onion,
alifajiri,,"dawn, early morning",
alikama,,wheat,
baabu,,conversation,
baan,,"raphia, Raphia sudanica",
baarada,,"duty, department, place of work, service, job, profession,",
bagan,,"animal, beast, fool",
bakɔnɔ,,"riverbank, shore",
bamɔnjɔ,,fishing net,
bamɔnna,,fisherman,
bananku,,"manioc, Manihot esculenta",
bilakoro,,"young boy, a boy who has not yet been circumcised",
cɛmisɛn,,"boy, young man",
dandali,,"taro, taro root",
dencɛ,,son,
dugu,,village,
faso,/fà.só/,"fatherland, homeland",
foni,,"fonio, Digitaria exilis",
gaan,,"okra, Hibiscus esculentus",
gomiji,,dew,
gongan,,zebu,
gɔɔn,,baboon,
jisuuru,,waterfall,
jí,,water,
kende,,sorghum (Sorghum margaritiferum),
mali,,hippopotamus,
malo,,(uncooked) rice,
mankani,,"taro, Colocasia esculenta",
sama,,elephant,
sigi,,"buffalo, syncerus caffer brachyceros",
sogoba,,elephant,
tamaro,,"date palm, Phoenix dactylifera",
teen,,"oil palm, Elaeis guineensis",
tɛmɛ,,zebu,
wanjalaka,,giraffe,
waraba,,lion,
waraninkalan,,leopard,
ɲɔ,,"millet, sorghum",
