ID,Form,IPA,Gloss,Language_ID
0,𒀀𒈾𒈾,,eye,0
1,𒄞𒌉,,bull,0
2,𒇷𒅤,,heart,0
3,𒇷𒊓𒉡,,"tongue, language",0
4,𒈬𒄷𒌝,,crown (topmost part of the head),0
5,𒊊,,lion,0
6,𒋛𒈾𒌈,,tooth,0
7,𒋛𒉡𒌝,,tooth,0
8,𒌷𒉈,,head,0
