ID,Form,IPA,Gloss,Language_ID
0,кён,,ten,0
1,кёт,,ten,0
2,муктын,,six,0
3,нөкыр,,three,0
4,селчи,,seven,0
5,сомпыла,,five,0
6,тетты,,four,0
7,уккыр,,one,0
8,щиттяӄы,,two,0
9,ӄәлы,/qɘ.lɨ/,fish,0
