ID,Form,IPA,Gloss,Language_ID
0,abu,,ash (solid remains of a fire),0
1,acuʼ,,dog (animal),0
2,anak,,"child (a female or male child, a daughter or son)",0
3,apuy,,fire (oxidation reaction),0
4,atai,,liver (organ of the body),0
5,ba,,water (clear liquid H₂O),0
6,belacek,,door (portal of entry into a building or room),0
7,bulan,,"moon (largest natural satellite of planet Earth), moon",0
8,celevut,,wind (movement of air),0
9,cungai,,river (large stream which drains a landmass),0
10,ima',,rain (condensed water from a cloud),0
11,kepo,,wind (movement of air),0
12,lakat,,root (of plant),0
13,pat,,four,0
14,pu'an,,squirrel (rodent),0
15,sungi,,river (large stream which drains a landmass),0
16,suŋay,,water,0
17,talibicen,,television (medium),0
18,tangup,,roof (that which covers the top of a building),0
19,uvi',,yam (any Dioscorea vine),0
20,television,,,1
