L2_orth,L2_ipa,L2_gloss,L2_etym
aamoa,,bee,
anemwa,,dog,
mahkwa,,bear,
maskiekwi,,lake,
mekeθia,,eagle,
miisiikwaaha,,bison,
nepi,,water,
nepihi,,water,
othaa,,yellow,
tootoa,,toad,
θiipoi,,river,
