L2_orth,L2_ipa,L2_gloss,L2_etym
aajanidh,,"to rest, to take a break",
aajjove,,grandchild of a man,
aajroe,,oar,
aajroe,,path in snow made by reindeer,
aajroe,,path in snow made by reindeer,
aajteles,,quiet,
aaksjoe,,axe,
aejlege,,Sunday,
almetje,,"person, human",
altese,,tongue of a shoe,
baakoe,,word,
baakoegåetie,,library,
baakoegærja,,dictionary,
bangseme,,lip,
beapmoe,,food,
bearjadahke,,Friday,
beerkedh,,"to save, to salvage",
biejjie,,"day, sun",
bissie,,"holy, sacred",
bïejedh,,"to lay, to set, to place",
bïenje,,dog,
bïlledh,,to fear,
budtedh,,to seam,
buerie,,good,
båajhkedh,,"to understand, to recognise",
båavsedh,,to boil over,
båetedh,,"to come, must, shall",
daaroestidh,,to speak Scandinavian (Norwegian/Swedish),
daate,,this (near the speaker),
dabtedh,,"to feel, to touch, to taste, to sense the taste of",
daevere,,"thing, ware",
dah,,they,
daktege,,loon,
daktere,,(married) daughter,
datne,,you (singular),
deavhkedh,,to return,
dijjieh,,you (plural),
dïenesjidh,,"to serve, to be in service",
dïhte,,"he, she, it",
dïhte,,"it, that, the, the aforementioned",
dobtedh,,"to feel (experience an emotion), to taste, to smell",
doedtere,,tall mountain,
doete,,that (near the listener),
dohte,,"yonder, that way over there (very far from speaker",
dovhke,,bell,
duarsta,,Thursday,
dåtnoeh,,you (two),
dååpmehke,,"trout, Salmo trutta",
dæjsta,,Tuesday,
eatneme,,"Earth, world, land",
faala,,whale,
faavroes,,"pretty, beautiful",
feadtedh,,to be fed,
gaallohke,,This term needs a translation to English. Please help,
gaaltije,,"spring, source",
gaamege,,shoe,
gadtje,,urine,
galkedh,,"(auxiliary) shall, will",
gaskevåhkoe,,Wednesday,
geajnoe,,"way, path",
gejhkie,,dry,
gie,,"(interrogative) who, (relative) who, that, which",
giebnie,,kettle,
giefies,,poor,
gierehtse,,pulk,
gihpere,,This term needs a translation to English. Please help,
gihtjedh,,"to ask, to request",
gïele,,"voice, language",
gïele,,snare,
gïele,,snare,
gïerestidh,,to ski downhill,
gïknjele,,tear (of the eyes),
goeksege,,Siberian jay (Perisoreus infaustus),
goevte,,February,
gohtje,,soot,
govhte,,six,
govledh,,to hear,
govledh,,to be heard,
govledh,,to be heard,
guarkedh,,to understand,
guelie,,fish,
gurhtie,,"red-throated diver, Gavia stellata",
gåahtsedh,,to brake with a staff,
gåalnedh,,"to become stiff, to freeze",
gåaroje,,seamster,
gåetie,,"goahti, home, house",
gåvva,,easy,
gåådte,,fallen tree,
gærhkoe,,"church, Svïenske gærhkoe ― Church of Sweden",
gærja,,book,
hïngse,,heather,
jah,,and,
jalnga,,tree stump,
jarkelidh,,"to turn around, to change",
jijhtedh,,"to appear, to come into view, to rise (Sun, Moon)",
jirrede,,morning,
jïhpege,,tawny owl,
jïjje,,night,
jïrreme,,marrow,
joekedidh,,"to share, to distribute",
johke,,"river, specifically smaller ones, often creeks",
jovhkedh,,Alternative form of jovkedh,
jovhtsedh,,to grunt in heat,
jovkedh,,to drink,
juekedh,,to divide,
juhtije,,This term needs a translation to English. Please help,
jyöne,,maternal uncle,
jåvlh,,Christmas,
jæjhka,,at night,
jöömmetje,,twin,
kaaffe,,coffee,
kruana,,green,
kråvnoe,,"krona, the currency of Sweden., krone, the currency",
laatjove,,This term needs a translation to English. Please help,
laavkodh,,to bathe,
laavvardahke,,Saturday,
laejpie,,bread,
lïjhke,,"nevertheless, nonetheless",
lïjhke,,dead body,
lïjhke,,dead body,
lovhtje,,"puddle, pool",
luptedh,,to lift,
luvhte,,lye,
luvhtedh,,"must, to have to",
luvhtie,,from,
luvhtie,,third-person singular present indicative of luvhtedh,
luvhtie,,third-person singular present indicative of luvhtedh,
låavtege,,tent cloth,
læhkoe,,luck,
maadtege,,"stem, foot (of a mountain)",
maana,,"child, Synonym: ångkene",
maanoe,,"month, moon",
maarhte,,"pine marten, Martes martes, marten in general, any",
manne,,I,
mij,,"(interrogative) what, (relative) which, that",
mijjieh,,we,
måanta,,Monday,
månnoeh,,we (two),
nïejte,,girl,
nïmme,,name,
njïjhte,,kidney fat,
njoktje,,"swan, March",
njåajjah,,"depressed, despondent",
njåemele,,hare,
novhtehke,,shoe made of a reindeer's leg skin,
nyjsene,,woman,
Nöörje,/ˈnoerje/,Norway,
Nøørje,,Alternative form of Nöörje,
onne,,"small, little",
ovmessie,,different,
raeffie,,peace,
reeredh,,"to rule, to own",
riehpene,,vent,
riepie,,"red fox, Vulpes vulpes, Maam riepie jeahta?What does",
roejese,,This term needs a translation to English. Please help,
rovhte,,dowry,
rudtje,,"back (of a human or animal), keel (back part of a boat)",
