L2_orth,L2_ipa,L2_gloss,L2_etym
kaku,,monkey,
kavâlu,,"horse, Synonym: mpunda",
leta,,state (sovereign polity),
ludinatelo,,computer,
mbuluku,,donkey,
meme,,sheep,
midiki,,milk,
mpinda,,peanut,
mpunda,,"horse
Synonym: kavâlu",
Mputu,,Europe,
mweta,,planet,
mwini,,"sun
Synonym: ntangu",
ndînga,,language,
Ng'anda,,Venus,
nganga,,witch doctor,
nguba,,peanut,
ngômbe,,cow,
nkosi,,"lion, Synonym: simba",
nsenga,,"umbrella tree (Musanga cecropioides, syn. M. smithii)",
nsinga,,"twine, twisted cord, string",
ntangu,,"sun
Synonym: mwini",
nti,,tree,
ntoto,,earth,
nyawu,,cat,
nyosi,,"bee, Synonym: nyuki",
nyuki,,"bee, Synonym: nyosi",
nzau,,"elephant, Synonym: nzoko",
nzoko,,"elephant, Synonym: nzau",
nzunu,,nose,
sabuni,,soap,
simba,,"lion, Synonym: nkosi",
sizo,,scissors,
Sumbula,,Jupiter,
to,,or,
yingo,,leopard,
