L2_orth,L2_ipa,L2_gloss,L2_etym
ba-gurrk,,woman,
babarrang,,aunt,
baluk,,"clan, family group",
barrmbarra,,older sister,
barrwang,,Australian magpie,
Barrwang-Yaluk,,Barwon (river),
burrumbidj,,muddy water,
dji-dji,,younger brother,
djilong,,tongue,
gabadj,,red-tailed black cockatoo,
grugidj,,sulphur-crested cockatoo,
gurrau,,father,
kawirr,,emu,
keelingk,,lake,
kunawarr,,black swan,
Kunawarr-Keelingk,,Connewarre (lake),
mirr,,eye,
murrnong,,"yam daisy, murnong",
Nellemengobidj,,Barwon (river),
ngarrdang,,mother,
ngarrm,,tendon,
ngarrwabil,,grandparent,
ngubidj,,water,
tandop,,uncle,
tjatjarrang,,younger sister,
waa,,raven,
wirribi,,"spine, backbone",
Wirribi-Yaluk,,Werribee (river),
wirrng,,ear,
wurdi,,big,
Wurdi-Baluk,,Wurdiboluc (town),
Wurdi-Yaluk,,Woady Yaloak (river),
Wurdi-Yuwang,,You Yangs (mountain range),
wurrung,,"lip, speech, language",
yaluk,/jalʊk/,"river, creek",
yandang,,older brother,
yuwang,/juwaŋɡ/,"mountain, hill",
