L2_orth,L2_ipa,L2_gloss,L2_etym
A,/e/,"The first letter of the Saanich alphabet, written in the Latin script.",
B,/pʼ/,"The fourth letter of the Saanich alphabet, written in the Latin script.",
C,/k̟/,"The fifth letter of the Saanich alphabet, written in the Latin script.",
CEPU,/kəˈpu/,coat,
D,/tʼ/,"The eighth letter of the Saanich alphabet, written in the Latin script.",
E,/ə/,"The ninth letter of the Saanich alphabet, written in the Latin script.",
H,/h/,"The tenth letter of the Saanich alphabet, written in the Latin script.",
hewt,,rat,
hə́nən',,humpback salmon Oncorhynchus gorbuscha,
I,/i/,"The eleventh letter of the Saanich alphabet, written in the Latin script.",
J,/t͡ʃʼ/,"The thirteenth letter of the Saanich alphabet, written in the Latin script.",
K,/k̠ʼ/,"The fourteenth letter of the Saanich alphabet, written in the Latin script.",
k'ʷet'ən,,mouse,
k'ʷetχəm'nəč,,rattlesnake,
k'ʷsəč,,trout,
k'ʷál'əxʷ,,dog salmon,
k'ʷələw,,skin,
k'ʷət'θənə́čtəʔ,,shark,
k'ʷəyečən,,grizzly bear,
k'ʷəƛ'ew'txʷ,,brothel,
k'ʷə́ləŋsən,,bald eagle,
k'ʷə́nk'ʷənət',,dolphin,
kəčən,,kitchen,kitchen
kʷaxʷən,,hoof,
kʷewəʔəč,,moose,
kʷələŋ,,airport,
kʷənem'ən,,scallop,
kʷəntšim'ən,,doorknob,
K̵,/k̠ʷʼ/,"The fifteenth letter of the Saanich alphabet, written in the Latin script.",
L,/l/,"The eighteenth letter of the Saanich alphabet, written in the Latin script.",
lisék,,sack,
líməs,,sandhill crane,
ləmətu,,domestic sheep,
lətem,,table,
lə́ləθən,,eel,
M,/m/,"The twentieth letter of the Saanich alphabet, written in the Latin script.",
miłəhéw'txʷ,,dance house,
musməs,,"cow, bull, ox",
mánələčə,,sea bass,
mánəčəs,,hake,
máʔəqʷ,,"duck, waterfowl",
məməχeł,,caterpillar,
məqeyəʔ,,coffin,
məqmə́qə,,snowy owl,
mə́χʷəyəʔ,,"belly button, navel",
N,/n/,"The twenty-first letter of the Saanich alphabet, written in the Latin script.",
neč'əw'əč,,one hundred,
nət'θəʔ,,one,
O,/ɑ/,"The twenty-third letter of the Saanich alphabet, written in the Latin script.",
P,/p/,"The twenty-fourth letter of the Saanich alphabet, written in the Latin script.",
pitšən,,salamander,
pukʷ,,book,
pəpət'θiŋ,,skunk,
pəq'əlqən,,"mountain sheep, mountain goat",
q'p'əličən,,"cover, lid",
q'táyəθən,,sturgeon,
q'éq'əw',,"ray, skate",
q'əlłaləməčən,,"killer whale, orca",
q'əm'q'əm'ičən,,yellow jacket (wasp),
q'əq'əlesəs,,starfish,
q'ət'θχalə,,blowfly,
q'əyiʔəč,,elk,
qələŋ,,eye,
qəq'el'séw'txʷ,,jail,
seeyəw,,abalone,
seləs,,hand,
siʔétən,,hair (on head),
sk'ʷəw'leχəʔ,,butterfly,
skʷəm'ƛ'əleχən,,elbow,
snəxʷəłšən,,foot,
snəχelsən,,toe,
sp'əl'χʷəŋ,,lungs,
spáal',,raven,
spəpəlqʷítθ'əʔ,,screech owl,
sq'ekʷəŋ,,knee,
sq'eʔəƛ',,otter,
sq'əłq'əł,,muskrat,
