L2_orth,L2_ipa,L2_gloss,L2_etym
carawa,/kaɾaˈwa/,animal,
com,/kom/,water,
hwijimaʼ,/hʷɪjiˈmaʔ/,plural of pijeʼ,
narimaʼ,/naɾiˈmaʔ/,woman,
pijeʼ,/piˈjeʔ/,child,
taramaʼ,/taɾaˈmaʔ/,"man, male
Taramaʼ na pijeʼ. ― The child is a man (male).",
xirim,/t͡ʃiˈɾim ~ ʃiˈɾim/,"house
Quep nain xirim te pane ta.My father made a house long ago.",
