L2_orth,L2_ipa,L2_gloss,L2_etym
adina,,"(Rumantsch Grischun, Sursilvan) always",
affon,,(Sursilvan) child,
agentura,,"(Rumantsch Grischun, Sursilvan, Surmiran, Puter, Vallader)",
agenzeia,,(Sutsilvan) agency,
agenzia,,"(Rumantsch Grischun, Sursilvan, Puter, Vallader) agency",
agnè,,lamb,
aguoglia,,"(Puter, Vallader) needle",
aguotta,,"(carpentry, Puter) nail",
ajer,,"(Puter, Vallader) air",
ala,,"(Rumantsch Grischun, Sursilvan, Sutsilvan, Surmiran,",
alb,,(Vallader) white,
allegra,,hello,
alpin,,mountainous,
alv,,"(Rumantsch Grischun, Sursilvan, Sutsilvan, Surmiran,",
amalada,,(Vallader) (female) patient,
amaleda,,(Vallader) (female) patient,
amalo,,(Puter) patient,
amalà,,(Vallader) patient,
amei,,"(Surmiran) (male) friend, boyfriend",
ameia,,"(Surmiran) (female) friend, girlfriend",
ami,,"(Rumantsch Grischun, Vallader) (male) friend, boyfriend",
amia,,"(Rumantsch Grischun, Puter, Vallader) (female) friend,",
amih,,"(Puter) (male) friend, boyfriend",
amitg,,"(Sursilvan, Sutsilvan) (male) friend, boyfriend",
amitga,,"(Sursilvan, Sutsilvan) (female) friend, girlfriend",
an,,(Puter) year,
ancurir,,"(Sutsilvan) to look up, look for, search, seek",
anda,,"(Rumantsch Grischun, Sursilvan, Sutsilvan, Surmiran,",
anel,,(Surmiran) ring,
anghel,,"(Rumantsch Grischun, Surmiran, religion) angel",
anghel,,"(Surmiran, Sursilvan) angle",
anghel,,"(Surmiran, Sursilvan) angle",
anguel,,"(Vallader, religion) angel",
angul,,"(Rumantsch Grischun, Puter, Vallader) angle",
ani,,"(Sursilvan, Sutsilvan) ring",
animal,,"(Rumantsch Grischun, Sursilvan, Sutsilvan, Surmiran,",
antschertgear,,"(Sutsilvan) to look up, look for, search, seek",
antschever,,"(Sutsilvan, Surmiran) to start",
anzatge,,"(Sutsilvan) something, anything",
anè,,"(Rumantsch Grischun, Puter, Vallader) ring",
applicar,,"(Sursilvan) to use, apply",
applichar,,"(Vallader) to use, apply",
applicher,,"(Puter) to use, apply",
applitgar,,"(Rumantsch Grischun) to use, apply",
applitgier,,"(Surmiran) to use, apply",
apricosa,,apricot,
aragnun,,(Puter) spider,
aram,,(Puter) copper,
arbagl,,(Vallader) pea,
ardöffel,,(Puter) potato,
argien,,(Sursilvan) silver,
argient,,"(Rumantsch Grischun, Sutsilvan, Surmiran, Puter, Vallader)",
Argovia,,"Aargau, Argovia",
-ari,,-ary (nominal suffix),
aria,,"(Rumantsch Grischun, Sursilvan, Sutsilvan, Surmiran)",
arogn,,"(Rumantsch Grischun, Vallader) spider",
arom,,"(Rumantsch Grischun, Sutsilvan, Surmiran, Vallader)",
artitgel,,article,
arvagl,,(Puter) pea,
arvegl,,"(Rumantsch Grischun, Sursilvan, Sutsilvan, Surmiran)",
arver,,(Sursilvan) to open,
as-cher,,(Puter) dirty,
asan,,"(Surmiran, Vallader) (male) donkey, ass",
aschaid,,"(Puter, Vallader) vinegar",
aschieu,,(Rumantsch Grischun) vinegar,
asen,,"(Rumantsch Grischun, Sursilvan, Sutsilvan) (male) donkey,",
Aserbeidschan,,Azerbaijan (a country in Europe and Asia),
Asia,,Asia (a continent),
asna,,"(Rumantsch Grischun, Sursilvan, Sutsilvan, Surmiran,",
aspectatur,,"(male or unspecified) spectator, fan",
aspectatura,,"(female) spectator, fan",
astronomia,,astronomy,
aton,,"(Surmiran) autumn, fall",
atschal,,"(Rumantsch Grischun, Sutsilvan, Surmiran, Vallader)",
atschel,,(Puter) steel,
atun,,"(Rumantsch Grischun, Sursilvan, Sutsilvan) autumn,",
aua,,"(Rumantsch Grischun, Sursilvan, Sutsilvan, Puter) water",
auca,,"(Rumantsch Grischun, Sursilvan) goose",
aug,,"(Rumantsch Grischun, Sursilvan) uncle",
ault,,(Sursilvan) high,
aungel,,"(Puter, religion) angel",
aunghel,,"(Sursilvan, religion) angel",
aunz,,"(Puter) before, beforehand",
aur,,"(Rumantsch Grischun, Sursilvan) gold",
aura,,"(Rumantsch Grischun, Sursilvan) weather",
aut,,(Rumantsch Grischun) high,
auter,,"(Rumantsch Grischun, Sursilvan) other, (time, Sursilvan)",
ava,,(Surmiran) water,
avair,,(Rumantsch Grischun) to have,
avant,,"(Rumantsch Grischun, Surmiran, Vallader) before, beforehand,",
avaunt,,(Puter) ago,
avert,,"(Rumantsch Grischun, Surmiran, Vallader) open",
aviert,,(Sursilvan) open,
aviert,,"(Sutsilvan, Puter) open",
avieul,,"(Rumantsch Grischun, Sutsilvan) bee",
avioul,,(Surmiran) bee,
aviul,,(Sursilvan) bee,
aviöl,,"(Puter, Vallader) bee",
avon,,"(Sursilvan) before, beforehand, (Sursilvan) ago",
avost,,(Surmiran) August,
avregl,,"(Sutsilvan, Surmiran) April",
avrel,,(Sursilvan) April,
avrigl,,"(Rumantsch Grischun, Puter, Vallader) April",
avrir,,"(Rumantsch Grischun, Puter) to open",
avuost,,"(Puter, Vallader) August",
avust,,"(Rumantsch Grischun, Sutsilvan) August",
avànt,,"(Sutsilvan) before, beforehand, (Sutsilvan) ago",
bab,[baːp],"(Rumantsch Grischun, Sursilvan, Sutsilvan, Surmiran)",
baditschun,,"(Sursilvan, anatomy) chin",
baditschùn,,"(anatomy, Sutsilvan) chin",
bagn,,"(Sutsilvan, Surmiran) well, (Sutsilvan, Surmiran) beautifully,",
bagn,,"(Puter) bath, bathroom, (Puter) swimming pool",
bagn,,"(Puter) bath, bathroom, (Puter) swimming pool",
bain,,"(Rumantsch Grischun, Puter, Vallader) well, (Rumantsch",
bain,,"(Puter, Vallader) farm",
bain,,"(Puter, Vallader) farm",
bainschi,,"(Puter, Vallader) yes (used to disagree with a negative",
baiver,,"(Rumantsch Grischun, Puter, Vallader) to drink",
bal,,ball (formal dance),
balezia,,(Sutsilvan) beauty,
baleztgia,,(Sutsilvan) beauty,
balla,,"(sports, Rumantsch Grischun, Sursilvan, Surmiran, Puter, Vallader) ball",
bambesch,,(Puter) cotton,
bandiera,,flag,
bap,[baːp],"(Puter, Vallader) father",
barba,,beard,barba
barba,,"(Rumantsch Grischun, Surmiran, Puter, Vallader) uncle",barba
bartga,,boat,
bas,,"(Vallader) deep, low",
baselgia,,church,
bass,,"(Rumantsch Grischun, Sursilvan, Sutsilvan, Surmiran,",
Bassa,,the parts of Switzerland that are lower than Grisons,
battalaura,,(Vallader) kestrel,
battasenda,,(Rumantsch Grischun) Scout (member of a scouting organisation),
batter,,(Rumantsch Grischun) To beat.,
baud,,(Rumantsch Grischun) early,
beber,,(Sutsilvan) to drink,
begl,,"(anatomy, Rumantsch Grischun, Sursilvan) intestines, insides, guts",
beglia,,"(anatomy, Rumantsch Grischun, Sursilvan) intestines, insides, guts",
beiber,,(Sursilvan) to drink,
bein,,"(Sursilvan) well, (Sursilvan) beautifully, (Sursilvan)",
bein,,(Sursilvan) farm,
bein,,(Sursilvan) farm,
belezza,,(Surmiran) beauty,
bella,,"(Sursilvan) butterfly, moth",
bellezia,,(Sursilvan) beauty,
bellezza,,"(Rumantsch Grischun, Puter, Vallader) beauty",
Berna,,Bern (the capital city of Switzerland),
bes-cha,,"(Puter, Vallader) animal",
besch,,(Vallader) sheep,
bestga,,"(Rumantsch Grischun, Sursilvan) animal",
bestia,,(Sursilvan) animal,
betg,,"(Rumantsch Grischun, Surmiran, na ... betg/n'... betg)",
betga,,(Sutsilvan) not,
bever,,"(Sutsilvan, Surmiran) to drink",
bger,,"(Puter) much, a lot of",
bia,,"(Sursilvan, Sutsilvan) much, a lot of",
bienmarcau,,(Sursilvan) cheap (low in price),
biera,,"(Rumantsch Grischun, Sursilvan, Sutsilvan, Surmiran, Puter, Vallader) beer, ale",
biestg,,"(Rumantsch Grischun, Sursilvan, Surmiran) animal",
biglia,,"(anatomy, Sutsilvan, Surmiran) intestines, insides, guts",
blau,,"(Rumantsch Grischun, Sursilvan, Sutsilvan, Vallader)",
blauaint,,(Vallader) bluish (having a blue tint or hue),
