L2_orth,L2_ipa,L2_gloss,L2_etym
awa,,man,
awakwer,,humanity,
awanem,,"an unlucky man, a stinky man",
awapihun,,a black man,
awate,,"a good, honest man",
karumehe,,yesterday,
kutàri,,today,
kwehe,,long ago,
kyhaw,,hammock,
mai'u,,"eat
Amai'u mokoz màg ri'i.
I ate two mangoes (yesterday, multiple days ago or some time in the past unrecalled by the speaker)",
memyr,,daughter,
mimoz,,"to cook
Umimoz tapi'ir ro'okwer iko ra'a.She was cooking tapir meat earlier today.",
mokoz,,two,
màg,,mango,
màno,,to die,
ra'a,,"particle encoding temporal remoteness, specifically in relation to an event the speaker knows to have occurred earlier on the day of utterance",
ri'i,,"particle encoding temporal remoteness, specifically in relation to an event the speaker knows to have occurred prior to the day of utterance or to an eventuality the location of which cannot be determined by the speaker",
ro'o,,"meat
Umimoz tapi'ir ro'okwer iko ra'a.
She was cooking tapir meat earlier today.",
tapi'ir,,tapir,
tukumàhok,/tu.ku.mə.ˈhɔk/,a larva that grows inside coconuts,
tyràm,,flour,
zawar,,dog,
àpuz,,house,
