L2_orth,L2_ipa,L2_gloss,L2_etym
alju,,tame,
apaja,,A good place for seine fishing.,
arina,,The grating on the floor of a fireplace.,
avento,,A hole in ice.,
eli,,or,
jouhkainen,,A swan (any bird in the genus Cygnus).,
jyrö,,A morose or sullen person.,
kaltio,,spring,
kansa,,also,
kartano,/ˈkɑrtɑno/,yard,
kootinvaihto,,code-switching,
kruuva,,"mine, quarry",
kymmenen,,ten,
lompuuki,,wallet,
lyssnata,,to listen,
minuriteettikieli,,minority language,
murkina,,dinner,
net,,they,
päivä,,"A day (period between sunrise and sunset), A day (from",
rakhaus,,love,
Ruotti,,Sweden,
Ryssä,,Russia,
sotka,,A common goldeneye,
sturaani,,(dialectal) ugly thing or being,
Suomi,,Finland,
säärevä,,long-legged,
toittaa,,to understand,
vähemistökieli,,minority language,
väylä,,river,
