L2_orth,L2_ipa,L2_gloss,L2_etym
amuxtən,,to learn,
dar,,tree,
di,,village,
diij,,villager,
dirən,,to see,
düz,,"flat, even, straight, correct, right, honest",
düz,,straight,
dəs,,hand,
dəst,,Alternative form of dəs (“hand”),
giyo,,"grass, herb",
güftən,,"to grab, to catch, to occupy, to get, to hold, to grip",OHDWNtn
gəndüm,,wheat,
gərm,,"warm, hot",گرم
gəştən,,"to walk, to search, to look for, to turn, to fall",
kour,,blue,
kələ,,"great, big",
muri,,strawbery,
nun,,bread,
nümük,,salt,
səng,,stone,
səxtən,,to do,
tü,,you,
var,,wind,
vəlg,,leaf,
xardən,,"to eat, to drink",
xardən,,"eating, food",
xünük,,cold,
şuneyistən,,to hear,
şuştən,,to wash,
əngüşt,,finger,
əs,,horse,
