L2_orth,L2_ipa,L2_gloss,L2_etym
aakʼ,[ˈàːkʼ],tongue,
aakʼ,[ˈàːkʼ],vine,
aakʼ,[ˈàːkʼ],vine,
aakʼal,,lagoon,
aalakʼ,,domestic animal,
ahɔib,,Obsolete spelling of jtsʼíib,
aiikʼ,,wing,
ain,,Obsolete spelling of áayin,
Alemania,,Germany (a country in Europe),
am,[ˈam],spider,
asukaar,,"sugar, Synonym: chʼujuk",
atan,,wife,
ayikʼal,,"rich, wealthy
K nohchil hach ayikʼal.
Our boss is very rich.",
aʼal,/a˥ʔal/,to say,
baach,[ˈɓàːt͡ʃ],plain chachalaca (Ortalis vetula),
baaj,,to nail,
baak,[ˈɓàːk],"bone, horn, Synonym: (obsolete) xulub",
baakʼ,,"to tangle up, to entangle",
baal,,"to hide, to conceal",
baan,,"to get down, to bring down fruits froms a tree",
baats',,"to smooth, to polish",
baatzʼ,,Obsolete spelling of baʼatsʼ,
baax,,"to hit, to strike, to knock",
balcheʼ,,"A kind of tree (Lonchocarpus violaceus), the bark of",
balchè,,Obsolete spelling of baʼalcheʼ,
balché,,Obsolete spelling of balcheʼ,
bat,,"hail, hailstone",
baʼal,/ɓa˥ʔal/,"thing, object",
baʼalcheʼ,,wild animal,
baʼatsʼ,[ˈɓàːt͜sʼ],"mantled howler, howler monkey (Alouatta palliata)",
beechʼ,,quail,
behlaʼeʼ,,Alternative form of bejlaʼeʼ,
bejlaʼeʼ,,now,
bolon,[ˈɓolon],(obsolete) nine,
boox,,black,
bo’oy,,shadow,
buluc,,Obsolete spelling of buluk,
buluk,[ˈɓuluk],(obsolete) eleven,
buul,,game of chance,
buul,,"play a game of chance, win or lose a bet; gamble",
buul,,dive,
buul,,dive,
buus,,bus,
báalam,,"jaguar (Panthera onca), Synonyms: chak bolaʼay, chak",
báalam,,"(Mérida, Valladolid) to stalk like a cat, Synonym:",
báaxal,,to play,
can,,Obsolete spelling of kan,
can,,Obsolete spelling of kaan,
can,,Obsolete spelling of kaan,
ceh,,Obsolete spelling of kéej,
chaak,,rain,
chaan,,small,
chaanbeel,,slow,
chaanbeel,,slowly,
chaanpal,,baby,
chab,,anteater,
chak,,red,
chaknuul,,"naked, nude",
chaknuult,,to undress,
chakʼan,,"plain, savanna",
cheba,,beer,
cheel,,rainbow,
cheʼ,,tree,
cheʼeh,,Obsolete spelling of cheʼej,
cheʼej,,to laugh,
chic,,Obsolete spelling of chiʼik,
chiikpahal,,to appear; to turn up,
chiim,,"bag, sack",
chikoop,,vampire bat,
chiʼ,,to bite,
chiʼ,,(anatomy) mouth,
chiʼib,,(astronomy) eclipse,
chiʼik,,white-nosed coati (Nasua narica),
chéel,,"rainbow
Synonym: cheel",
chʼichʼ,,Alternative spelling of chʼiichʼ,
chʼichʼ,,Alternative spelling of chʼíichʼ,
chʼichʼ,,Alternative spelling of chʼíichʼ,
