L2_orth,L2_ipa,L2_gloss,L2_etym
7,/ʔ/,"The forty-first letter of the Squamish alphabet, written in the Latin script.",
al̓íl̓a7,,raspberry,
asxw,,seal,
ay̓x̱,,crab,
chelm,,eelgrass,
chemx̱,,"pitch, resin",
chewásh,,wife,
chém̓etn,,pallial muscle of clam,
chésha7,,mother,
chíyetmixw,,great horned owl,
eskwékwep,,mound,
eskwúkwem,,shore,
estétey̓,,"field, open area",
ex̱,,"Brandt, goose",
hew̓ít,,rat,
hiw̓tstn,,net-floater line,
kshaws,,blue jay,
kw'aach',,dogfish,
kw'át'an,,mouse,
kw'únut',,porpoise,
kwu7s,,spring salmon,
kwá7kwelh,,jellyfish,
kwíyukw,,milt of fish,
kwúsen,,star,
lemetú,,sheep,
máḵa7,,snow (on the ground),
máḵwam,,moss,
mélalus,,raccoon,
míχał,,bear,
músmes,,cow,
nsx̱íp'im,,hawk,
piyís,,murrelet,
scháyilhen,,fish,
sepíḵ,,yellow salmonberry,
sexwsáxwi7,,the northern lights,
sil,,cloth,
skem̓ts,,"clam, littleneck",
slhánay̓,,woman,
smant,,"stone, rock",
smánit,,mountain,
snichim,[snit͡ʃim],language,
snéḵwem,,sun,
spáḵ'em,,flower,
sp’ep’elách’,,snipe,
sp’áḵw’us,,bald eagle,
staḵw,,river,
steḵshn,,cliff,
stl'alhálem,,grizzly bear,
stl'elú7em,,cockle,
stl'éḵ'shen,,"moccasin, moccasins",
sts'úḵwi7,,salmon,
stséḵi7,,sockeye salmon,
stélmexw,,"Indian, person, human being",
stḵáya,,wolf,
swaam,,geoduck,
sx̱ayts’,,murre,
sx̱wix̱w,,sparrow,
sx̱wúsum,,soapberry,
syiḵ,,snow (on ground),
súhupit,,rabbit,
sḵ'aatl',,otter,
sḵel̓áw̓,,beaver,
sḵwemáy̓,,dog,
Sḵwx̱wú7mesh,[sqʷχʷuʔməʃ],Squamish,
sḵw’eḵwchs,,"huckleberry, red huckleberry",
t'amkw',,salmon eggs,
t'em̓xw,,gooseberry,
t'áḵa7,,"salal berry, Gaultheria shallon",
t'élem,,wild cherry,
tl'álhem,,"salt, salt water",
ts’chel,,kingfisher,
ts’ex̱tn,,poison,
ts’ex̱w,,waxberry,
ts’iḵt,,common flicker,
ts’umáyu,,barnacle,
ts’áḵsheliḵw,,rock cod,
ts’éḵw’iya,,limpet,
ts’ít’ax̱w,,grebe,
ts’íxwts’ixw,,"osprey, fishhawk",
ts’úts’um̓am,,chickadee,
ts’ḵw’i7ḵs,,yellow-bellied sapsucker,
tḵáya,,wolf,
waḵ’éḵ,,cricket,
wel,,"cattail, bullrush",
x̱wuuḵw’,,"merganser, common merganser, Mergus merganser",
x̱wú7ḵin,,marten,
x̱ál̓u,,spoon made of wild sheep's horn,
yetwán,,salmonberry,
yex̱wéla7,,young bald eagle,
áyat,,"cod, black codfish",
áyish,,sibling of opposite sex; cousin of opposite sex,
áysay̓ch,,territory,
élhḵay̓,,snake,
íkwustn,,"comb, carding implement (for wool)",
útsani,,lynx,
ḵ'eláaḵ'a,,crow,
ḵlum',,eye,
ḵw'eníḵw'ay,,cottonwood tree,
ḵw'úḵwiḵw,,sea wrack,
ḵwemchúl̓s,,"bog cranberry, Vaccinium oxycoccos",
ḵwex̱nís,,sea lion,
ḵw’elḵ’chís,,mole,
ḵálx̱ay̓,,"ironwood tree, hardhack",
ḵál̓ḵay,,wild rosebush,
ḵ’iyí7ch,,moose,
