L2_orth,L2_ipa,L2_gloss,L2_etym
aa,,The name of the Latin-script letter A.,
aadom',,atom,
aadomisäsü,,atomic nucleus,
aasta,,Alternative form of aastak,
aastak,,year,
abi,,"help, aid, assistance",
adõr,,plough,
ago,,twilight,
ahhun',,perch (fish),
ahi,,oven,
aid,,garden,
aig,,"time, (grammar) tense",
ajama,,to drive,
Albaania,,Albania (a country in Europe),
alomanõ,,"lower, bottom",
alonõ,,"(in compounds) below, sub-",
alumiinium,,aluminium,
Alžeeriä,,Algeria (a country in Africa),
andma,,to give,
armas,,Alternative form of armsa,
Armeeniä,,Armenia (a country in Europe and Asia),
armsa,,"dear, beloved",
asi,,"matter, thing, subject, toy, plaything",
astma,,"to step, to walk",
asõq,,"place, spot, bed, bedstead, print, track",
Asõrbaidžaan,,Azerbaijan (a country in Europe and Asia),
atom',,Alternative form of aadom',
avitama,,to help,
bee,,The name of the Latin-script letter B.,
Belgiä,,Belgium (a country in Europe),
Bosnia,,Bosnia,
dee,,The name of the Latin-script letter D.,
edimäne,,first,
ee,,The name of the Latin-script letter E.,
Eesti,,Estonia,
eff,,The name of the Latin-script letter F.,
Egüptüs,,Egypt,
ehitüs,,"construction, (act of) building, architecture",
elevandiluu,,ivory,
Elevandiluurand,,Côte d'Ivoire,
elevant',,elephant,
ell,,The name of the Latin-script letter L.,
elläi,,animal,
elolinõ,,organism,
elämä,,to live,
emm,,The name of the Latin-script letter M.,
enn,,The name of the Latin-script letter N.,
entsüklopeediä,,encyclopedia,
err,,The name of the Latin-script letter R.,
ess,,The name of the Latin-script letter S.,
esä,,father,
Filipiiniq,,Philippines,
füüsiga,,physics,
gee,,The name of the Latin-script letter G.,
haa,,The name of the Latin-script letter H.,
haav,,aspen,
hain,,"hay, weed, grass",
hainakuu,,July,
hammas,,tooth,
hans'a,,"hooch, moonshine",
hapu,,sour,
haug',,pike (fish),
helm',,bead (small round object),
Helsinki,,Helsinki (the capital city of Finland),
heng',,"spirit, soul",
herneh,,pea,
Hertsegoviina,,Herzegovina,
higi,,sweat,
hiir',,"mouse, computer mouse",
hius,,"(single) hair, strand of hair",
hoonõh,,building,
hopõn',,horse,
Hummogu-Timor,,East Timor,
häbü,,"shame, dishonour, embarrassment",
hää,,Alternative form of hüvä,
hõpõ,,silver,
hõrak,,(clarification of this definition is needed) some kind,
hüdsi,,"coal, charcoal, carbon",
hüvä,,good,
hüä,,Alternative form of hüvä,
igä,,age,
iho,,body,
ii,,The name of the Latin-script letter I.,
iispäiv,,Monday,
ikim,,gum (part of mouth),
iks,,The name of the Latin-script letter X.,
ilm,,"weather, climate, world, universe",
ilma,,without,
ilmakäänüs,,(grammar) abessive case,
ilves,,lynx,
imeh,,miracle,
imemä,,to suck (apply suction),
imä,,mother,
Indoneesiä,,Indonesia,
inemine,,"human, person",
Inglüsmaa,,England,
Island',,Iceland (a country in Europe),
iä,,ice,
iätümä,,"to freeze, to become frozen",
jahu,,Alternative form of jauh,
jalg,,"foot, leg",
jauh,,flour,
jott,,The name of the Latin-script letter J.,
joulukuu,,December,
jummal',,god,
juuma,,to drink,
juur',,"root (of a plant), root, origin",
jänes,,hare,
järv',,lake,
jäämä,,"to stay, to remain",
jõgi,,river,
Jõgõva,,Jõgeva (a city in Estonia),
kaa,,The name of the Latin-script letter K.,
kaal,,neck,
kaal,,weight,
kaal,,weight,
kaar,,oats,
kahr,,bear,
kaitsma,,"to defend, to guard",
kaiv,,well (water source),
kaksisvee,,The name of the Latin-script letter W.,
kala,/kɑlɑ/,fish,
kallis,,"expensive, dear, precious",
Kamõrun,,Cameroon,
kana,/kɑnɑ/,chicken,
kanarik,,heather (plant),
kand,,stump,
kannõl',,kantele,
Kar'ala,,Karelia,
