L2_orth,L2_ipa,L2_gloss,L2_etym
ⲁ̄ⲅⲟⲣ,,to forget,
ⲁ̄ⲙⲁⲇⲉⲓⳝ,,to hasten,
ⲁ̄ⲙⲁⲇⳝ,,to hasten,
ⲁϣϣⲁⲩⲉⲓ,,to fear,
ⲁⲕ,,to sit,
ⲁⲙⲁⲛ-,,Synonym of ⲁⲥⲥⲉ- (“water”),
ⲁⲛⲕ,,to remember,
ⲁⲣⲙⲥ,,to judge,
ⲁⲣⲣ,,to bring,
ⲁⲥⲥⲉ-,,water,
ⲁⲩⲉⲓ,,to make,
ⲁⳝⲁⲩⲉⲓ,,to be sweet,
ⲁⳝⳝ,,to bite,
ⲃⲁⲃⲩⲗⲱⲛ,,Babylon,
ⲅⲁⲗⲗ,,to open,
ⲅⲁⲣ,,"side, shore",
ⲅⲁⳝ,,to exult,
ⲅⲡ̄ⲣⲧ,,to change,
ⲅⲡ̄ⲣⲧⲣ̄,,to change,
ⲇ̄ⲙ̄ⲙ,,"to draw, paint",
ⲇⲁⲡⲡⲣ̄,,to destroy,
ⲇⲉⲕⲕ,,"to be concealed, to conceal",
ⲇⲓ,,to die,
ⲇⲓⳟⲉ,,to fight,
ⲇⲡ̄ⲡⲓ,,town,
ⲇⲡ̄ⲡⲓ,,"Old Dongola, capital of the Makuria",
ⲉ̄ⲅⲓⲇ,,to ask,
ⲉ̄ⲕⲕ,,to direct,
ⲉ̄ⲥⲟⲅⲅ,,to release,
ⲉ̄ⲥⲟⲛⲅⲅ,,to release,
ⲉⲓ,,to know,
ⲉⲓⲁⲣ,,to know,
ⲉⲓⲇⳡ,,to keep,
ⲉⲓⲧ,,to take,
ⲉⲕ̄ⲕ,,to bring,
ⲉⲛ,,to bring,
ⲉⲛⲛ,,to bring,
ⲉⲥⲥⲓ-,,(Old Dongolawi) Alternative form of ⲁⲥⲥⲉ-,
ⲉⲧ̅ⲧ-,,"woman, wife",
ⲓ,,to know,
ⲓ̈ⲉⲣⲉⲟ̄ⲥ,,priest,
ⲓⲏⲥⲟⲩⲥⲓ,,Jesus,
ⲕϣ̄ⲕϣ̄,,to envy,
ⲕⲁⲥⲕⲁⲥ,,"to draw (water, etc.)",
ⲕⲉⲇ,,to ascend,
ⲕⲓⲣ,,to come,
ⲕⲓⲣⲓⲅⲣ̄,,to complete,
ⲕⲙ̄,,to eat,
ⲕⲙ̄ⲙ,,"to beat, hit",
ⲕⲟⲥⲙⲟⲥ,,"world, universe",
ⲕⲟⲩⲣⲕⲟⲩ,,to think,
ⲕⲧ̅ⲕⲁ,,rock,
ⲙⲁϣⲁⲗ,,sun,
ⲙⲁⲇⳝ,,lie,
ⲙⲁⲇⳝⲟⲩⲉ̄,,to tell lies,
ⲙⲁⲓ̈ⲕ,,to be afflicted,
Ⲙⲁⲕⲟⲩⲣⲓⲁ,,Makuria,
ⲙⲓⲇⲇ,,to condemn,
ⲙⲟⲩⲇⲟⲩ,,to lead,
ⲙⲟⲩⲇⲟⲩⲉⲓ,,to lead,
Ⲛⲟⲩⲃⲁⲇⲓⲁ,,"Nobatia, Nobadia",
ⲟⲕⲕⲁⲣ,,to attend to,
ⲟⲗⲗ,,to hang,
ⲟⲣⲡⲁ,,wine,
ⲟⲩⲉ̄,,to say,
ⲟⲩⲕⲕⲟⲩⲧ,,to oppress,
ⲡⲁⲡⲟ,,father,
ⲡⲁⲣ,,to write,
Ⲡⲁⲣⲁ,,Faras,
ⲡⲁⳝ,,to cease,
ⲡⲁⳝⳝ,,to cease,
ⲡⲉⲓ,,to write,
ⲡⲉⲛⲧⲓ,,date palm,
ⲡⲓⲕⲕ,,to awaken,
ⲡⲓⲥⲧⲉⲩ,,to believe,
ⲡⲓⲥⲧⲉⲩⲉⲓ,,to believe,
ⲡⲗ̄ⲗ,,to shine,
ⲡⲟⲟⲅ,,to raise,
ⲥ̄ⲕⲟⲉⲗ,,to thank,
ⲥⲟⲗ,,to abandon,
ⲥⲟⲩⲕⲕ,,to descend,
ⲧ̄ⲟⲩⲗⲗ,,to endure,
ⲧⲉⲉⲓ,,to hope,
ⲧⲓⲛⲓ,,cattle,
ⲧⲓⳝⳝⲁⲛ,,to hinder,
ⲧⲙ̄ⲙ,,to assemble,
ⲧⲟⲩⲉⲓ,,cow,
ⲧⲟⲩⳟ,,to be secure,
ⲧⲥ̄ⲥ,,to hate,
ⲭⲣⲓⲥⲧⲓⲁⲛⲟⲥ,,a Christian,
ⳝⲉⲓⳟⲉⲓⲇ,,to mock,
ⳝⲉⲗⲟⲩⲉ̄,,to wash,
ⳝⲟⲣ,,to go,
ⳟⲁⲇ,,to see,
ⳟⲉⲓ,,to drink,
ⳟⲉⲥ,,"to rest, take rest",
ⳟⲓⲥⲥ,,"to hallow, make holy",
ⳟⲟⲇⲇ,,to cut down,
ⳟⲟⲛⳝ,,to stand,
