L2_orth,L2_ipa,L2_gloss,L2_etym
𐩠,,"The first letter of the Old South Arabian abjad, called",
𐩠𐩤𐩬𐩺,,dedicates to,
𐩠𐩤𐩬𐩺𐩩,,offering,
𐩠𐩧𐩥𐩺,,irrigate,
𐩠𐩨𐩩,,gift,
𐩠𐩴𐩧,,city,
𐩠𐩺𐩫𐩡,,palace,
𐩡,,"The second letter of the Old South Arabian abjad, called",
𐩡𐩥𐩱𐩩𐩬,,priestess,
𐩡𐩵𐩬,,laudanum,
𐩢,,"The third letter of the Old South Arabian abjad, called",
𐩢𐩡𐩨,,milk,
𐩢𐩤𐩡,,"countryside, fields",
𐩢𐩧𐩩,,irrigation canal,
𐩢𐩮𐩥𐩧,,enclosed cultivated land,
𐩢𐩮𐩧,,enclosure,
𐩢𐩺𐩥,,life,
𐩣,,"The fourth letter of the Old South Arabian abjad, called",
𐩣𐩡𐩫,,king,
𐩣𐩡𐩫𐩩𐩪𐩨𐩱,,queen of Saba,
𐩣𐩢𐩧𐩣,,temple,
𐩣𐩤𐩪𐩣,,prediction,
𐩣𐩤𐩷𐩧,,incense altar,
𐩣𐩥,,water,
𐩣𐩥𐩻𐩧,,foundation,
𐩣𐩧𐩱,,"lord, man",
𐩣𐩧𐩺𐩣,,heights,
𐩣𐩫𐩧𐩬,,merchants,
𐩣𐩭𐩧,,receive,
𐩣𐩲𐩬,,dwelling,
𐩣𐩻𐩥𐩨,,seat,
𐩤,,"The fifth letter of the Old South Arabian abjad, called",
𐩤𐩵𐩪,,"shrine, sanctuary",القدس
𐩤𐩵𐩪,,"holy, sacred",القدس
𐩤𐩵𐩪,,consecrate,القدس
𐩥,,"The sixth letter of the Old South Arabian abjad, called",
𐩥𐩡𐩵,,child,
𐩥𐩩𐩧,,"cord, sinew, string",
𐩥𐩰𐩺,,protect,
𐩥𐩻𐩨,,sit,
𐩦,,"The seventh letter of the Old South Arabian abjad,",
𐩦𐩲𐩧,,barley,
𐩧,,"The eighth letter of the Old South Arabian abjad, called",
𐩧𐩠𐩣,,compassion,
𐩧𐩢𐩤,,be distant,
𐩧𐩢𐩨𐩩,,open space,
𐩧𐩫𐩨,,ride,
𐩧𐩱𐩪,,head,
𐩧𐩺𐩣𐩣,,heights,
𐩨,,"The ninth letter of the Old South Arabian abjad, called",
𐩨𐩢𐩧,,"sea, coast",
𐩨𐩤𐩧,,cattle,
𐩨𐩧𐩤,,lightning,
𐩨𐩧𐩩,,contract,
𐩨𐩧𐩫,,"bless, consecrate",
𐩨𐩧𐩫𐩩,,pond,
𐩨𐩧𐩬,,open land,
𐩨𐩬𐩩,,daughter,
𐩨𐩱𐩧,,"well, cistern",
𐩨𐩲𐩡,,"lord, master",
𐩨𐩺𐩩,,house,
𐩩,,"The tenth letter of the Old South Arabian abjad, called",
𐩩𐩨𐩪𐩧𐩩,,elite troops,
𐩪,,"The eleventh letter of the Old South Arabian abjad,",
𐩪𐩣,,name,
𐩪𐩣𐩲,,listen,
𐩪𐩤𐩺,,"irrigate, water (livestock)",
𐩪𐩨𐩡𐩩,,ear of grain,
𐩪𐩨𐩱,,Saba,
𐩪𐩨𐩱𐩺,,Sabaean,
𐩪𐩨𐩷𐩣,,blows,
𐩪𐩩𐩱𐩨,,draw water,
𐩪𐩷𐩧,,write,
𐩫,,"The twelfth letter of the Old South Arabian abjad,",
𐩫𐩣𐩥,,"like, as",
𐩫𐩣𐩪,,humiliate,
𐩫𐩥𐩫𐩨,,star,
𐩫𐩨𐩧,,great one (epithet and perhaps a title),
𐩫𐩩𐩣,,gold,
𐩬,,"The thirteenth letter of the Old South Arabian abjad,",
𐩬𐩲𐩣𐩩,,prosperity,
𐩬𐩴𐩦,,oppress,
𐩭,,"The fourteenth letter of the Old South Arabian abjad,",
𐩮,,"The fifteenth letter of the Old South Arabian abjad,",
𐩮𐩡𐩣𐩬,,statue,
𐩯,,"The sixteenth letter of the Old South Arabian abjad,",
𐩰,,"The seventeenth letter of the Old South Arabian abjad,",
𐩱,,"The eighteenth letter of the Old South Arabian abjad,",
𐩱𐩡,,deity,
𐩱𐩡𐩠𐩩,,"goddess, goddesses",
𐩱𐩡𐩣𐩤𐩠,,Al-Maqah (deity),
𐩱𐩣,,mother,
