L2_orth,L2_ipa,L2_gloss,L2_etym
aonek'en,,south,
gōlen,,puma,
jep'er,,meat (of a land animal),
jā,,I (first-person singular),
kārken,,woman,
leʔ,,water,
okwā,,we (first-person dual),
oqaken,,ten,
ošwā,,we (first-person plural),
p'ajχen,,knife,
p'ēnk'en,,north,
pataq',,hundred,
pōš,,eight,
qawel,,horse,
qt'en,,five,
qāge,,four,
qāš,,three,
qōke,,seven,
t'elgoʔ,,mosquito,
tōrk',,"shore, bank",
warenk',,thousand,
wašomk'e,,to comb one's hair,
waʔme,,two,
wenaqāš,,six,
č'eter,,head,
č'ew,,liver,
č'oj,,bull,
č'ojsom,,cow,
č'ēmk'e,,to smile,
čočeʔ,,one,
čōrč',,"bush, shrub",
šaʔm,,lip,
ʔalen,,man,
