L2_orth,L2_ipa,L2_gloss,L2_etym
aja,,canoe,
ajsa,,dress,
aka,,shore,
akši,,great-tailed grackle (Quiscalus mexicanus),
ame,,year,
amu,,spider,
ane,,tortilla,
atsi,,older brother,
awat,,louse,
ay,,leaf,
aŋbʌ,,last,
aŋduk,,door,
aŋke,,although,
ašus,,garlic,
chombe,,sheep,
choꞌŋgoya,,rabbit,
chumbe,,snake,
ejsi,,crab,
eju,,cough,
eko,,stalk (e.g. of bananas),
etse,,dance,
giniádʌjk,,banana plantation,
ginía,,banana,
ijtu,,(intransitive) live,
iju,,(intransitive) grunt,
inu,,(intransitive) be annoyed,
ips,,twenty,
iyʌ,,some,
iyʌ,,someone,
jacha,,axe,
jada,,father,
jama,,sun,
jamajʌyʌ,,sunflower,
jap,,ash,
jaye,,writing,
jayu,,(intransitive) write,
jeju,,(intransitive) rest,
joko,,smoke,
jot,,bird,
jowi,,(stative) be stupid,
jʌyu,,"(intransitive) cry, weep",
jʌyʌ,,flower,
jʌyʌmuꞌkpabʌ,,hummingbird,
kana,,salt,
katsij,,toucan,
kayu,,"horse, animal",
kešu,,cheese,
kinʌ,,nose,
kobajk,,head,
kobomgak,,tayra (Eira barbara),
koso,,foot,
kosoꞌune,,toe,
koya,,tomatillo,
kuy,,tree,
kʌbi,,firewood,
machet,,machete,
makoko,,cockroach,
muka,,mushroom,
mʌjakoso,,"big toe, Synonym: wingoso",
mʌꞌaj,,deer,
nuku,,leaf-cutter ant,
nɨʔ,/nɨʔ/,water,
nʌjts,,armadillo,
nʌꞌʌduwi,,otter,
okoñajk,,toad,
oꞌna,,cloud,
padak,,guava (tree),
padaŋdʌp,,guava (fruit),
paduwi,,coyote (Canis latrans),
pane,,priest,
peꞌchu,,duck,
piñadʌp,,pineapple,
puj,,seed,
punuꞌ,,fish,
saja,,wing,
samil,,adobe,
tamali,,tamale,
todo,,paper,
tojts,,tongue,
tsiji,,opossum,
tsit,,pine tree,
tukutuku,,long-tailed weasel (Mustela frenata),
tunu,,navel,
tuwi,,dog,
tʌp,,fruit,
une,,child,
uya,,vanilla bean,
uyatsay,,vanilla (vine),
widʌmbuj,,pupil (part of the eye),
widʌp,,eye,
wingoso,,"big toe, Synonym: mʌjakoso",
yuji,,scratch,
yʌkjot,,crow,
ñajk,,frog,
ñchuꞌwe,,old woman,
ŋgaꞌe,,boy,
šabut,,soap,
šalu,,jug,
ʌksi,,shelled maize,
ʌŋu,,(intransitive) sleep,
