L2_orth,L2_ipa,L2_gloss,L2_etym
aha,,to build,
ahlola,,to judge,
alosa,,to herd,
amoha,,to take away from,
apara,,to wear (clothing),
araba,,to answer,
arola,,to divide,
atamela,,"to come near, to approach",
ba-,,Class 2 noun prefix.,
bala,,to read,
baleha,,"to run away, to flee",
bapala,,to play,
bata,,to be cold,
batho,,people,
batla,,to want,
batlisisa,,to investigate,
batsi,,wide,
be,,bad,
bela,,to boil (something),
besa,,to roast,
bina,,to sing,
bipa,,to swell,
bitsa,,to call,
bjarana,,to break apart,
bo-,,Class 14 noun prefix.,
bobe,,ugliness,
bodutu,,loneliness,
bohale,,anger,
bohlale,,intelligence,
bohloko,,pain,
bohobe,,bread,
boikarabelo,,responsability,
bolaya,,to kill,
bolela,,to say something,
bona,,to see,
bongata,,quantity,
bontsha,,to show,
bopa,,to mould,
boroko,,sleep,
borwa,,south,
bosiu,,night,
bothata,,difficulty,
botho,,"humanity, mankind",
botle,,beauty,
botsa,,to ask,
botswa,,to be lazy,
boya,,"to return
Synonym: kgutla",
bua,,to speak,
buka,,book,book
bukantswe,,dictionary,
bula,,"to open, Antonym: kwala",
busa,,to govern,
di-,,Class 8 noun prefix.,
dihlong,,shame,
dijo,,food,
dikahare,,guts,
dipompong,,sweets,
dula,,to sit,
ela,,to flow,
elellwa,,to realise,
ella,,to move towards,
ema,,to stand,
epa,,to dig,
eta,,"to walk, to go",
etsa,,"to do, to make",
etsolla,,to undo,
fa,,to give,
falla,,to emigrate,
fatshe,,down,
fefola,,to blow,
fela,,only,
fela,,but,
fela,,but,
fepa,,to feed,
festere,,window,
fetola,,to change,
fihla,,to arrive,
fofa,,to fly,
fofonela,,to smell,
fubedu,,red,
fumana,,to find,
fupara,,to clench the hand,
ha,,if,
-hadi,,Suffix deriving words for female people from those for male people.,
hahola,,"to tear
Synonym: tabola",
hapa,,to win,
hata,,to step on,
hebe,,Signifies silence.,
hempe,,shirt,
hlaha,,wild,
hlaha,,to emerge,
hlatsa,,to vomit,
hlatswa,,to wash,
hlephola,,to break in to pieces,
hloho,,head,
hlola,,to win,
hlompha,,to respect,
hlompho,,respect,
hlwaya,,"to select, to indicate",
hlwela,,to spy,
hoa,,to shout,
hodimo,,"above, at the top",
hoeletsa,,"to call out, to scream",
hoka,,"to attach, to hook",
hola,,to grow,
hole,,far away,
holo,,big,
hopola,,to remember,
hosane,,tomorrow,
hwama,,to congeal (of fat),
inama,,"to bow, to stoop, to bend",
isao,,next year,
itjhu,,ow! (cry of pain),
ja,,to eat,
jala,,"to plant, to sow",
jwala,,beer,
jwang,,grass,
jwetsa,,to tell,
kahlolo,,judgement,
kaka,,"to excrete, to defecate, Synonym: nya",
kamola,,to break,
karabo,,response,
kelello,,mind,
kena,,to enter,
kereke,,church,
kgalema,,to reprimand,
kgampepe,,Signifies running.,
kganna,,to drive,
kganthe,,whereas,
kgasa,,to crawl,
kgeloha,,to turn aside,
kgephola,,"to break off (a piece)
Synonym: qhetsola",
kgetha,,to set apart,
kgetholoha,,to be distinct,
kgetsa,,to choose,
kgoho,,"chicken, fowl",
kgolwa,,to believe,
kgomo,,cow,
kgopo,,wicked,
kgosi,,"chief, chieftain; king",
kgosihadi,,queen,
kgoto,,rat,
kgudu,,tortoise,
kgurumetsa,,to cover up,
kgurumolla,,"to uncover
Synonym: kwaholla",
kgutla,,"to return
Synonym: boya",
kgwedi,,moon,
kgwiti,,mole (burrowing animal),
koba,,to bend,
kobo,,blanket,
kobolla,,to unbend,
kolobe,,warthog,
koloi,,wagon; vehicle,
kopa,,to ask,
kopana,,to meet,
kopanya,,to join,
kubu,,hippopotamus,
kula,,to be sick/ill,
kwaholla,,"to uncover
Synonym: kgurumolla",
kwala,,"to close, Antonym: bula",
kwena,,crocodile,
kwenya,,to swallow,
lahla,,"to abandon, to lose",
laola,,to rule,
lapa,,to be hungry,
lata,,to fetch,
latswa,,to taste,
le-,,Class 5 noun prefix.,
lebella,,to expect,
lebese,,milk,
lebitso,,name,
Leburu,,Afrikaner,
ledimo,,ogre,
lefa,,to pay,
lefahla,,twin,
lefatshe,,earth,
lefiritshwana,,hyena,
lefuba,,tuberculosis,
lefufuru,,cartilage,
lehafi,,armpit,
lehe,,egg,
lehlabathe,,sand,
lehlabula,,summer,
lehlaka,,reed,
lehlaku,,leaf,
lehlanya,,"lunatic, madman",
lehlwa,,snow,
lehodimo,,heaven,
leihlo,,eye,
leikutlo,,feeling,
leino,,tooth,
lejwe,,stone,
lekana,,to be equal,
lekgala,,crab,
lekgolo,,hundred,
lekola,,to investigate,
lekwala,,coward,
lelele,,tall,
leleme,,tongue,
lema,,"to farm, to cultivate, to plough",
lenaka,,horn,
lenala,,nail,
lenaneo,,programme,
lengau,,cheetah,
lengole,,knee,
lengolo,,letter,
lenong,,vulture,
lentswe,,voice,
lenyalo,,marriage,
leoto,,foot,
lepheo,,wing (for flying),
leqaqailane,,ankle,
leqheku,,elderly person,
leqhwa,,ice,
lerao,,buttock,
lerato,,love,
lero,,cloud,
lerole,,dust,
leru,,cloud,
leruarua,,whale,
lesaka,,kraal,
lesapo,,bone,
lesea,,baby,
lesedi,,light (electromagnetic wave),
leshodu,,thief,
leshome,,ten,
lesiba,,feather,
letlaila,,simpleton,
letlalo,,"skin, hide (of a human or animal)",
letokomane,,A peanut.,
letsatsi,,day,
letsetse,,flea,
letsha,,lake,
letso,,derivation,
letsoho,,hand,
letsolo,,lightning,
letswai,,salt,
letswele,,breast,
lewatle,,sea,
lla,,"to cry, to weep",
lokolla,,to free,
loma,,to bite,
lona,,you all,
ma-,,Class 6 noun prefix.,
madi,,blood,
mafura,,"fat, oil, grease",
makala,,to wonder,
malome,,maternal uncle,
mamaretsa,,to glue,
mamola,,to tear violently,
mane,,"yonder, over there; remote demonstrative adverb.",
maneha,,to glue,
manganga,,stubbornness,
mantsibuya,,afternoon,
manyalo,,plural of lenyalo,
mariha,,winter,
masepa,,feces,
matha,,to run,
mathe,,saliva,
matla,,"strength, power",
matlafala,,to become strong,
matokomane,,plural of letokomane,
me-,,Class 4 noun prefix.,
mena,,"to fold
Synonym: phutha",
menolla,,"to unroll, to unglue",
metsi,,water,
mmala,,color,
mme,,and,
mme,,mother,
mme,,mother,
mmele,,body,
mmetso,,throat,
mmino,,music,
mmoho,,together,
mmuo,,dialect,
mmuso,,government,
mmutla,,"hare, rabbit",
mo-,,Class 1 noun prefix.,
mo-,,Class 3 noun prefix.,
mo-,,Class 3 noun prefix.,
moahisane,,neighbour,
moahlodi,,judge,
modimo,,god,
modumo,,noise,
moedi,,waterway,
moela,,stream,
Mofora,,French person,
mohala,,rope,
mohatla,,tail,
mohatsa,,"husband, wife",
mohau,,mercy,
mohetene,,heathen,heathen
mohlanka,,servant,
mohlolohadi,,widow,
mohlwa,,termite,
mohodi,,"fog, mist",
mohwe,,father-in-law of a male,
mohwete,,body hair,
mokganni,,driver,
mokokotlo,,(part of the body),
mokopu,,pumpkin,
mokoro,,"canoe, boat",
mokorotlo,,Sotho woven hat,
mokoti,,mine,
mokotla,,"sack, bag",
mokudi,,patient,
molala,,neck,
molata,,foreigner,
molekodi,,investigator,
molemi,,farmer,
mollo,,fire,
molomo,,mouth,
mona,,here; proximal demonstrative adverb.,
monna,,man (human male),
monwana,,finger,
monya,,to suck,
monyako,,door,
moo,,there; distal demonstrative adverb.,
mooki,,nurse,
moomo,,leg,
moqoqo,,conversation,
moraho,,behind,
morao,,behind,
morena,,"lord, chief, master, king",
moriri,,hair,
moru,,forest,
morui,,rich person,
moruo,,wealth,
morutwana,,student,
Morwa,,"a Bushman, San, Basarwa",
morwetsana,,girl,
mosadi,,woman,
mose,,overseas,
mosebetsi,,"work, task",
mosela,,tail,
mosha,,meerkat,
mosi,,smoke,
mosidi,,soot,
mothapo,,root (of plant),
motho,,person,
motse,,village,
motsu,,arrow,
motswadi,,parent,
motswala,,cross-cousin,
motswalle,,friend,
moya,,wind,
mpa,,"belly, stomach",
mpefala,,to become ugly,
mpho,,gift,
mpjhe,,ostrich,
naha,,"land, country",
nahana,,to think,
naledi,,star (astronomical object),
naleli,,Lesotho standard spelling of naledi.,
nama,,"meat, flesh",
nare,,buffalo,
nawa,,bean,
neha,,to give,
ngaka,,"doctor, physician",
ngata,,many,
ngola,,to write,
ngoma,,"to clasp, to buckle",
ngomolla,,"to unclasp, to unbuckle",
ngwaha,,year,
ngwana,,child,
ngwapa,,to scratch,
ngwetsi,,daughter-in-law,
nka,,to take,
nkgono,,grandmother,
nko,,nose,
nku,,sheep,
nkwe,,leopard,
nna,,"I, me",
nne,,four,
nnete,,truth,
nngwe,,one,
noha,,snake,
noka,,river,
nonyana,,bird,
notshi,,bee,
nqosa,,to accuse,
nta,,louse,
ntate,,father,
ntho,,thing,
ntja,,dog,
ntjhafala,,to become renewed,
ntjhafatsa,,to renew,
ntlafala,,to become beautiful,
ntlo,,house,
ntshi,,"eyebrow, eyelash",
ntshofala,,to become black,
ntwa,,"war, fight",
nwa,,to drink,
nwabolla,,to pull and stretch,
nya,,"(vulgar) to excrete, to defecate, Synonym: kaka",
nyala,,to marry,
nyoloha,,"to ascend
Antonym: theoha",
oma,,to be dry,
oroha,,to return home,
otla,,"to strike, to punish",
otlolla,,to stretch out,
palesa,,flower,
paqama,,to lie (on the stomach),
pedi,,two; 2,
peke,,pickaxe,
pela,,hyrax,
pelo,,heart,
peo,/peo/,seed,
pere,,horse,
pere,,pear,pear
pere,,pear,pear
petsana,,foal,
phahama,,to stand up,
phala,,impala,
phate,,skin spread on ground as bed,
