L2_orth,L2_ipa,L2_gloss,L2_etym
baa,,(Eastern Shoshone) water,
kwitaweyampeh,,snakeweed,
paa,,water,
passheco,,Camas,
sokoteheyampeh,,Oregon grape bark,
tcaxxwal,,chuckwalla,
tootsa,,biscuitroot,
tukohaya,,yellow evening primrose (Oenothera primiveris),
