L2_orth,L2_ipa,L2_gloss,L2_etym
acha,,axe,
aguakatl,,(Hueyapan) avocado.,
-anime,,Plural agentive suffix,
atemitl,,louse,
atl,,water,
ayotochtle,,Armadillo.,
barko,,boat,
burro,,donkey,
chichiton,,Dog.,
chito,,goat,
chivo,,goat,
gonetl,,Son.,
güexolotl,,Turkey bird.,
kainelo,,sheep,
kakalotl,,Crow.,
kakaton,,"toad, 2006,  Victorino Torres Nava,  Inon barko‎[1],",
kaktle,,Shoe.,
kayalotl,,cockroach,
kechkuanaka,,rooster,
kiauitl,,Rain.,
kimichin,,Mouse.,
kolotl,,Scorpion.,
komale,,comal,
kosamalotl,,Rainbow.,
kouatl,,Snake.,
koyotl,,coyote,
kuajmicho,,squirrel,
kuakue,,cow,
makuile,,(Hueyapan) five.,
masatl,[ˈma.saːtɬ],Deer.,
metlatl,,metate,
metzton,,moon,
mextle,,Cloud.,
micho,,Cat.,
mistle,,"puma, cat.",
moyotl,,mosquito,
nochtle,,prickly pear,
oselotl,/oˈseː.loːtɬ/,jaguar.,
ostoua,,fox,
pajtle,,medicine,
papalotl,,Butterfly,
pesojtle,,Coati.,
pintojtik,,"pied, mottled, 2006,  Victorino Torres Nava,  Inon",
pitzotl,,pig,
pixika,,balloon,
sayolin,,fly,
solin,,quail,
tepostototl,,airplane.,
tlakuatzin,,opossum,
tlalkakauatl,,"peanut, 2006,  Elvira Hernández Escobar,  Notziknol‎[1],",
tlapachichinke,,hummingbird,
tlapacho,,hen,
tlaxkale,,Tortilla.,
tochtle,,rabbit,
tokatl,,spider,
tonale,,Sun.,
tzapalotl,,banana,
tzinaka,,Bat.,
uexolotl,,turkey cock,
xitomatl,,tomato,
xochitl,/ʃoːtʃitɬ/,(Hueyapan) avocado.,
xomplelo,,Hat.,
yepatl,,Skunk.,
yetl,,bean,
yolkatl,,horse,
