L2_orth,L2_ipa,L2_gloss,L2_etym
آبدست,,(Islam) abdest,
آبلوقه,,blockade,
آت,,horse,
آت,,"(dialectal) Alternative form of آد‎ (ad, “name”)",
آت,,"(dialectal) Alternative form of آد‎ (ad, “name”)",
آتا,,father,
آتابك,,atabeg,
آترینه,,"silverside, sandsmelt, atherina",
آتش,,"fire, Synonym: اود‎ (od)",
آتلی,,horseman,
آتمق,,"(transitive) to throw, throw down, throw away",
آجیقمق,,to be hungry,
آجیو,,agio,
آخر,,"another, other",
آخر,,last,
آخر,,"at last, finally",
آخر,,"end, conclusion",
آخر,,last,
آخر,,"at last, finally",
آخر,,"end, conclusion",
آخرت,,(Islam) akhirah,
آخشام,,"evening, the time before and after sunset",
آخلاط,,wild pear (Pyrus elaeagrifolia or Pyrus pyraster tree,
آخلاط,,"Ahlat (a town in Bitlis Province, Turkey; at Lake Van,",
آخلاط,,"Ahlat (a town in Bitlis Province, Turkey; at Lake Van,",
آد,,"name, (grammar) noun, name, fame, reputation",
آدا,,Alternative spelling of آطه‎ (“island”),
آدم,,"human, person, man",
آدم,,"(religion) Adam, A male given name from Arabic: Adem,",
آرا,,"interval of space; space in between, interval of time",
آرا,,"opinion, view, vote; suffrage",
آرا,,"opinion, view, vote; suffrage",
آرامق,,to seek,
آرتق,,"excess, surplus",
آرتق,,"remnant, residue, remainder",
آرتمق,,to increase,
آرد,,"back, (figuratively) buttocks",
آردج,,juniper,
آردیج,,Alternative spelling of آردج‎ (ardıç),
آرزو,,"desire, wish, hope",
آرش,,"forward! (command to soldiers), Synonym: آرقو‎ (arku)",
آرش,,warp of a fabric,
آرش,,"clipping of آرشون‎ (arşun, arşın, “cubit”)",
آرش,,warp of a fabric,
آرش,,"clipping of آرشون‎ (arşun, arşın, “cubit”)",
آرش,,"clipping of آرشون‎ (arşun, arşın, “cubit”)",
آرشون,,"a linear measure of 0.68 metres, cubit, yard, Synonyms:",
آرشین,,"weasel, reel, spool where one winds yarn, Synonym:",
آرشین,,"alternative spelling of آرشون‎ (arşın, “cubit”)",
آرشین,,"alternative spelling of آرشون‎ (arşın, “cubit”)",
آرق,,irrigation ditch,
آرمود,/arˈmud/,pear (fruit),
آرموز,,(nautical) A seam in a wooden boat.,
آرنیقه,,arnica; Arnica montana,
آره,,Alternative spelling of آرا‎,
آستر,,"lining, astar",
آصل,,"real, true, original",
آطه,,"island, peninsula",
آغا,,"lord, master, eldest brother, eldest paternal uncle,",
آغل,,fold,
آغلامق,,"to cry, to weep",
آفت,,"calamity, disaster, misfortune",
آفتاب,,"sun, Synonyms: شمس‎ (şems), گونش‎ (güneş)",
آفتابه,,"ewer, ibrik",
آفرم,,(colloquial) well done! bravo!,
آفرین,,well done! bravo!,
آق,,"white, Synonym: بیاض‎ (beyaz)",
آقا,,"(provincial, dialectal) Alternative spelling of آغا‎ (ağa)",
آقمق,,to flow,
آل,,family,
آل,,"crimson, red",
آل,,"crimson, red",
آلما,,alternative form of الما‎ (elma),
آلمق,,to take,
آلینمق,,to be taken,
آمیرال,,admiral,
آندیز,,"juniper, bush, shrub, elecampane",
آهنك,/aːheɲc/,harmony,
آهوطودی,,"raspberry (plant and fruit), Synonyms: آغاج چیلگی‎",
آو,[av],"hunting, chase, game, prey, what is subject to hunting,",
آواز,,"voice, sound, note, tune, noise, rumor, echo",
آوجی,[avˈd͡ʒɯ],"hunter, huntsman",
آوروپا,,Europe,
آچمق,,to open,
آی,,"moon, month",
آیا,,palm of the hand,
آیاز,,frost on a clear night,
آیازمه,,(Christianity) a sacred spring,
آیاق,,"foot, leg (before 17th century)",
آیدین,,"luminous, illuminated, bright; shining",
آیدین,,"light, source of light",
آیدین,,"A town in Turkey, modern Aydın.",
آیلق,,"a month old, a month long",
آیلق,,"monthly pay, menses, period",
آیوا,[ajˈva],"quince, Synonym: سفرجل‎ (sefercel)",
آیوه,,alternative spelling of آیوا‎ (“quince”),
أنطاكیه,,Antioch,
ابتسام,,smile,
ابرالشمق,,(law) to execute a mutual release of claims,
ابراهیم,,"(Islam) Ibrahim; the prophet Abraham, A male given",
ابره,,"great bustard; Otis tarda, Synonyms: (Arabic) حباری‎,",
