L2_orth,L2_ipa,L2_gloss,L2_etym
cỏ,[kɔC1],"grass, sang cỏ (cây cỏ) ― flora",
già,,"(living being) old, ou᷄ già ― old man, bà già ― old",
gió,[ʝɔB1],"wind (movement of air), Gió đã tắt.The wind has stopped.,",
giữ,,"to keep, to hold and maintain as one's own
giữ mà đợngto keep in storage",
gẻ,,"rag, dust cloth, lếy gẻ mà ꞗá áoto take a rag and patch",
jà,,Alternative spelling of già,
jì,,Alternative spelling of gì,
jó,,Alternative spelling of gió,
jữ,,Alternative spelling of giữ,
Mlồi,[mlojA2],"Champa, Synonyms: Trì Trì, Chiem Thành",
ròu᷄,,dragon,
tiếng,,"voice
cả tiếng
in a loud voice
nhỏ tiếng
in a soft voice
khan tiếng
in a hoarse voice
êm tiếng
in a gentle voice",
tlẻ,,"young
1651: Alexandre de Rhodes, ""Ngày thứ sáu: Thầy Thuốc Cả"", Phép giảng tám ngày, pp. 183–184 [1]
đầy tớ cả thưa ràng: lạy đức Chúa Iesu, đây một con tlẻ còn có nam cái bánh, và hai con cá; mà người ta nhều làm ꞗệy, là bây nhều hột? (Alexandre de Rhodes) [2]
They all said: “Lord Jesus, here is a youth who has five loaves of bread and five fishes; but there are so many people, how many grains?”",
tlứng,,"egg
chim ấp tlứng ― a bird broods an egg
đẻ tlứng ― to lay an egg
tlứng vửa, tlứng ꞗửa, tlứng u᷄ ― rotten egg
Synonym: trứng",
trứng,,egg,
voi,[wɔjA1],"(zoology) elephant, voi dữ ― wild elephant, vòi voi",
xao᷄,[ɕawŋ͡mA1],"to finish, to be complete",
㺔,,elephant,
䋥,,net,
伵,,servant,
伵,,"I, me",
張,,page of a book,
蠬,,dragon,
驢,,"donkey, ass",
鴨,,"duck, drake",
ꞗ,[βe˧˧],"The letter B with a flourish, representing the voiced bilabial fricative β.",
Ꞗ,,"The letter B with a flourish, representing the voiced bilabial fricative β.",
ꞗĕaò,[βjaːwA2],to enter,
ꞗợ,,"wife, married woman",
𠓨,[βjaːwA2],(transitive) to enter,
𠓨,[βjaːwA2],"in, into, upon
nuót ꞗĕào᷄ ― to swallow up",
𠨡,,egg,
𡗶,,sky,
𡞕,,"wife, married woman",
𢁋,,moon,
𤝞,,mouse,
𤠅,,elephant,
𤢇,,elephant,
𥚇,,tongue,
𦹵,,grass,
𨕭,,upper,
𩈘,,face,
𩈘𡗶,,sun,
𩿠,,"duck, drake",
𪆧,,"duck, drake",
