L2_orth,L2_ipa,L2_gloss,L2_etym
ក,,first letter of the Cambodian alphabet,
ក,,"(anatomy) neck, collar, connecting link",
ក,,"to build; to construct; to create; to found, to base",
ក,,"(anatomy) neck, collar, connecting link",
ក,,"to build; to construct; to create; to found, to base",
ក,,"to build; to construct; to create; to found, to base",
កក,,"to be hardened, coagulated, frozen, set",
កក,,"to harden, coagulate, thicken, set",
កក,,en masse,
កកេរ,,"to nibble, to gnaw",
កក់,,"to wash, to clean",
កក់,,kind of reed (Cyperus or Mariscus sp.) used for weaving mats,
កក់ក្ដៅ,,"to be warm, affectionate",
កក់ក្ដៅ,,"to comfort, to keep warm",
កក្កដា,,"July, ខែកក្កដា  ―  khae kɑkkaʼdaa  ―  (the month of)",
កខ្វក់,,"dirty, polluted, stained",
កង,,"ring, circle",
កង,,"to carry in the arms, to clasp with the arms",
កង,,"to be echoing, resounding, loud, noisy",
កង,,"loudly and disorderly, very noisily",
កងកម្លាំងប្រដាប់អាវុធ,,"armed forces, military",
កងទ័ព,,army; army corps,
កងទ័ពជើងទឹក,,navy,
កង់,,"wheel, tire, កង់បែក  ―  kɑng baek  ―  a flat tire,",
កង់,,"classifier for pipes, logs, slices",
កង់បេរ៉ា,,Canberra (the capital of Australia),
កង់ហ្គូរូ,,kangaroo,
កង្កែប,,frog,
កង្ខា,,doubt; suspicion,
កង្ខើញ,,"to pull up (pants, skirt)",
កង្ខើញដៃចូលដាល់,,to put up the fists (ready to fight),
កង្វល់,,"anxiety, worry, unrest, stress, disturbance, trouble,",
កង្វល់,,"to be concerned, apprehensive, anxious",
កង្វិន,,a paralytic,
កង្ហារ,,"fan (electric device), pinwheel, propeller, vane",
កង្ហែន,,squirrel,
កជើង,,(anatomy) ankle,
កញ្ចក់,,mirror,
កញ្ចប់,,"package, pack, parcel",
កញ្ចុកបត្តសត្វ,,beetle,
កញ្ចែ,,whistle,
កញ្ឆា,,"(botany) the plants Cannabis indica and Cannabis sativa.,",
កញ្ជនជៃ,,"(zoology) forest snakehead, a kind of carp (Channa lucius)",
កញ្ជើ,,basket,
កញ្ជះ,,(derogatory) slave; serf,
កញ្ជះ,,(derogatory) slavish,
កញ្ជ្រឹល,,measles,
កញ្ជ្រោង,,fox,
កញ្ញា,,"September, ខែកញ្ញា  ―  khae kaññaa  ―  (the month of)",
កដិពន្ធនាឡិកា,,time zone,
កដៃ,,(anatomy) wrist,
កណ្ដាប់,,"sheaf, bundle, bunch, handful, fistful",
កណ្ដាល,,"middle, center, earth (world of our current life, as",
កណ្ដាល,,Kandal (Cambodian province),
កណ្ដាល,,(locative) in the middle of,
កណ្ដាល,,"central, medium",
កណ្ដឹង,,(small) bell,
កណ្ដុរប្រែង,,rat,
កណ្ដូប,,grasshopper,
កណ្ដៀរ,,termite,
កណ្ដៀវ,,sickle; scythe,
កតញ្ញុតា,,gratitude,
កន្ទល់,,Alternative form of កុណ្ឌល (kondŭəl),
កន្ទុយ,,"queue, line",
កន្ទុយ,,classifier for dried split fish,
កន្លាស់,,"peg, pin, bolt; clasp, buckle, fastener",
កន្លុក,,"to attack, to assault",
កន្លះ,,"half a
ម៉ោងមួយកន្លះ  ―  maong muəy kɑnlah  ―  half past one o’clock",
កន្លះ,,"half
ទឹកកន្លះដប  ―  tɨk kɑnlah dɑɑp  ―  half a bottle of water",
កន្សោម,,(anatomy) gland,
កន្សោមកិរិយា,,(grammar) verb phrase,
កប៉ាល់,,"ship, (large) motorboat",
កប៉ាល់ចម្លង,,ferry,
កប៉ាល់ហោះ,,airplane,
កប៉ៅ,,bag,
កប៌ូរ,,camphor,
កប្បាស,,cotton,
កមល,,"lotus flower, (poetic) heart, feeling",
កម្ញី,,velvet; velour,
កម្ពុជ,,Alternative form of កម្ពុជា (kampuciə),
កម្ពុជា,,"Cambodia; Kampuchea, ប្រទេសកម្ពុជា  ―  prɑteeh kampuciə ",
កម្ពោជិក,,Cambodian; Khmer,
កម្មករនាវា,,sailor; crew member; worker on a ship,
កម្មការិនី,,female worker,
កម្មន្ត,,work; deed,
កម្មន្តសាល,,"factory, plant",
កម្មបទ,,(grammar) object,
កម្មវិធី,,"program; schedule, (computing) program, software, កម្មវិធីកុំព្យូទ័រ ",
កម្មសិទ្ធិ,,"property, possession, ownership",
កម្រៃ,,"gain, profit, benefit, earning, advantage",
កម្រោល,,Alternative form of កំរោល (kɑmraol),
កម្រោល,,Alternative form of កំរោល (kɑmraol),
កម្លាំង,,"power, strength, energy",
កម្សាន្ត,,Alternative form of កំសាន្ត (kɑmsaan),
ករ,,indicates the agent or doer of an action,
ករណី,,"instance, case, motive, reason, cause",
កល,,"trick, ruse, stratagem",
កលហ,,quarrel; conflict; fight,
កលាបនិយម,,fascism,
កវកាប្យ,,lichen,
កវី,,poet; writer; artist,
កវែង,,having a long neck,
កវែង,,(សត្វ~) giraffe,
កសាង,,to build,
កសិកម្ម,,agriculture,
កសិដ្ឋាន,,farm,
កសិណ,,"witness, proof, evidence",
កសិណសាក្សី,,witness,
កស្រូវ,,the section of stem just below the spike of a rice,
កាក,,"residue, refuse, dregs",
កាក,,crow,
កាក,,crow,
កាកបាទ,,"crow's foot or kakabat, a diacritic (៎) used in writing",
កាក់,,"tenth of a riel, Cambodian dime, coin, small change,",
កាក់,,"to detain, stop temporarily, to estimate",
កាក់,,"to detain, stop temporarily, to estimate",
កាចកោង,,"hooligan, thug",
កាដុងជី,,comrade,
កាណាដា,,Canada (a country in North America),
កាណូត,,"small motor-driven boat, small motorboat",
កាត,,"card, ID card",
កាត,,"used in the compound ប្រេងកាត (preing kaat, “petroleum”).,",
កាត,,"used in the compound ប្រេងកាត (preing kaat, “petroleum”).,",
កាត់,,"to cut, cut off, slice, slit, to divide, detach, to",
កាត់,,"shortened, abbreviated, of mixed blood, half-breed,",
កាត់,,"across, through",
កាត់,,briefly,
កាន់,,"to hold, carry in the hand, grasp, to control, be in",
កាន់,,"to, toward",
កាបូប,,"wallet, billfold, purse, bag",
កាបូបយួរ,,handbag,
កាប៊ុល,,Kabul (the capital city of Afghanistan),
កាប់វែរ,,Cape Verde (an archipelago and country in West Africa),
កាពិ,,"shrimp paste, fish paste",
កាព្យ,,"poetry, verse",
កាព្យ,,to rhyme,
កាមីញ៉ុង,,truck; lorry,
កាមេរូន,,Cameroon (a country in Africa),
កាយ,,human body,
កាយ,,"to scratch, to scrape",
កាយ,,"to scratch, to scrape",
កាយវិការ,,gesture,
ការ,,"nominalizer creating abstract nouns from verbs, also",
ការ,,"work, occupation, business, affair, matter, marriage,",
ការ,,"to wind (onto a bobbin or reel), to spin (silk), to",
ការ,,"to protect, defend, prevent",
ការ,,"to protect, defend, prevent",
ការកែទំរង់,,Abstract noun of កែទំរង់ (kae tumrŭəng): reform,
ការកំណត់,,"registration, recording, noting, determination",
ការក្បត់,,"Abstract noun of ក្បត់ (kbɑt): betrayal, treason",
ការក្រ,,Abstract noun of ក្រ (krɑɑ): poverty,
ការគក់ច្របាច់,,Abstract noun of គក់ច្របាច់ (kŭək crɑbac): massage,
ការឃោសនា,,"propaganda, advertising campaign, political campaign",
ការងារ,,"job, work",
ការចង់,,Abstract noun of ចង់ (cɑng),
ការចាប់ផ្ដើម,,Abstract noun of ចាប់ផ្ដើម (cap phdaəm),
ការឈឺចាប់,,pain,
