L2_orth,L2_ipa,L2_gloss,L2_etym
acixl,[ʔa³³tsʰz̠̩⁶⁶],(Yao'an) goat,
adaxl,[ʔa³³ta̠⁶⁶],(Yao'an) elder sister,
adoxl,[ʔa³³to̠⁶⁶],(Yao'an) fire,
ago,[ʔa³³ko³³],(Yao'an) elder brother,
ajjix,[ʔa³³dʒi̠⁴⁴],(Yao'an) water,
alcur,[ʔa⁵⁵tsʰz̩ʷ²¹],(Yao'an) thorn,
alker,[ʔa⁵⁵kʰɯ²¹],(Yao'an) smoke,
allur,[ʔa⁵⁵ɮɤ²¹],(Yao'an) pot,
almir,[ʔa⁵⁵mi²¹],(Yao'an) cat,
almiuxr,[ʔa⁵⁵mʲo̠ʔ²¹],(Yao'an) monkey,
alniaxr,[ʔa⁵⁵nʲa̠²¹ʔ],(Yao'an) water buffalo,
ama,[ʔa³³ma³³],"(Yao'an) mother, mom",
anei,[ʔa³³ne³³],(Yao'an) paternal grandmother,
aneipo,[ʔa³³ne³³pʰo³³],(Yao'an) maternal grandmother,
anol,[ʔa³³no⁵⁵],(Yao'an) dog,
arbbor,[ʔa²¹bo²¹],(Yao'an) father,
arbo,[ʔa²¹po³³],(Yao'an) paternal grandfather,
arpopo,[ʔa²¹pʰo³³pʰo³³],(Yao'an) maternal grandfather,
azzu,[ʔa³³dzz̩ʷ³³],(Yao'an) chopsticks,
baxr,[pa̠ʔ²¹],(Yao'an) breast,
baxrde,[pa̠ʔ²¹tə³³],(Yao'an) chair,
bbaer,[bæ²¹],(Yao'an) duck,
bbeix,[be̠⁴⁴],"(Yao'an) to say, to speak",
bber,[bɯ²¹],"(Yao'an) insect, bug",
bbi,[bi³³],(Yao'an) pus,
bbiu,[bʲo³³],(Yao'an) to fly,
bbiur,[bʲo²¹],(Yao'an) bee,
bbixr,[bi̠ʔ²¹],(Yao'an) taro,
bborji,[bo²¹tʃi³³],(Yao'an) cheek,
beizi,[pe³³tsz̩³³],(Yao'an) cup,
bexbex,[pɯ̠⁴⁴pɯ̠⁴⁴],(Yao'an) bat,
bol,[po⁵⁵],"(Yao'an, of animals) male",
ca,[tsʰa³³],(Yao'an) person; people,
capor,[tsʰa³³pʰo²¹],"(Yao'an) husband, (Yao'an) man (adult male)",
cei,[tsʰe³³],"(Yao'an) rice plant, paddy",
cexlyi,[tsʰə̠⁶⁶ʝi³³],(Yao'an) shirt,
daxlco,[ta̠⁶⁶tsʰo³³],(Yao'an) onion,
ddoleixr,[do³³ɮe̠ʔ²¹],(Yao'an) wing,
doxl,[to̠⁶⁶],(Yao'an) to light a fire,
giel,[kʲɛ⁵⁵],(Yao'an) sweat,
hax,[xa̠⁴⁴],(Yao'an) rat,
hhe,[ɣɯ³³],(Yao'an) bear,
hor,[xo²¹],(Yao'an) meat,
ji,[tʃi³³],(Yao'an) root,
jir,[tʃʲɛ²¹],(Yao'an) arrow,
jiur,[tʃʲo²¹],(Yao'an) busy,
kax,[kʰa̠⁴⁴],(Yao'an) village,
ker,[kʰɯ²¹],(Yao'an) to steal,
lazzar,[ɮa³³dza²¹],"(Yao'an) river, Synonym: lazzarmo",
leixrhher,[ɮe̠ʔ²¹ɣɯ²¹],(Yao'an) hand,
leixrni,[ɮe̠ʔ²¹ni³³],(Yao'an) finger,
leixrnimo,[ɮe̠ʔ²¹ni³³mo³³],(Yao'an) thumb,
lilbol,[ɮi⁵⁵po⁵⁵],(Yao'an) grandson,
lilmo,[ɮi⁵⁵mo³³],(Yao'an) granddaughter,
lo,[ɮo³³],(Yao'an) tongue,
lormomar,[ɮo²¹mo³³ma²¹],(Yao'an) tiger,
lozi,[ɮo³³tsz̩³³],(Yao'an) mule,
luldaddur,[ɮɤ⁵⁵ta³³dv̩²¹],(Yao'an) pants,
lur,[ɮɤ²¹],"(Yao'an) dragon, Synonym: lursae",
lursae,[ɮɤ²¹sæ³³],(Yao'an) dragon,
maerssor,[mæ²¹zo²¹],(Yao'an) wife,
me,[mɯ³³],(Yao'an) body hair,
me,[mɯ³³],(Yao'an) mushroom,
me,[mɯ³³],(Yao'an) mushroom,
meir,[me²¹],(Yao'an) mouth,
meixddur,[me̠⁴⁴dv̩²¹],(Yao'an) eye,
mer,[mɯ²¹],"(Yao'an) sky, heaven",
merni,[mɯ²¹ni³³],(Yao'an) sun,
mi,[mi³³],"(Yao'an) ground, land, dirt",
mo,[mo³³],(Yao'an) female,
mo,[mo³³],(Yao'an) bamboo,
mo,[mo³³],(Yao'an) bamboo,
mur,[mɤ²¹],(Yao'an) horse,
ngax,[ŋa̠⁴⁴],(Yao'an) bird,
ngol,[ŋo⁵⁵],(Yao'an) fish,
nimar,[ni³³ma²¹],(Yao'an) younger brother,
nimo,[ni³³mo³³],(Yao'an) younger sister,
niur,[nʲo²¹],"(Yao'an) cow, cattle",
nixmox,[ni̠⁴⁴mo̠⁴⁴],(Yao'an) heart,
nolba,[no⁵⁵pa³³],(Yao'an) ear,
nox,[no̠⁴⁴],"(Yao'an) bean, pea",
noxlbbex,[no̠⁶⁶bɯ̠⁴⁴],(Yao'an) nose,
olce,[ʔo⁵⁵tsʰə³³],(Yao'an) head hair,
olnoxr,[ʔo⁵⁵no̠ʔ²¹],(Yao'an) brain,
paer,[pʰæ²¹],(Yao'an) chaff,
peixl,[pʰe̠⁶⁶],(Yao'an) leaf,
pia,[pʰʲa³³],(Yao'an) clothes,
pirze,[pʰi²¹tsə³³],(Yao'an) thigh,
por,[pʰo²¹],"(Yao'an, of humans) male",
qiaxrmeix,[tʃʰʲa̠ʔ²¹me̠⁴⁴],(Yao'an) face,
qixnex,[tʃʰi̠⁴⁴nə̠⁴⁴],(Yao'an) shoe,
sae,[sæ³³],(Yao'an) snake,
seir,[se²¹],(Yao'an) liver,
seixl,[se̠⁶⁶],(Yao'an) breath,
ser,[sə²¹],(Yao'an) tooth,
silbbar,[sz̩⁵⁵ba²¹],(Yao'an) grass,
sser,[zə²¹],(Yao'an) to use,
ssixrmomar,[zz̩ʔ²¹mo³³ma²¹],(Yao'an) leopard,
ssor,[zo²¹],"(Yao'an) son, Synonym: albor",
ssormaer,[zo²¹mæ²¹],"(Yao'an) daughter, Synonym: allor, (Yao'an) woman (adult",
veixr,[ve̠ʔ²¹],(Yao'an) pig,
viveixr,[vi³³ve̠ʔ²¹],(Yao'an) leech,
vixlux,[vi̠⁴⁴ɮɤ̠⁴⁴],(Yao'an) flower,
vu,[vɤ³³],(Yao'an) intestines,
wor,[wo²¹],(Yao'an) snow,
worga,[wo²¹ka³³],(Yao'an) mountain,
