L2_orth,L2_ipa,L2_gloss,L2_etym
bo'o,,coyote,
boꞌo,,coyote (Canis latrans),
btyi,,dry,
camxa,,shirt,
catyá̱,,hammock,
chaꞌ,,word,
chaꞌcña̱,,Chatino (language),
chcubi,,basket,
choꞌ,,she,
chumi̱,,cat,
chuꞌ,,(transitive) be about to defecate,
chuꞌ,,white-nosed coati (Nasua narica),
chuꞌ,,white-nosed coati (Nasua narica),
cocu̱,,owl,
cooꞌ,,moon,
corelya,,opossum,
cualya,,fish,
cualya,,star,
cualya,,star,
cuatsiꞌ,,iguana,
cuaña̱,,snake,
cuaña̱ꞌ,,meat,
cueeꞌ,,crab,
cuiji,,skunk,
cuityeeꞌ,,ant,
cuityi̱ꞌ,,blind,
cuityi̱ꞌ,,louse,
cuityi̱ꞌ,,louse,
cuityiꞌ,,frog,
cuityu̱,,bee,
cui̱i̱,,bat,
cui̱i̱,,"advice, idea",
cui̱i̱,,loudly,
cui̱i̱,,"advice, idea",
cui̱i̱,,loudly,
cui̱i̱,,loudly,
cui̱ꞌ,,armadillo,
cuiꞌi̱,,spirit,
cuiꞌyu,,flea,
culexu,,zopilote,
cu̱u̱,,sweet potato,
cuꞌma̱,,macaw,
cñii,,"money, a bit (12.5 cents), tucua cñii ― 25 cents (literally,",
cñii,,spicy,
cñii,,spicy,
hitya,,water,
huru,,donkey,
jaaꞌ,,petate (mat),
Jloꞌo,,"Tataltepec (a town in Oaxaca, Mexico)",
laa,,church,
Londaꞌa,,Oaxaca City,
lti,,vine,
ltseꞌ,,tongue,
Ltsii,,"San Marcos Zacatepec (a town in Oaxaca, Mexico)",
ltya,,corncob,
miñiꞌ,,puppy,
mstru,,schoolteacher,
mxa,,(Christianity) Mass,
ncu̱,,turtle,
ndaa,,bean,
ndaꞌa̱,,"fresh ear of corn, elote",
nglaa,,peach,
nguata,,seed,
nguxi,,tomato,
ngüiyuꞌ,,spider,
nscuaꞌ,,corn,
parelya,,panela,
paxu,,peso,
payu̱,,rebozo,
quee,,stone,
quee,,flower,
quee,,flower,
quicheꞌ,,thorn,
quichi,,metate,
quityi̱,,feather,
quixu,,net,
quixú,,avocado,
quiꞌyu,,man,
saru,,Saturday,
saꞌba,,toad,
scuelya,,school,
Scui,,"Panixtlahuaca (a town in Oaxaca, Mexico)",
Scuꞌbe,,"Juquila (a town in Oaxaca, Mexico)",
smalyu,,hat,
stadu,,"soldier, state police",
staru,,Alternative form of stadu,
staꞌa̱,,river,
suꞌu̱,,hen,
tejeꞌ,,salt,
tintya,,"paint, ink, Synonym: tyaꞌa̱",
tiña̱ꞌ,,mouse,
tsa̱a̱,,day,
Tsoo,,"Lachao (a town in Oaxaca, Mexico)",
tyija,,tortilla,
tyijya̱,,bone,
tyixi,,sweet,
tyojo,,squash,
tyoo,,rain,
tyooꞌ,,agave,
tyuu,,adobe,
xaca,,wood,
xca̱a̱,,topil,
xcube,,egg,
Xtyu,,"Jamiltepec (a town in Oaxaca, Mexico)",
yaa,,nopal,
yaca,,tree,
yata,,"canal, ditch",
ycua,,atole,
yu,,he,
yusi̱i̱,,sand,
ña̱,,"comal, griddle",
