L2_orth,L2_ipa,L2_gloss,L2_etym
cảo,/kaːw³/,(Mường Bi) a fox (Vulpini),
chim,/cim¹/,(Mường Bi) bird,
chỉn,/cin³/,(Mường Bi) nine,
chữ,/cɨ⁴/,"alphabet, writing system, script, học chữ ― to learn",
con,,(Mường Bi) child,
con,,(Mường Bi) Indicates animals (including the human),
dã,/jaː⁴/,"(Sơn La dialect) paternal grandmother, (Mường Bi dialect)",
hàl,/haːl¹/,"(Mường Bi, cardinal numbers) two",
khảng,/kʰaːŋ³/,(Mường Bi) month,
khảu,/kʰaw³/,"(Mường Bi, cardinal numbers) six",
không,/kʰoŋ¹/,zero,
không,/kʰoŋ¹/,(Mường Bi) river,
không,/kʰoŋ¹/,(Mường Bi) river,
khảl,,(Mường Bi) a tiger (The mammal Panthera tigris),
khỏl,/kʰɔl³/,"(Mường Bi) a wolf, Synonym: chỏ khỏl",
lãi,,(Mường Bi) tongue,
mốch,/moc⁷/,(Mường Bi) one,
mưa,,(Mường Bi) rain,
mươl,,"(Mường Bi, cardinal numbers) ten",
mõl,,"a human being, Synonym: ngài, a group of population,",
mõl,,"Muong, thiểng Mõl ― the Muong language",
mồm,,"(Mường Bi, anatomy) a mouth",
mỗng,/moːŋ⁴/,"grandfather, father-in-law",
ngáp,,(Mường Bi) to yawn,
ngày,,"(Mường Bi) day, (Mường Bi) date, (Mường Bi) daytime",
nhỉm,,(Mường Bi) a porcupine,
nu,/nu¹/,(Mường Bi) brown,
nả,,(Mường Bi) he; him,
páy,/paj⁵/,"(Mường Bi, cardinal numbers) seven",
pổn,/pon³/,four,
quêl,/kwel¹/,"(Mường Bi) village, hamlet",
thảm,/tʰaːm³/,"(Mường Bi, cardinal numbers) eight",
thiểng,,"(Mường Bi) sound, (Mường Bi) language, (Mường Bi) voice",
thim,,(Mường Bi) lover,
té,,"(Mường Bi) to give birth to, (Mường Bi) to birth",
tấc,,"earth; soil; dirt, land",
đác,,water,
ọng,,to drink,
