L2_orth,L2_ipa,L2_gloss,L2_etym
अवकाश,,Devanagari form of 𑘀𑘪𑘎𑘰𑘫 (avakāśa),
असणे,,"to be, 1289, Kālvār Inscription 1.27:सासन छिपयिता रामु...असेsāsana",
आंख,,Devanagari script form of 𑘁𑘽𑘏 (“the axle of a chariot”),
आक,,Alternative form of आंख (āṃkha),
आगि,,Devanagari form of 𑘁𑘐𑘲 (āgī),
आठोळी,,"stone pit of a fruit
1290, ज्ञानेश्वर (Jñāneśvara), ज्ञानेश्वरी (Jñāneśvarī) १८ 18.२०४ 204:आवडतिये ही फळीं। असारें साली आठोळी।āvaḍatiye hī phaḷīṃ. asāreṃ sālī āṭhoḷī.",
आप,,water,
आह,,heat,
इंगळ,,Devanagari script form of 𑘃𑘽𑘐𑘯,
इखित,,Devanagari script form of 𑘃𑘏𑘲𑘝,
इखित,,Devanagari script form of 𑘃𑘏𑘲𑘝,
उकणे,,to vomit,
उखा,,"dawn, Synonym: सकाळ (sakāḷa)",
उजु,,straight,
उजु,,directly; in a straight manner,
उदास,,Devanagari form of 𑘄𑘟𑘰𑘭 (udāsa),
उदास,,Devanagari form of 𑘄𑘟𑘰𑘭 (udāsa),
उन्ह,,hot,
उपेग,,Devanagari script form of 𑘄𑘢𑘹𑘐,
कारण,,Devanagari script form of 𑘎𑘰𑘨𑘜,
कुहा,,a well,
चौक,,Devanagari form of 𑘓𑘼𑘎 (cauka),
जउ,,Devanagari script form of 𑘕𑘄,
जावाइ,,Devanagari script form of 𑘕𑘰𑘪𑘰𑘃,
जीभ,,tongue,
झिजणे,,Devanagari form of 𑘖𑘲𑘕𑘜𑘹 (jhījaṇe),
तान्ह,,thirst,
तृप्ती,,Devanagari script form of 𑘝𑘵𑘢𑘿𑘝𑘲,
देवो,,"god, deity, deva",
धुं,,smoke,
धुवा,,daughter,
धूळि,,Devanagari script form of 𑘠𑘳𑘯𑘲,
नडणे,,"to obstruct, to get in the way, 1290, ज्ञानेश्वर (Jñāneśvara),",
पेरुज,,turquoise,
प्रभा,,Devanagari script form of 𑘢𑘿𑘨𑘥𑘰,
प्राकृत,,"Devanagari script form of 𑘢𑘿𑘨𑘰𑘎𑘵𑘝 (“unrefined, rough, ordinary, low, vulgar”)",
प्राकृत,,Devanagari script form of 𑘢𑘿𑘨𑘰𑘎𑘵𑘝 (“common man”),
प्राकृत,,Devanagari script form of 𑘢𑘿𑘨𑘰𑘎𑘵𑘝,
बीं,,Devanagari script form of 𑘤𑘲𑘽,
बीज,,Devanagari script form of 𑘤𑘲𑘕,
भयें,,Devanagari script form of 𑘥𑘧𑘹𑘽 (“fear”),
भरणे,,Devanagari form of 𑘥𑘨𑘜𑘹 (bharaṇe),
भवै,,eyebrow,
भांबा,,"lustre, brilliance",
भाऊ,,Devanagari form of 𑘥𑘰𑘅 (bhāū),
मनुख्य,,Devanagari form of 𑘦𑘡𑘳𑘏𑘿𑘧 (manukhya),
मसण,,the cremation ground,
मात,,"conversation, talk, description, news, praise",
मानुस,,Devanagari form of 𑘦𑘰𑘡𑘳𑘭 (mānusa),
मेजणे,,"to count, measure",
मोडणे,,Devanagari form of 𑘦𑘻𑘚𑘜𑘹 (moḍaṇe),
मौ,,"soft, tender",
रंभा,,"dancing girl, whore, सेनान्हावी  (Sena Nhavi), अभंग",
रानी,,Devanagari form of 𑘨𑘰𑘡𑘲 (rānī),
रिकाम,,Devanagari form of 𑘨𑘱𑘎𑘰𑘦 (rikāma),
रित,,Devanagari form of 𑘨𑘱𑘝 (rita),
रिहस,,a bear,
रुतु,,season,
लब्धणे,,Devanagari script form of 𑘩𑘤𑘿𑘠𑘜𑘹,
वगत्र,,mouth,
वाळू,,Devanagari form of 𑘪𑘰𑘯𑘴 (vāḷū),
शोभणे,,Devanagari script form of 𑘫𑘻𑘥𑘜𑘹,
