L2_orth,L2_ipa,L2_gloss,L2_etym
baañ,,water,
bagarr,,shoulder,
baluth,,elbow,
berbert,,biceps,
dhalabi-gurn,,the internal area of the throat,
dharrak,,arm,
djalang,,tongue,
doo-mak,,uvula,
durn-durn,,brain,
durrp-durrp,,skull,
gaang,,nose,
gagul,,spittle,
galk,,bone,
gawang,,head,
Geboor,,Mount Macedon in Victoria,
gurborra,,koala,
gurn,,the front section of neck,
kandana,,"mouth, lips",
krakerap,,collar bone,
kravel,,wrist,
kurnagar,,(literally) top of a hill; spur; ridge,
liang,,tooth,
mali,,mallee,
marnang,,hand,
minyin,,forehead,
mirn,,eye,
mirring,,eye,
nang-ing-a-ta,,nape (back of the neck),
nanin,,back of the skull,
ngamudji,,white-skinned settler or man (in Australia),
ngamudji-gurrk,,white skinned settler or woman (in Australia),
ngarabul,,side suture of the skull,
ngargee,,(Bunurong) a gathering for celebration,
ngarrin,,beard,
ngurnduk,,chin,
wang,,cheek,
warring,,ear,
wirimbel,,ear,
won-gu-ruk,,armpit,
wurr-wurra-mirrang,,eyeball,
wurru-wurru,,sky,
yako,,yawn,
yarra,,hair,
yit-yita-mirring,,eyelash,
yundap,,forearm,
yurlendj,,intelligence,
yurt,,jaw,
