L2_orth,L2_ipa,L2_gloss,L2_etym
aka,,older brother or older sister.,
ama',,Father or any older male family member of the same age with Father.,
amama,,grandmother,
amomo,,grandfather,
amumu,,grandparents,
ana',,Mother or any older female family member of the same age with Mother.,
arak,,son,
avuvu,,grandfather,
bilu,,beer,
bin,,brother,
caha',,one,
hima,,five,
ililip,,younger brother,
kaipien,,ten,
karei,,Taiwanese indigenous peoples living in mountainous areas.,
kipa',,eight,
kito',,seven,
kuma,,the crowds,
kuma,,many (people),
kurai,,sister,
lom,,six,
maizan,,elders,
matuha,,nine,
mu',,woman,
paha',,four,
pinalang,,human being,
ruha,,two,
tamas,,elder,
tamlau,,good friend,
tasaan,,brother,
toho,,three,
vanwan,,Taiwanese indigenous peoples living in mountainous areas.,
