L2_orth,L2_ipa,L2_gloss,L2_etym
awaru,,horse,
bö,,"tail, penis",
mana,,Form of bö (utterance-medial variant),
ö,[ʔə],water (flowing),
öi,,Form of ö (utterance-medial variant),
ẽnẽ,,stone,
ẽtẽ,,Form of ẽnẽ (utterance-medial variant),
