L2_orth,L2_ipa,L2_gloss,L2_etym
kəɲes,,two,
ma,,"not, no; negative particle",
ndza,,eat,
pəɟu,,"mouse (animal), rat",
stoŋtso,,thousand,
tandzwi,,tusk,
tərna,,ear,
təʃna,,nose,
zlawa,,moon,
