L2_orth,L2_ipa,L2_gloss,L2_etym
babu,,father,
babui,,The child of a woman’s brother.,
bankirdi,,a type of spear,
barbarrnyungu,,bird,
batharra,,"budgerigar, Melopsittacus undulatus",
bidbagurra,,a type of spear,
binthi,,husband's sister (sister in law),
buthi,,cat (domesticated animal),
ganbarr,,spider,
gayii,,a blunt spear for training with,
gugurnjayi,,sheep,
gumirn,,mosquito,
gurriyarda,,a type of spear,
jami,,medicine,
jarburrungu,,"wedge-tailed eagle, Aquila audax",
jawi,,song,
jirrijirri,,"Willie wagtail, Rhipidura leucophrys",
juna,,kurdaitcha man,
maurndu,,a spear for fighting or administering punishment,
pawa,,water,
wanggarrwanarra,,"camel, Camelus dromedarius",
warbarra,,"a woomera, spearthrower",
wartirra,,(Aboriginal) woman,
wilgurdu,,a type of spear,
yarnkarra,,"brolga, Grus rubicunda",
yarungu,,"wife's sister, sister-in-law",
yirratharnangga,,shark,
