L2_orth,L2_ipa,L2_gloss,L2_etym
abhijñe,,higher knowledge.,
ak,,eye,
akāl,,wish,
asaṃkhye,,an incalculably long period of time,
ats,,"indeed, truly, (as an emphatic particle)",
aśi,,nun,
bodʰisattu,,"(Buddhism) a bodhisattva, Punyavanta Jataka[1], tsraṣṣuneyo",
ckācar,,daughter,
cmol,,birth,
cämp-,,"to be able to, can",
en-,,to instruct,
epe,,or,
eprer,,"sky, firmament, atmosphere",
es,,"shoulder, bough, limb (of a tree), branch of a particular",
i-,,to go,
kanweṃ,,knees,*kenwäi
klänk-,,to doubt,
klānk-,,to ride (in a wagon or other vehicle),
klāw-,,"to be called, be named",
ko,,cow,*gʷṓws
koṃ,,"sun, day",
kri,,will,*käryā-
kroṅśe,,bee,
ku,,dog,*ku
ku-,,"to pour, to offer a libation",*ǵʰew-
kukäl,,"wagon, cart",*kuk(ä)le
kulyp-,,"to desire, want",
kum-,,to come,*kʷäm-
kursär,,"vehicle, mile",
kus,,"who, what (interrogative)",
kwäl-,,to fail,
kwär-,,"to age, grow old",
käl-,,"to endure, bear",
kälp-,,"to find, locate",
kän-,,"to come to pass, come true, be realized",
känt,,hundred,
käntu,,"tongue, language",
kärs-,,"to know, understand, recognize",
käs-,,"(active) to extinguish, quench",
kät-,,"to strew, scatter, sow (seeds)",
käṣṣi,,teacher,
kñā-,,to know,
kārp-,,"to descend, come down, go down",
kāsu,,"good, pleasant",
kāsu,,well,
kātk-,,"to rejoice, be glad",
lip-,,"to remain, be left over",
lkwär,,"time, occasion",
lu,,animal,
lu-,,to send,
luk-,,to shine; to light (up); to illuminate,
lut-,,"to expel, drive out, banish",
läk-,,"to see, to look at, to catch sight of, to visit",*leǵ-
länk-,,"to hang, dangle",
lātk-,,to cut off,
maku,,"(anatomy) nails, fingernails",
malañ,,"(plural only) nose, cheek",
malke,,milk,*h₂melǵ-
mañ,,"moon, month",
mem,,"thought, thinking",
mācar,,mother,
māk,,"many, much, large",
māk,,very much,
mālk-,,to milk,
mālkā,,Alternative form of mālk-,
nakcu,,"last night, at night",
näṣ,,I,
nāk-,,"to condemn, reproach, scold",
okät,,eight,
or,,wood,
oṅk,/oŋk/,a man,
pe,,foot,
pik-,,to write,
plu-,,"to fly, soar",
poke,,arm,
por,,fire,*péh₂wr̥
pracar,,brother,
praṣt,,time,
putk-,,"to divide, separate",
päk-,,"to become ready for eating, i.e. cook, boil, ripen,",
päl-,,"to praise, commend",*bʰel-
pälsk-,,"to think about, consider",
pält,,"leaf, blade",*bʰl̥h₃-oto-
pär-,,"to bear (away), carry off, to take up, to wear",
pärs-,,to sprinkle,
pärsk-,,"to fear, be afraid",
pärwat,,first,*pä́rwë
pärwāṃ,,eyebrow,*h₃bʰrúHs
päñ,,five,
pācar,,father,
rtär,,red,*rätre
ru-,,to open,
rutk-,,"to remove, take off",
rāp-,,to dig,
sas,,one,
si-n-,,"to despair, be depressed",
smi-,,to smile,
su-,,to rain,
sälp-,,"(intransitive) to burn, be on fire, blaze",
sāk-,,"to stay, remain",
sāle,,salt,*séh₂ls
sāmudtär,,"ocean, sea",
tkaṃ,,"earth, ground",
tmäṣ,,thereupon,
tmāṃ,,"ten thousand, okät-tmāṃ ― eighty thousand",
tre,,three,
triw-,,"to be mixed, get mixed, mingle",
tsar,,hand,
tu,,you,
tunk,,love,
täl-,,"to lift, raise",
täm-,,to be born,
tänk-,,"to stop, check (transitive)",
tärk-,,"to let, allow, permit",
tärkär,,cloud,tarkär
tärm-,,"to be furious, angry",
vak,,voice,
wac,,"struggle, battle",
wak,,"voice, noise",
want,,wind,*w'entë
waṣt,,house,
we,,two,
wiki,,twenty,
wlāw-,,to control,
wmār,,"jewel, pearl",
wu,,two,
wäl,,king,
wälts,,thousand,
wäp-,,to weave,*wäp-
wär,,water,
wärk-,,to shear,
wärkänt,,wheel,
wärt,,forest,*wärtto
wäs,,gold,
wäs,,poison,
wäs,,poison,
wäs-,,to be dressed in; to wear,
wätk-,,"to separate, distinguish",
wāk-,,"to burst, split asunder",
wārp-,,to surround,
ymāräk,,quickly,
yok-,,to drink,
yokäm,,door,
ype,,land,
ysār,,blood,
ytār,,"road, way",
yuk,,horse,
yuk-,,"to conquer, defeat",
yäk-,,"to neglect, be careless about",
yär-,,to wash,
yät-,,"to decorate, adorn",
yā-,,"to go, travel, to lead, drive",
yāt-,,"to be able, be capable of, can",
ñom,,name,*h₁nómn̥
ñu,,nine,
ñu,,new,
ñu,,new,
ñuk,,I,
ājivik,,of noble birth,
āk,,zeal,*āk
āk-,,"to lead, drive",
āknats,,"foolish, stupid",
āknats,,fool,
ākär,,tear (drop of liquid from crying),
āl-,,"to hold back, restrain",
āle,,palm of the hand,
ālā-,,Alternative form of āl- (“to restrain”),
