L2_orth,L2_ipa,L2_gloss,L2_etym
bansa,,"the stem of a palm frond, a hook made with the stem",
bansa,,rib (curved bone extending from the spine),
bansa,,rib (curved bone extending from the spine),
bendê-panu,/bẽˈde ˈpanu/,butterfly (flying insect of the order Lepidoptera),
bobô,/boˈbo/,to carry a child on one’s back,
fyô,/ˈfjo/,a noiseless fart,
kapwele,/ka.pwɛ.ˈlɛ/,a trap used to capture bats,
koblo,[ˈkɔ.blɔ],snake; serpent,
kulukulu,/ˈkuluˈkulu/,"the smell of raw meat or fish, the smell of pregnant",
pitu-dochi,/ˈpitu ˈdɔʃi/,(music) a flute made of bamboo,
sôtchi-flima,[ˈsot͡ʃi fliˈma],"an old rite of passage into adulthood, during which a boy was flogged by his father’s friends",
tchiloli,/ˈt͡ʃi.lɔ.li/,a traditional cultural performance of São Tomé and,
