L2_orth,L2_ipa,L2_gloss,L2_etym
𑀅𑀕𑁆𑀕,,"beginning, top, front",
𑀅𑀯𑀭,,other,
𑀉𑀤𑁆𑀤,,"merman, a kind of fish, garment made out of its skin",
𑀓𑀝𑁆𑀞,,wood,
𑀓𑀫𑁆𑀫,,"work, labour, act, action, deed",
𑀔𑀸𑀭,,"saltiness, alkali",
𑀕𑁂𑀭𑀼𑀅,,red chalk,
𑀚𑀺𑀢𑁆𑀢,,"conquered, won, subdued",
𑀞𑀸𑀡,,place; position,
𑀢𑁂𑀮,,oil,
𑀥𑀼𑀯,,fixed,
𑀧𑀼𑀠𑀯𑀻,,earth,
𑀫𑀡𑁄𑀭𑀥,,"wish, desire",
𑀫𑀭𑀕𑀤,,emerald,
𑀫𑀼𑀝𑁆𑀞𑀺,,"the fist, Mṛcchakatika, Śūdraka Act 4[2][3],  […] 𑀯𑀺𑀡𑀺𑀳𑀺𑀤-𑀘𑀼𑀡𑁆𑀡-𑀫𑀼𑀝𑁆𑀞𑀺-𑀧𑀸𑀁𑀟𑀼𑀭𑀸𑀑",
𑀮𑁄𑀡,,salt,
𑀯𑀓𑁆𑀔𑀸𑀡,,"lecture, speech",
𑀲𑀭𑀽𑀯,,"handsome, beautiful",
