L2_orth,L2_ipa,L2_gloss,L2_etym
'acicim,,sour,
'acocol,,spinning top,
'ada,,enemy,
'adeteng,,sap (of a tree),
'adi,,rice crust; crust of cooked rice,
'adingo,,shadow,
'adipangpang,,butterfly,
'adipel,,wall; bamboo fence; twig fence,
'adiping,,cockscomb (of a rooster),
'afala,,(anatomy) shoulder,
'afar,,shrimp,
'ak'ak,,"crow
Synonym: palang",
'alem,,pangolin,
'ali,,sister-in-law,
'alic,,sparrow,
'alilis,,eagle,
'alo,,stream; creek; brook,
'alopaynay,,firefly,
'atay,,(anatomy) liver,
'atikak,,earthworm,
'atimela,,flea,
'atimla^,,flea,
'ayam,,bird; chicken,
'edef,,"to close (door, window)",
'edefen,,to shut; to close,
'emamosa,,(anatomy) pupil,
'o'ol,,frost,
'odal,,bee,
'ofad,,white hair,
'ofad,,ten thousand,
'okak,,(anatomy) bone,
'okoy,,cucumber,
'oner,,snake,
'ong'ong,,rice crust; crust of cooked rice,
'ongcoy,,rock; stone,
'oning,,dirt,
'orad,,rain,
'oway,,rattan,
aenem,,six people,
aol,,bamboo,
ariray,,"corn, maize",
cacelakan,,umbrella; parasol,
cahid,,cloud,
caki,,dustpan,
caloway,,convenient,
caracar,,lily (flower),
carofacof,,fog,
cascas,,waterfall,
cawka,,kitchen,
ca^ong,,forehead,
cecay,,one,
cedas,,flood,
cefang,,chapter; segment,
cekok,,to be startled; to be frightened,
cepi',,(anatomy) thigh,
cidal,,sun,
cifongohay,,wise; informed,
cifongohay,,wise man; man of wisdom,
ciko^,,elbow,
cila,,yesterday,
cilah,,salt,
cima,,(interrogative) who,
cinamalay,,train,
cinamlay,,train,
cinco,,pearl,
cingra,,he; she,
cirihadayay,,peaceful,
cirodisay,,(sea/lake) choppy; rough,
citinsiya,,bicycle,
ciwcika,,(Christianity) cross,
ciwciw,,chick; young chicken,
coco,/tsu.tsu/,(anatomy) breast,
coco^,,breast,
codad,,book,
codah,,brave,
cofay,,to turn back; to retrace,
cohel,,(anatomy) sweat,
cokap,,shoe,
cokor,,walking stick,
comikay,,to run; to jog,
comod,,to enter; to get into; to come inside,
congtong,,president (of a republic),
cowat,,to extend; to expand,
cowi',,any waterbird; waterfowl,
cukap,,shoe,
