L2_orth,L2_ipa,L2_gloss,L2_etym
-𐔰,,"Used to form dative of words.
‎𐔰𐕐𐔰𐕙𐕄𐔴𐔸 (ašarḳet, “disciple”) + ‎-𐔰 (-a) → ‎𐔰𐕐𐔰𐕙𐕄𐔴𐔸𐔰 (ašarḳeta, “to the disciple”)
‎𐕞𐕡𐕀𐕒𐕡𐕎 (üwxun, “kingship”) + ‎-𐔰 (-a) → ‎𐕞𐕡𐕀𐕒𐕡𐕎𐔰 (üwxuna, “to the kingship”)",
𐔰,[a],The first letter of the Caucasian Albanian alphabet. Transliterated as A.,
𐔰𐔰,,to know,
𐔰𐔰𐕎𐔰𐕒𐕡𐕎,,knowledge,
𐔰𐔺𐔵,,world,
-𐔰𐔾,,,
𐔰𐕅𐔴,,elder,
𐔰𐕊𐔰𐕌,,unleavened bread,
𐔰𐕍𐔰𐕓𐔼,,naked,
𐔰𐕍𐔰𐕓𐔼𐔴𐕎,,nakedness,
𐔰𐕎𐔲𐔴𐔾𐕒𐕚,,angel,
𐔰𐕐𐔰𐕙𐕄𐔴𐔸,,disciple,
𐔱,[b],The second letter of the Caucasian Albanian alphabet. Transliterated as B.,
𐔱𐔴𐔵𐔼,,my,
𐔱𐔴𐕐𐔼,,our,
𐔱𐔼𐕗,,four,
𐔱𐔼𐕣𐔼,,"white
𐕆𐔶 𐔴 𐔺𐔰𐔾 𐕒𐔺𐔰 𐔱𐔼𐕣𐔼 𐕀𐔰𐕐𐔰𐕎𐕣𐔴.hē e yal oya biki xašanke.His raiment was white as the light.",
𐔱𐕒𐕁𐕛𐔰𐕙,,censer,
𐔱𐕒𐕡,,mountain,
𐔱𐕒𐕡𐔾,,head,
𐔲,[ɡ],The third letter of the Caucasian Albanian alphabet. Transliterated as G.,
𐔲𐔰𐕙𐔰𐔵𐕌𐔰𐕎,,grave,
𐔲𐔴𐕆𐔴𐕎𐔰,,hell,
𐔲𐕈𐕇𐕒𐕡𐕎,,glory,
𐔲𐕒,,debt,
𐔳,[d],The fourth letter of the Caucasian Albanian alphabet. Transliterated as D.,
𐔳𐔰𐔼,,green,
𐔳𐔰𐔼𐔵𐔳𐔴,,gold,
𐔳𐔰𐔼𐔵𐔳𐔴𐔺𐔰,,"golden (color), something made from gold",
𐔳𐔰𐔼𐕀𐕒𐕡𐕎,,"marsh-meadow, rushes",
𐔳𐔰𐕀𐕜𐔰𐕄,,board (usually wood),
𐔳𐔰𐕛𐔼𐔸,,David (Biblical figure),
𐔳𐔴,,father,
𐔳𐔴𐕛,,Alternative form of 𐔳𐔴𐕡 (dew),
𐔳𐔴𐕡,,"devil, demon",
𐔳𐕒𐕡𐕙𐕒𐕡𐔳,,beam (used for making cross),
𐔴,[e],The fifth letter of the Caucasian Albanian alphabet. Transliterated as E.,
𐔴𐔺,,good,
𐔴𐔺𐕒𐕡𐕎,,goodness,
𐔴𐔾𐔼𐕐𐔰,,(biblical) Elisha,
𐔴𐔿𐔼,,new,
𐔴𐕐𐔰𐔺𐔰,,(biblical) Isaiah,
𐔵,[z],The sixth letter of the Caucasian Albanian alphabet. Transliterated as Z.,
𐔵𐕒𐕡,,"(first person singular) I, me",
𐔶,[eː],The seventh letter of the Caucasian Albanian alphabet. Transliterated as Ē.,
𐔶,[eː],Alternative form of  𐔴𐔺 (ey),
𐔷,[ʒ],The eighth letter of the Caucasian Albanian alphabet. Transliterated as Ž.,
𐔷𐔰𐕄,,chain,
𐔷𐔰𐕎,,(first person plural) we,
𐔸,[t],The ninth letter of the Caucasian Albanian alphabet. Transliterated as T.,
𐔸𐔰𐕙𐔲𐕒𐕡𐕌𐔰𐕎𐕒𐕡𐕎,,translation,
𐔸𐕈𐕀𐔰𐕎,,fig,
𐔸𐕒𐕡𐕙,,foot,
𐔹,[tɕʼ],The tenth letter of the Caucasian Albanian alphabet. Transliterated as Ć̣.,
𐔺,[j],The eleventh letter of the Caucasian Albanian alphabet. Transliterated as Y.,
𐔺𐔰𐔾,,"clothing, garment, robe
Bible, John 19.5:𐕊𐔴𐔱𐕈𐕆𐔶𐕎𐔴 𐔺̃𐕚 𐕊𐕒𐕆𐕒𐕠 𐔴𐕔𐔰𐕎𐕒𐔴𐕆𐔶 𐕢𐕒𐕡𐕚𐔰𐕄 𐕠𐔰𐕠𐕘𐕒𐕇𐕒𐕠 𐕒𐕡𐕎 𐔺𐔰𐔾 𐕊𐕒𐕊𐔰č̣ebåhēne ỹs č̣ohoc efanoehē pusaḳ cacġox̣oc un yal č̣oč̣aJesus came forth, and he was wearing the crown of thorns and the purple robe.",
𐔺𐔰𐕎𐕄𐔴,,"thus, so",
𐔺𐔴𐕐𐕒,,(biblical) Joshua,
𐔺𐔴𐕚𐕒𐕡𐕚,,(biblical) Jesus,
𐔻,[ʑ],The twelfth letter of the Caucasian Albanian alphabet. Transliterated as Ź.,
𐔼,[i],The thirteenth letter of the Caucasian Albanian alphabet. Transliterated as I.,
𐔼,[i],now,
𐔼𐕅,,word,
𐔼𐕅𐕒𐕡𐕇𐕆𐔴𐕖𐔰𐔾,,"messenger, Unknown, Bible, Luke (Manuscript Sin. Geo.",
𐔼𐕆𐕈𐔾,,cross,
𐔼𐕐𐕒𐕡,,"man, human, person, someone",
𐔼𐕣𐕞𐕡,,hair,
𐔽,[ʕ],The fourteenth letter of the Caucasian Albanian alphabet. Transliterated as ʕ.,
𐔽𐔼,,ear,
𐔽𐔼𐕌𐕒𐕡𐕀,,plural of 𐔽𐔼 (ˁi),
𐔾,[l],The fifteenth letter of the Caucasian Albanian alphabet. Transliterated as L.,
𐔿,[nʲ],The sixteenth letter of the Caucasian Albanian alphabet. Transliterated as N'.,
𐕀,[x],The 17th letter of the Caucasian Albanian alphabet. Transliterated as X.,
𐕀𐔰𐕅𐕒𐕡𐕌,,star,
𐕀𐔰𐕐,,light,
𐕀𐔰𐕐𐔱𐔼𐔺𐔴𐕚𐕒𐕡𐕎,,"to lighten, shine",
𐕀𐔰𐕐𐔼𐕎,,moon,
𐕀𐔴,,water,
𐕀𐔴𐕀𐔴𐕙,,saw,
𐕀𐔼𐔱,,three,
𐕀𐔼𐔽𐕒𐕡,,wife,
𐕀𐔼𐕎𐔰𐕙,,"daughter, girl",
𐕀𐕒𐔽𐔰𐕣,,heat,
𐕀𐕒𐕙𐔰𐕎,,tent,
𐕁,[dʲ],The 18th letter of the Caucasian Albanian alphabet. Transliterated as D'.,
𐕂,[tsˈ],The 19th letter of the Caucasian Albanian alphabet. Transliterated as C̣.,
𐕂𐔼𐕂𐔼𐕄,,flower,
