L2_orth,L2_ipa,L2_gloss,L2_etym
abaga,,(anatomy) shoulder,
abo,,"ash; the solid remains of a fire, tephra; volcanic",
abo,,cough,
abo,,to cough,
abo,,cough,
abo,,to cough,
abogado,,lawyer; attorney,
abrasa,,holding both hands as a sign of agreement or introduction.,
Abril,/abˈɾil/,April,
adal,,"To study.
Nag-aadal nin tataramon na BikolStudying Bicol language",
adalon,,"study something, Aadalon ko ini.I'm going to study",
aga,,morning,
agda,,to invite,
agimadmad,,consciousness,
agom,,spouse,
Agosto,,August,
agrangay,,grievance,
agrangay,,to complain,
agyat,,challenge,
agyat,,to challenge,
ahedres,,chess,
akboy,,To have one's arm over another's shoulder.,
aki,,child; kid,
aki,,"young; junior
Antonym: gurang",
alagaag,,dawn; daybreak,
alamat,,myth; legend,
alang,,dry,
alang,,dried fish,
Albay,/ʔalˈbai/,Albay (a province of the Philippines),
aldaw,/ʔalˈdau/,"sun, Synonym: saldang, (astronomy) day, rotational",
alibangbang,,dragonfly,
alimagyo,,"(said in anger) typhoon, storm
Synonym: bagyo",
alimantak,,"(anatomy, said in anger) head
Synonym: payo",
aloy,,termite (insect),
alpabeto,,alphabet,
alpog,,dust,
alpóg,,dust,
alsa,,to carry; to lift (something) and take it to another place; to transport (something) by lifting,
ama,/a.ˈmaʔ/,"father
Synonyms: papa, tatay, papay",
amay,,"early (in advance of the usual)
Synonym: (Albay) atab",
amigo,,"a male friend, (obsolete) an address to a male friend",
amihan,,northeast monsoon,
amo,,"(Naga) monkey
Synonym: (Legazpi) ukay",
amotong,,lockdown,
ampol,,"fleshy, apple-shaped growth inside a germinating coconut fruit",
amutong,,lockdown,
-an,,"a place where a large quantity of the thing meant by the root is put, planted, or can be found
‎basura (“trash”) + ‎-an → ‎basurahan (“trash can”)",
an,,"direct marker for all general nouns other than personal proper nouns
Nagdalagan an lalaki.The man ran.
Kinakan ng ikos an sira.The cat ate the fish.",
an,,"(dialectal) that, it (near the person spoken to, but away from the speaker)
Synonym: iyan",
anahaw,,the round-leaf fountain palm (Saribus rotundifolius),
anay,,termite,
anayon,,sow (female pig),
Ancheta,,"A  surname, from Basque​.",
andam,,"equipped, prepared, ready",
andam,,"to prepare
Synonym: preparar",
Andaya,,"A  surname, from Basque, the 224th most common surname",
angas,,bald,
anggot,,"(Naga) anger
Synonym: dagit",
anggot,,(Naga) to get angry,
anggot,,"(Naga) angry
Synonym: dagit",
angog,,(anatomy) forehead,
aninipot,,firefly,
anino,,shadow,
ano,/aˈno/,(interrogative) what,
anom,,six,
ansod,,"body odour, (of armpits)",
ansyas,,"to take a fighting stance
Synonym: biyaw",
antod,,the burning smell of rice,
apa,,ice cream cone,
apat,/a.ˈpat/,four,
apdo,,"gall; bile, (anatomy) gall bladder",
apelyido,,surname,
apo,,"ancestor, forefather, progenitor",
apod,,"way something is called
Ano'ng apod mo digdi?How do you call this?",
apod,,to call on a phone,
apog,,lime,
apos,,cigarette butt,
arado,,plough,
arado,,to plough,
arak,,"wine, liquor, alcoholic beverage",
aray,,ouch,
aray,,to ache,
arikurong,,eggshell,
arin,,(interrogative) which,
ariw,,soot,
arkitekto,,architect,
aro-aldaw,,daily,
arog,,to imitate,
arong,,mole (dark spot on the skin),
asadol,,(agricultural tool) hoe,
asang,,gills (of a fish),
asbp.,,Etc.; and the rest; and so forth.,
