L2_orth,L2_ipa,L2_gloss,L2_etym
baro,,"(Bugurdži, Crimea, Kosovo Arli, Macedonian Arli, Sepečides,",
baro,,"(Bugurdži, Macedonian Arli) adult, grown-up, (Crimea)",
dad,,"(Bugurdži, Crimea, Kosovo Arli, Macedonian Arli, Sofia",
das,,"(Bugurdži, Sofia Erli) gadjo (non-Romani person)
Synonym: gadžo",
gadžo,,"(Bugurdži, Macedonian Arli, Sofia Erli) gadje (non-Romani",
gažo,,Ursari form of gadžo (“gadje (non-Romani person)”),
gažo,,(Ursari) gadje,
kalo,,"(Bugurdži, Crimea, Kosovo Arli, Macedonian Arli, Sepečides,",
kalo,,(Macedonian Arli) blackness,
manuš,,"(Bugurdži, Crimea, Kosovo Arli, Macedonian Arli, Sofia",
melalo,,"(Bugurdži, Crimea, Kosovo Arli, Macedonian Arli, Sofia",
melalo,,(Sofia Erli) dirt,
pani,,"(Bugurdži, Crimea, Kosovo Arli, Macedonian Arli, Sepečides,",
papuša,,"(Ursari) puppet, doll",
phen,,"(Bugurdži, Crimea, Kosovo Arli, Sepečides, Sofia Erli,",
phral,,"(Bugurdži, Crimea, Kosovo Arli, Macedonian Arli, Sepečides,",phral
trušul,,"(Macedonian Arli, Sofia Erli, Ursari) cross, Synonyms:",
tume,,"(Crimea, Sofia Erli, Ursari) you pl",
