L2_orth,L2_ipa,L2_gloss,L2_etym
aba,,taro,
abak,,sleeping mat,
abang,,boat,
abbut,,hole; cave,
abigi,,(anatomy) shoulder,
abong,,(anatomy) top of head,
abuyog,,bumblebee,
adaw,,baby monkey,
adigi,,house post or pillar,
agatol,,small freshwater crab,
agay,,friend (a term of address used between friends of the same sex or with one's spouse or close relative),
agay,,an expression of surprise,
agden,,stairs,
agi,/a.ˈɡi/,bark cloth,
agom,,companion,
agradis,,(anatomy) thumb,
akuwang,,eagle,
alab,,(northern dialects) knee,
aladum,,clothes,
alayu,,pestle,
alebban,,bladder,
alegid,,old,
alemtak,,leech,
alibutag,,whirlpool,
alikansad,,faraway place,
alingabngab,,large deep hole in the ground; cave,
alinunu,,shadow,
alipep,,armpit,
alokinag,,earthworm,
along,,son (term of address for a male child),
alsap,,fog; mist,
aluyu,,sea wave,
amogud,,"forest, jungle, woods, remote area, mountains",
amoyu,,pet; domestic animal,
amtek,/ˈam.tɛk/,"large, red ant that bites",
amur,,dew,
anak,,child,
anggu,,plant with edible red berries,
angsu,,smell of urine,
anitu,,ghost,
annam,,six,
annipig,,scorpion,
anod,/a.ˈnod/,cloud flying in the sky,
anya,/ˈan.ya/,(interrogative) what,
apapet,,bitter melon,
apay,,(interrogative) why,
apgas,/ap.ˈɡas/,salt,
apon,,afternoon,
appat,,four,
aprad,,smell of urine,
arang,,gills (of a fish),
asang,/ˈa.saŋ/,daughter,
asngaw,,steam,
asok,,smoke,
asu,,dog (animal),
atakdug,,long in length,
attot,,fart,
babong,,grandmother,
bagikat,,bamboo coffin,
bagyo,,tropical cyclone,
banga,,cooking pot,
banoy,/ba.ˈnoj/,something used to shelter one from the rain,
basad,,sand,
bayus-bayus,,naked,
bebenad,,numbness,
bigu,,new,
bilakad,,rat,
bilu,,widow; widower,
binal,,small shark,
biton,,stone,
bitu,,stone,
bobog,,toy,
bongkas,,sow; large female pig,
budak,,flower,
bugit,,penis,
bugtong,,only child,
bukal,,kidney,
bukarot,,crocodile,
bukraw,,throat; front of neck,
bulan,,moon,
bulding,,blind person,
buli,,buttocks; anus; bottom (of a person or an object),
bulkan,,"volcano, hot spring",
bulos,,large river,
bulu,,bamboo,
bumuyot,,to run,
bunay,,egg,
buned,,tail (of an animal),
bunga,,fruit,
bungaw,,(anatomy) testicle,
bunong,,share; portion,
buntok,,head,
bunutan,,wild mango,
buray,,leftover; remainder; residue,
burog,,monkey,
butegal,,cyst; bump; lump; blister,
buybuy,,story,
dada,,"aunt
Synonym: manay",
daddadi,,very large,
daddakal,,parents,
dagel,,stupid; dumb,
dagga,,turtle,
daggung,,mucus,
dagum,,sewing needle,
dakal,,big; large,
daklat,,floor,
damili,,clay pot,
dangli,,"any rocky surface, man-made or natural",
daporan,,hearth; cooking place,
dekat,,rice cake,
dibbew,,top; surface,
digdig,,side; edge,
diget,,sea,
digi,,blood,
digu,,broth; sauce,
diklam,,raincloud,
dila,,(anatomy) tongue,
dilan,,road; path; trail,
dilenas,,"any rocky surface, man-made or natural",
dinom,,water,
dinum,,Alternative form of dinom,
disat,,high ground,
diyog,,bowl,
don,,leaf (of a plant),
donan,,plate for eating,
doong,,nose,
doyan,,hammock; cradle,
dumigi,,to bleed,
dungas,,nose,
duwa,,two,
duwapulu,,twenty,
ellayu,,pestle,
enabuyu,,alcohol,
enyanan,,placenta,
essa,,one,
gabbu,,mucus; head cold,
gabutung,,mucus,
gaddang,,skin,
gadduwa,,half,
gahut,,debt,
gakad,,rope,
gakgak,,crow,
gakos,,hug,
galambud,,carabao; water buffalo,
galampes,,carabao; water buffalo,
galot,,rope,
gammol,,person missing all teeth,
gangatan,,fire; flame,
garasib,,scissors,
gasa,,lung,
gidsal,,spear,
gilot,,rope,
gimay,,nit; young louse,
gisat,,breast of a woman,
gitting,,scissors,
giyak,,bark (of a dog),
golang,,orphan,
gotam,,generic name for ocean fish (word unknown to inland dialect speakers),
guhu,,dull knife used for digging,
gumahut,,to borrow money,
gumatang,,to buy,
gumisan,,to scoot over; to back up,
gumutap,,to dive into water,
gusok,,sternum; center of chest below breasts,
guwalab,,(southern dialects) knee,
habu,,honey,
