L2_orth,L2_ipa,L2_gloss,L2_etym
abun,,cloud (visible mass of water droplets suspended in the air),
agas,,sandfly (fly of Lutzomyia or Phlebotomus),
apuy,,fire (oxidation reaction),
asing,,(physiology) Urine (liquid excrement),
bidiek,,porcupine (large rodent),
bikasi,,to sneeze (sneezing reflex),
biniru,,gizzard (portion of the esophagus with ingested grit),
biowak,,monitor lizard (lizard of the genus Varanus),
biron,,otter (mammal),
bisa,,wet (of an object: covered with or impregnated with,
bisireh,,"leopard (a large wild cat with a spotted coat, Panthera pardus)",
bodu,,bald (having no hair),
bongam,,deaf (not hearing),
bosi,,"(physics, chemistry, metallurgy) iron (element)",
dipoh,,snake (legless reptile),
diya,,tortoise (land-dwelling reptile),
doot,,wild boar (Sus scrofa),
doyoh,,land (the part of Earth which is not covered by oceans or other bodies of water),
girogot,,silverfish (type of bristletail),
girongan,,rainbow (multicoloured arch in the sky),
gonan,,(anatomy) body (physical structure of a human or animal),
jan,,rain (condensed water from a cloud),
jumieh,,"dew (moisture in the air that settles on plants, etc)",
kaak,,crow (any bird of the genus Corvus),
kada,,bat (small flying mammal),
kaldei,,donkey (a domestic animal),
kangung,,to bark (to make a loud noise (dogs)),
kien,,fish (vertebrate animal),
kiliet,,eyelash (hair growing on the edge of an eyelid),
koning,,eyebrow (hair that grows over the bone ridge above,
kosuong,,dog (animal),
krokub,,cockle (any of various edible European bivalve mollusks),
kuning,,lightning (flash of light),
kuning,,lightning (Extremely fast or sudden),
kupang,,thigh (upper leg),
manuk,,bird (animal),
miriep,,hungry (affected by hunger; desirous of food),
mupus,,to hatch (to emerge from an egg),
musang,,civet (cat-like animal),
nang,,shrimp (decapod crustacean),
ngidiring,,"crosseyed (having both eyes oriented inward, especially involuntarily)",
nyogag,,replete (filled to bursting),
osuop,,(anatomy) lung (organ that extracts oxygen from the air),
otin,,(anatomy) liver (organ of the body),
otok,,(anatomy) brain (organ),
padang,,"field (land area free of woodland, cities, and towns;",
paning,,(anatomy) cheek (part of face),
pas,,squirrel (rodent),
piin,,water (clear liquid H₂O),
pirungang,,"mosquito (small flying insect of the family Culicidae, known for biting and sucking blood)",
pongan,,wild boar (Sus scrofa),
ponyu,,sea turtle (any turtle that inhabits oceans),
prigi,,well (hole sunk into the ground),
pungu,,hill (elevated location),
punguo,,nape (back part of the neck),
puruot,,fat (carrying a larger than normal amount of fat on one's body),
ribuoh,,eagle (Any of several large carnivorous birds in the family Accipitridae),
rigu,,skink (lizard),
rimota,,leech (annelid),
rimoung,,"panther (big cat of genus Panthera), tiger (The mammal",
rubuk,,grey hair (hair with the colour grey),
sikonang,,egg yolk (central part of an egg),
singa,,lion (big cat Panthera leo),
sobak,,wind (movement of air),
sumat,,sand (finely ground rock),
sungi,,river (large stream which drains a landmass),
sutung,,squid (sea animal),
taduh,,caterpillar (larva of a butterfly),
taji,,"spur (An appendage or spike pointing rearward, near the foot, for instance that of a rooster)",
tamung,,blowfish (fish),
tigaang,,(anatomy) flank (flesh between the last rib and the hip),
tigidig,,anthill (home of ants and termites),
tiposi,,Anabas terstudineus (a fish),
toin,,belly (abdomen),
tonyung,,(geography) cape (headland),
tonyuom,,clam (mollusc),
truping,,cockscomb (fleshy red crest of a rooster),
tura,,fly (insect of the family Muscidae),
utan,,forest (dense collection of trees),
