L2_orth,L2_ipa,L2_gloss,L2_etym
अक्ख,,(anatomy) eye,
अखबार,,newspaper,
अग्ग,,"fire, flame",
अते,,and,
अत्थरूं,,tear,
अम्ब,,mango,
आह,,yes,
इक,,one,
इट्ट,,brick,
उक्खली,,mortar (vessel used to grind ingredients),
उन्न,,wool,
ऐह्,,third-person proximal pronoun,
ओह्,,third-person distal pronoun,
कन्नै,,"marks the instrumental case: through, using, with",
कम्म,,work,
कान्नी,,pen,
केह्,,what,
घर,,house; home,
ङूठा,,(anatomy) thumb,
ञ्याणा,,"child, infant",
डोगरी,,Dogri (language),
दस्सना,,"to tell, to show",
दा,,of: genitive particle,
भाशा,,language,
भित्त,,door.,
मच्छी,,fish,
मैं,,I,
लिखना,,to write,
𑠀𑠊𑠹𑠋,,(anatomy) eye,
𑠀𑠌𑠹𑠌,,"fire, flame",
𑠀𑠢𑠹𑠠,,mango,
𑠁𑠝𑠬,,"Dogra form of आना (ānā, “anna (1/16 of an Indian rupee)”)",
𑠁𑠪,,yes,
𑠂𑠊,,one,
𑠂𑠔𑠹𑠔,,brick,
𑠄𑠝𑠹𑠝,,wool,
𑠍𑠤,,house; home,
𑠑𑠢𑠹𑠢𑠰,,Dogra form of जम्मू (jammū),
𑠙𑠦𑠮,,"Dogra form of तवी (tavī, “Tawi”)",
𑠡𑠬𑠧𑠬,,language,
