L2_orth,L2_ipa,L2_gloss,L2_etym
aer,,water,
asar,,to roast,
beta,,I first-person singular pronoun,
cake,,"to eat (said in anger), Kalu ale su cake jang bicara",
dangar,,"to hear, listen to, Ada dangar dia manyanyi sa. ― Just",
dangke,,"thank you, thanks",
dangsa,,to dance,
deng,/deŋ/,and,
deng,/deŋ/,with,
dia,,"he, she (3rd-person singular personal pronoun)",
dong,,they,
dorang,,they,
gula-gula,,candy,
ka,,"to, towards",
kapal,,ship (large water vessel),
kepeng,,"money, Kepeng ni par bali tata pung roko. ― This money",
lia,,"(intransitive) to see, (transitive) to look at, Beta",
makang,,"to eat, mari katong makang ― come let's eat, Synonym:",
mar,,but,
nama,,"name (word or phrase indicating a particular person,",
nona,,a young lady,
nyong,,a young man,
ose,,"you, Ose ada mo pi Mana? ― Where are you going?, Synonym:",
par,,"for, in order to, par bali roko ― in order to buy tobacco",
pi,/pi/,"(intransitive) to go, Beta pi ka bendar. ― I'm going",
pigi,,to go,
pung,/puŋ/,"(transitive) to have, di pung felem. ― he/she has a",
pung,/puŋ/,"a possessive particle, beta pung oto ― my car",
seng,,without,
totoruga,,turtle,
