L2_orth,L2_ipa,L2_gloss,L2_etym
koekchuch,,male-bodied person who dresses and lives as a woman,
°а’асх,,nest,
°касф,,axe,
°кзумх,,bumblebee,
°пакук,,chick,
°плаӽ,,big,
°стовал,,dwarf pine,
°сысал,,grass,
°туԓӽ,,"guest, visitor",
°ӄаӄор,,unripe berry,
°ӄниӈ,,"one, 1",
°ӄосӽ,,dog,
°ӄ’эӄ’әм,,rainbow,
°ӈэкԓном,,bedroom,
љаӈэ,,girl,
љэғэчӽ,,testicle,
љэԓк’о̆ч,,mouse,
љғи,,very,
А,,"The first letter of the Itelmen alphabet, written in the Cyrillic script.",
а'асх,,nest,
аʼӈичӽ,,long-tailed duck,
ањчпэс,,to teach,
айувай,,brain,
ам'ам,,depth,
ансэ'ԓкиԓӽ,,student,
ансэ’ԓкас,,to learn,
анэчпа'ԓкиԓӽ,,teacher,
анәс,,"scoop, bucket",
атном,,"town, village",
атхатх,,light,
атхлаӽ,,"bright, light",
ахԓэс,,"to collect, gather",
вач,,stone,
вэвэчӽ,,butterfly,
вэрэс,,juniper,
вэӄањԓ,,bear,
и,,water,
ивлаӽ,,"tall, long",
икәмљаӽ,,"short, small",
ипԓх,,friend,
исх,,father,
ич’,,birch,
иԓкэс,,to go,
иԓӄ,,soup,
йайар,,tambourine,
йайарчокас,,to hit a tambourine,
йайаӈ,,cloud,
йаӄйаӄ,,seagull,
йовай,,loon (bird),
йуӈйучӽ,,whale,
к'уфк'уф,,claw,
касӽ,,"two, 2",
каԓх,,arrow,
кист,,house,
киғ,,river,
коекчуч,,Cyrillic-script form of koekchuch.,
котлаӽ,,"large, wide, broad",
крвэԓхатас,,"language, speech, conversation",
ктхым,,"earth, ground",
ктӽӑм,,bone,
ктӽӑс,,"path, road, way",
куњлаӽ,,"small, short",
кувумнук,,"five, 5",
кукэч,,"pot, pan",
кэлвук,,"six, 6",
кэлмэкэл,,bird cherry,
кӈалос,,family,
кәзза,,you,
кәмма,,I,
кәпкәп,,tooth,
кԓфиӈлэ,,evening,
лахԓкэс,,to see,
лач,,sun,
лаӽсӽ,,mother,
лиӈч,,heart,
лу'вәл,,moustache,
луфԓич,,finger,
лэ’лум,,dew,
массу,,bear,
ма’,,where,
мињԓ,,"rabbit, hare",
мисхумисх,,swan,
мумвум,,wave,
мэм,,hut,
мӑсхт,,onion,
мәзвин,,our,
нанӄ,,(of animals) stomach,
нэскас,,to hunt,
овэс,,to kiss,
окнуч,,window,
оч’ало’,,"thousand, 1000",
пињԓфэс,,to finish,
понтапонт,,liver,
пәлал,,leaf,
пәлапәл,,leaf,
п’ахп’аӈ,,boiled fish,
п’эч,,child,
рсэ’н,,lungs,
рэвлан,,"hawk, falcon",
рэвнэ,,partridge,
слэч,,eagle,
сночӽ,,cloudberry,
снэʼн,,cloudberry,
соњԓкас,,"to live, dwell, reside",
соњԓэс,,life,
спәл,,wind,
стватэс,,"to step, tread",
сыс,,needle,
сыт,,belt,
сәмт,,"earth, land",
тамэс,,roof,
ткарвэл,,peace,
товасса,,"ten, 10",
ту’ус,,"hundred, 100",
тхунлаӽ,,dark,
тхәмрачӽ,,dugout,
тэмэс,,roof,
тӄми’ай,,wolverine,
тӑӽтӑӽ,,snowfall,
тӽаллес,,to eat,
тӽӑлтӽӑл,,meat,
уљљуљаӽ,,"small, little",
урваӄ,,shirt,
у’,,tree,
фағэӈ,,face,
фаԓч,,knife,
химԓх,,fire,
хк’әч,,hand,
хӑмԓх,,fat,
чʼувай,,a kind of salmon,
чʼучʼу,,salmon,
ча’актанак,,"nine, 9",
чиӈзлаӽ,,wicked,
чо’октунук,,"eight, 8",
чуфчуф,,rain,
ч’ач’алаӽ,,red,
ч’аӄ,,"four, 4",
ч’оӄ,,three,
ч’эном,,entrance,
этуктунук,,"seven, 7",
ғилкас,,drink,
ғилкэс,,to drink,
ғирник,,animal,
ӄ'эвлаӽ,,strong,
ӄомлоӄом,,bone marrow,
ӄос,,raindeer,
ӄтӽос,,"way, road, path",
ӄува,,trousers,
ӄыӽ,,sea,
ӄэвуӈӄэвуӈ,,cartilage,
ӄэк'ф,,Siberian salmon,
ӄ’ыӄ’,,airhole,
ӈачасӈачас,,smoke,
ӈыч,,wife,
ӈэйӈэ,,mountain,
әмпӽэс,,to cut (with a sharp tool),
әмч'ном,,mountain ash,
әнна,,"he, she, it",
әӈксх,,disease,
ӽанклэ,,winter,
ӽоља,,"youth, boy",
ӽу,,there,
ӽығнэ,,wolf,
ӽэвлыч,,fish head,
ӽэлаӈ,,name,
ӽэммэчӽ,,puppy,
ӽэнэкас,,"to say, talk",
ӽэӄэлаӽ,,bad,
ԓиӈч,,heart,
ԓиӈԓиӈ,,laugh,
ԓкзаном,,"trail, track, trace",
ԓнес,,to count,
ԓэмч,,island,
ԓӄас,,to be,
