L2_orth,L2_ipa,L2_gloss,L2_etym
เกือก,,shoe,
จังหู้,,a lot,
ชมพู่,,guava.,
ชิง,,Licuala palms,
ดีปรี,,chili,
ดีปลี,,"cayenne pepper, bird's eye chili, Capsicum annuum.",
ตู,,door.,
ถิม,,to stab; to prick; to pierce.,
นากา,,clock,
บาย,,well (in health); happy; comfortable.,
เบื้อง,,"tile, ceramics",
ม่าย,,used at the end of yes-no question,
ยัง,,to have,
ยานัด,,pineapple,
เล,,sea.,
หยีบ,,twenty,
หร่อย,,delicious,
หลาด,,market,
หลาว,,to tell (a story).,
แหลง,,to speak,
อาน,,sterile; barren (of animals),
