L2_orth,L2_ipa,L2_gloss,L2_etym
-al,,Romanization of -𐌀𐌋,
amaśilu,,Romanization of 𐌀𐌌𐌀𐌑𐌉𐌋𐌖,
-i,,Romanization of -𐌉,
iśos,,Romanization of 𐌉𐌑𐌏𐌔,
kośio,,Romanization of 𐌊𐌏𐌑𐌉𐌏,
pruiam,,Romanization of 𐌐𐌓𐌖𐌉𐌀𐌌,
tetu,,Romanization of 𐌕𐌄𐌕𐌖,
-ui,,Romanization of -𐌖𐌉,
uinom,,Romanization of 𐌖𐌉𐌍𐌏𐌌,
ulkos,,Romanization of 𐌖𐌋𐌊𐌏𐌔,
-𐌀𐌋,,used to form patronyms: son/daughter of,
𐌀𐌌𐌀𐌑𐌉𐌋𐌖,,"A male given name.
VB·2 Ornavasso:
𐌏𐌋𐌄𐌕𐌖 𐌀𐌌𐌀𐌑𐌉𐌋𐌖 𐌕 (oletu amaśilu t)",
-𐌉,,Ending of the genitive singular of o-stem nouns.,
𐌉𐌑𐌏𐌔,,"that one, the same, VA·6:, 𐌐𐌄𐌋𐌊𐌖𐌉 ⁝ 𐌐𐌓𐌖𐌉𐌀𐌌 ⁝ 𐌕𐌄𐌖 ⁝",
𐌊𐌏𐌑𐌉𐌏,,"A male given name, meaning ""guest"".",
𐌐𐌓𐌖𐌉𐌀𐌌,,"funerary construction, perhaps a grave, VA·6:, 𐌐𐌄𐌋𐌊𐌖𐌉",
𐌕𐌄𐌕𐌖,,"to give, CO·48:, 𐌖𐌅𐌀𐌌𐌏𐌊𐌏𐌆𐌉𐌔 ⁝ 𐌐𐌋𐌉𐌀𐌋𐌄𐌈𐌖 ⁝ 𐌖𐌅𐌋𐌕𐌉𐌀𐌖𐌉𐌏𐌐𐌏𐌔",
-𐌖𐌉,,Ending of the dative singular of o-stem nouns.,
𐌖𐌉𐌍𐌏𐌌,,"wine, VB·3.1:, 𐌋𐌀𐌕𐌖𐌌𐌀𐌓𐌖𐌉 ⁝ 𐌔𐌀𐌐𐌔𐌖𐌕𐌀𐌉 ⁝ 𐌐𐌄 ⁝ 𐌖𐌉𐌍𐌏𐌌 ⁝",
𐌖𐌋𐌊𐌏𐌔,,A male given name,
