L2_orth,L2_ipa,L2_gloss,L2_etym
achichi,,otter,
acoxa,,needle,
ahseli,,nit,
akatl,,reed,
atl,,water,
auacatl,,Tlaxpanaloyan spelling of awakatl,
awakatl,/aːwakatɬ/,(Acaxochitlán): avocado,
ayotochi,,armadillo,
cacaloxochitl,,(clarification of this definition is needed) A type,
cafen,,coffee (clarification of this definition is needed),
chicnautzin,,cacomistle,
choca,,"cry, weep",
chocolatl,,chocolate (clarification of this definition is needed),
cohuitl,,"tree, wood, firewood",
colanto,,coriander,
coxolihtli,,a kind of plant (Bocconia sp.) (clarification of this,
cuahcui,,To chop firewood.,
cuatl,,snake,
cuehtli,,skirt,
huatzap,,blackberry,
huetzitzili,,hummingbird,
huetzpali,,lizard,
huetztli,,spine,
huicsi,,ripen,
ichcatl,,cotton,
ichpocatl,,girl,
icocoliscuanaca,,cuckoo,
jambre,,"beehive, bee",
lama,,female,
lamahchichi,,bitch (female dog),
lamahtotoli,,"turkey hen, Synonym: totoli",
lihlic,,a kind of plant (Ceratozamia mexicana),
loahtero,,clown,
mapach,,raccoon (Procyon lotor),
mapachin,,raccoon,
masehuali,,"Indian, indigenous person",
masehualtic,,dark-skinned,
matlalsahuatl,,typhus,
metztli,,"moon, month, (possessed) period (menstruation)",
mexicatl,,Nahuatl,
miahuatototl,,lesser goldfinch (Spinus psaltria),
mistli,,Cat.,
nacatl,,meat,
necuatahtli,,plain chachalaca (Ortalis vetula),
neluatl,,root,
neluicac,,"sky, heaven",
nepantla,,midday,
nesahualistli,,fast (abstaining from food),
ocotzotl,,liquidambar,
ohtocani,,vagrant,
oquixchichi,,male dog,
ostotl,,cave,
pacahtli,,Crow.,
pachilel,,rooster,
paxtol,,shepherd,
pesohtli,,white-nosed coati (Nasua narica),
pioxo,,louse,
pipiloli,,earring,
pitzonacatl,,pork,
pitzotl,,pig,
polquihmetl,,maguey from which pulque is made,
sancudo,,mosquito,
sayolnecutli,,bee honey,
sitlali,,star,
sitlaltecuani,,Ocelot (Felis pardalis).,
soquiyo,,muddy,
soyatl,,palm tree,
tancax,,jumping pit viper (Atropoides nummifer),
tanchau,,fox,
techalotl,,squirrel,
tecolotl,,owl,
tecoloxochitl,,orchid,
tecuani,,Jaguar (Panthera onca).,
temasoli,,Toad.,
tencua,,Having a cleft lip; harelipped.,
teotl,,(Christianity) The sacramental host.,
tepamitl,,wall,
texiwitl,/teˈʃi.witɬ/,hail,
torito,,A kind of pit viper. (clarification of this definition,
tozanquimichi,,shrew,
tozanreal,,"lowland paca (Cuniculus paca), Synonym: tepetzcuintli",
tzinacatl,,bat,
xali,,sand,
xalxocotl,,"guava (fruit, Psidium guajava)",
xalyo,,sandy,
xapo,,soap,
xayacatl,,mask,
xipetz,,naked,
xochitl,/ʃoːtʃitɬ/,flower,
xocotl,/ʃoːkotɬ/,Apple.,
xompilelo,,Hat.,
xonoc,,a kind of tree (Heliocarpus sp.) (clarification of,
xopetz,,barefoot,
yahyahuili,,toy,
yalua,,yesterday,
yancuic,,new,
yayacachtli,,"rattle, Synonym: coyoli",
yehyecamalacatl,,whirlwind,
yepatl,,Skunk.,
yestli,,blood,
yetl,,bean,
yiyi,,three,
