L2_orth,L2_ipa,L2_gloss,L2_etym
apɨš,,body,
aŋal,,house,
a꞉ni,,ant,
ba꞉ćuk,,ammunition,
dayaʔ,,leaf,
daʔaw,,lake,
da꞉bal,,sagebrush,
da꞉daʔ,,bed,
dimeʔ,,water,
di꞉geš,,net,
guku꞉,,owl,
gušuʔ,,pet,
haŋa,,mouth,
kaŋa,,cave,
kꞌa꞉kꞌaʔ,,heron,
kꞌomol,,ball,
madukwawLu,,"sunflower
Synonym: šu꞉gil",
Melɨw,,belt,
memew,,rib,
me꞉hu,,boy,
mo꞉ko,,knee,
paćil,,pus,
si꞉su,,bird,
ta꞉gil,,knife,
tꞌa꞉gim,,pinenut,
tꞌa꞉tꞌat,,magpie,
wa꞉laš,,bread,
ćaćaʔ,,chin,
ćido꞉dokhu,,robin,
ŋawŋaŋ,,child,
šu꞉gil,,"sunflower
Synonym: madukwawLu",
ʔayɨs,,antelope,
