L2_orth,L2_ipa,L2_gloss,L2_etym
asakis,,dog,
asaáki,,(Skiri) dog,
awaahak,,"(Skiri Pawnee) to be an expanse, to be expansive (like plains or the sky)",
awaahaksu',,"(Skiri Pawnee) heavens, sky",
capaat,,(Skiri) woman,
Ctaacpara,,(Skiri) German woman,
eerit,,to see,
huúruhaahkaatiit,,(Skiri) dark blue flour corn,
kaáwiʾuʾ,,(Southband) arrowhead,
káciiki,,(South Band) fish,
kúsaat,,male-bodied person who lives and dresses as a woman,
pah,,moon,
pahaat,,red,
pahukstaritkaraakuʾ,,"(Skiri) squash blossom, squash flower",
paksáku,,"(Southband, Skiri) catfish",
paáʾus,,"(Southband, Skiri) crawfish",
pácuuʾuʾ,,(Southband) arrow quiver,
páhuks,,"(Skiri, Southband) squash, pumpkin",
pátki,,(Skiri) acorn,
pítku,,two,
raarawuh,,(Skiri Pawnee) fish,
raaruka'iitu',,(Skiri Pawnee) travois,
raawiiraahisu',,(Skiri Pawnee) warrior,
raruuku,,to sing,
Raruurawaahakstiisaaru,,"(Skiri Pawnee) A male given name, ""he who esteems the",
riikskípiriiruʾ,,"an ear of fresh, young, green corn",
rácahis,,(Southband) garfish,
ríkispahat,,(Skiri) red corn,
ríkistahkata,,(Skiri) yellow flint corn,
ríksuʾ,,(Southband) arrow,
rúskiriʾis,,(Skiri) Hubbard squash,
Taacpara,,(Skiri) German man,Dutchman
taaka',,white,
tatkiícuʾ,,corn stalk,
táhuuruʾ,,"(Southband, Skiri) arrowhead, flint projectile point",
ásku,,one,
áskuc,,"(Skiri, Southband) prairie dog, Cynomys ludovicianus",
