L2_orth,L2_ipa,L2_gloss,L2_etym
akaje,,tail,
ap,,man,
bikkalem,,moon,
dom,,mountain,
egela,,leaf,
idok,,fire,
ik,,water,
keap,,woman,
kelep,,stone,
mene,,dog,
mep,,blood,
mo,,mountain,
sokal,,star,
suwe,,cloud,
ul,,ash,
unu,,meat,
unuk,,name,
