L2_orth,L2_ipa,L2_gloss,L2_etym
¯,,"The supralinear stroke, placed over a syllabic consonant.",
ⲁ,,"The lower case letter alpha (ⲁ), the 1st letter of the Coptic alphabet.",
ⲁ,,indicates the affirmative past,
ⲁⲃⲃⲁ,,"(Sahidic, Bohairic, formal) Alternative form of ⲁⲡⲁ (apa)",
ⲁⲃⲱⲕ,,"(Sahidic, Bohairic, Fayyumic) raven",
ⲁⲃⲱⲛⲁϩ,,(Fayyumic) A male given name,
ⲁⲃⲣⲁⲥⲁⲝ,,(Old Coptic) Abrasax,
ⲁⲃⲟⲧ,,(Bohairic) month,
ⲁⲃⲁϫⲏⲓⲛⲓ,,(Bohairic) glass,
ⲁⲅⲅⲉⲗⲟⲥ,,"messenger, (Sahidic, Bohairic) angel, (usually winged)",
ⲁⲅⲁⲑⲟⲥ,,"(Sahidic, Bohairic) good",
ⲁⲅⲱⲛ,,"contest, race, (Christianity) struggle, tribulation",
ⲁⲅⲁⲡⲏ,,"(Sahidic, Bohairic) love, altruism, agape.",
ⲁⲅⲟⲣⲁ,,"(Sahidic, Bohairic) agora, marketplace and social hub,",
ⲁⲅⲣⲓⲡⲡⲓⲛⲟⲥ,,A male given name from Greek,
ⲁⲇⲟⲩⲣⲃⲁⲇⲁⲅⲁⲛ,,(Akhmimic) Azerbaijan (a country),
ⲁⲑⲱⲙ,/aˈtʰoːm/,"(Bohairic, Sahidic) Atum, the Egyptian god, A male",
ⲁⲑⲏⲛⲁ,,"(Sahidic) Athena, Greek goddess of war, battle tactics,",
Ⲁⲑⲩⲛⲁ,,"(Sahidic) Athena, Greek goddess of war, battle tactics,",
ⲁⲑⲏⲛⲟⲇⲱⲣⲟⲥ,,A male given name from Greek,
ⲁⲑⲏⲛⲛⲁⲥ,,Athens (the capital of Greece),
ⲁⲑⲁⲛⲁⲥⲓⲟⲥ,,A male given name from Greek,
ⲁⲑⲛⲁϩϯ,,(Bohairic) nonbelieving,
ⲁⲑⲱⲣ,,"(Bohairic) Hathor, the Egyptian goddess of joy, love,",
ⲁⲗⲟⲩ,,"(Sahidic, Akhmimic) pupil (eye), (Sahidic, Akhmimic)",
ⲁⲗⲟⲩ,,"(Bohairic, Fayyumic) child",
ⲁⲗⲃⲟⲩⲗⲃⲟⲩⲗ,,"(Bohairic, Sahidic) pepper",
ⲁⲗⲕⲓⲣⲓⲃⲉⲛ,,(Sahidic) Kairouan (a city in Tunisia),
ⲁⲗⲉⲕⲧⲱⲣ,,"(Bohairic) rooster, cock",
ⲁⲗⲗⲁ,,"but, rather (contrasting clauses or phrases)",
ⲁⲗⲟⲗⲓ,,(Bohairic) grape,
ⲁⲗⲱⲙ,,(Bohairic) cheese,
ⲁⲗⲉⲝⲁⲛⲇⲣⲓⲁ,,(Sahidic) Alexandria.,
ⲁⲗⲉⲝⲁⲛⲇⲣⲟⲥ,,"A male given name from Greek, equivalent to English",
ⲁⲗⲟϫ,/aˈlot͡ʃ/,(Bohairic) thigh,
ⲁⲗⲟϭ,,(Sahidic) thigh,
ⲁⲙⲁ,,(Sahidic) female equivalent of ⲁⲡⲁ (apa) (a title used,
ⲁⲙⲙⲱⲛ,,A male given name from Egyptian,
ⲁⲙⲏⲛ,,"(Bohairic) amen, indeed, truly, Coptic paschal hymn,",
ⲁⲙⲟⲩⲛ,,"(Bohairic) Amun, the hidden king of the Egyptian gods,",
ⲁⲙⲱⲛ,,"(Sahidic) Amun, the hidden king of the Egyptian gods,",
ⲁⲙⲓⲛⲁⲕⲟⲩ,,styrax,
ⲁⲙⲛⲧⲉ,,"(Sahidic) the afterlife;(underworld, purgatory, reincarnation, etc.)",
ⲁⲙⲉⲛϯ,,"(Bohairic) the afterlife;(underworld, purgatory, reincarnation, etc.)",
ⲁⲙⲓⲧⲱⲛ,,(Bohairic) China (a country),
ⲁⲙⲁϩⲓ,,(Bohairic) to lead,
ⲁⲛⲟⲩⲃ,,"(Bohairic) Anubis, the Egyptian god of mummification",
ⲁⲛⲇⲣⲟⲛⲓⲕⲟⲥ,,"A male given name from Greek, equivalent to English",
