L2_orth,L2_ipa,L2_gloss,L2_etym
baw,,pour,
biè,,goat,
bvulɛ̀w,,intestines,
bvùùkɛ,,nine,
bvúlè,,warthog (Phacochoerus africanus),
bwě,,dog (animal),
byàa,,leopard (Panthera pardus),
bíí,,fly,
bɔɔ́̄,,give birth,
bə́n,,swell,
ci,,strike,
cèm,,navel (belly button),
cùw,,rock hyrax (Procavia capensis),
cǎn,,tantalus monkey (Cercopithecus tantalus ),
diee,,name,
diuw,,mouth,
diɛmsɛ́n,,man,
dì-kfùù,,slender mongoose (Galerella sanguinea),
díjə,,eat,
díuu,,sun,
dòm,,pour,
dóm,,push,
dūŋ,,show,
fi-búw,,a large primate,
fi-nsɛ́sè,,louse,
fi-tene,,tree squirrel (Helioscurus gambianus),
fikuna,,bush duiker (Silvicapra grimmia),
fiɲíi,,bird,
fwefwe,,wind,
fán,,fear,
fì-kan,,squirrel (Euxerus erythropus),
fì-máánjii,,Cape genet (Genetta tigrina),
fì-nse,,wild cat (Felis sp),
fì-nyo,,knife,
fìŋ,,otter (Lutra maculicollis),
fùcɛ,,pour,
fə́ntʃántʃá,,stream,
fɛɛ́,,two,
fɛ́fə́,,blow,
gbwe,,fall,
gbwɛ́ŋ,,root,
ghan,,walk,
gvunè,,feather,
gwii,,dew,
gái,,say,
gée,,egg,
góo,,spear,
gôm,,want,
gûfə́,,pull,
jeù,,skin,
jisé,,eye,
jàŋ,,rain,
jám,,suck,
jè,,path,
jèm,,war,
jèŋ,,hunger,
jém,,sing,
jòò,,water,
jó,,hear,
jú,,kill,
jɛ́n,,see,
kawè,,claw,
ke-báŋ,,bark,
ke-bɛwɛ̂,,wing (a part of an animal),
ke-jinɛ̀,,civet cat (Civettictis civetta),
ke-léém,,fruit bat (Rousettus aegyptiacus),
ke-mbá,,leaf,
ke-mbɛ̂ù,,cloud,
ke-te,,tree,
ke-tóŋ,,horn,
ke-ŋkántɛ̀,,claw,
kebuy,,leave,
kegé,,tooth,
ketú,,ear,
kfune,,strike,
kfùù,,rope,
kpwee,,moon,
kpwen,,firewood,
kpwòòn,,woman,
kpə,,die,
kám,,squeeze,
kásé,,pour,
kè-bóŋààlé,,tortoise,
kè-gúŋ,,baboon (Papio anubis),
kè-ndòŋ,,neck,
kè-ntuŋtúŋ,,ear,
kè-yòò,,elephant (Loxodonta africana),
kè-ɲì,,butt,
kíjɛ́,,know,
kə́thʌ́,,iron,
lemé,,tongue,
lúm,,bite,
lə̄m,,cultivate,
lɛn,,walk,
mbenè,,breast,
mgbwey,,dew,
monjaàm,,urine,
monshɛ́ɛm,,sand,
ndíé,,nose,
nfúún,,leaf,
njiìm,,smoke,
njá,,give,
nshɛ,,ground,
nyàmfɛ̂w,,porcupine (Hystrix cristata),
nyàŋ,,eight,
nyɛw,,strike,
nɛ,,leave,
soshuîy,,seven,
sotʃààn,,six,
suŋ,,strike,
sánə́,,split,
taan,,ash,
teè,,belly,
tfuw,,pour,
tin,,five,
táŋ,,count,
tó,,come,
tón,,burn,
túm,,send,
tɛ,,three,
tʃóŋ,,steal,
tʃùkɛ̀,,wash,
tʃúí,,spit,
wan,,child,
weè,,human,
wvún,,tail,
wú,,drink,
yew,,house,
yeŋ,,leg,
yo,,snake,
yuufè,,ten,
yvuw,,hair,
yá,,leave,
yèlé,,pour,
yìi,,a black and white monkey,
yɛ̌,,buffalo (Syncerus caffer),
ŋgebàŋ,,red monkey (Erythrocebus patas),
ŋgvùfé,,serval (Felis serval),
ŋgúy,,fire,
ŋkaw,,salt,
ŋkpweŋkpeŋ,,arm/hand,
ŋkìándaa,,senegal galago (Galago senegalensis),
ɗi,,bury,
ɛ-kufɛ,,bone,
ɛbulɛ,,sky,
ɛfom,,fat,
ɛkalɛ,,foot,
ɛkolɛ,,head,
ɛlɛmɛ́,,blood,
ɛntàŋ,,night,
ɛten'yɛ,,knife,
ɛŋkantɛ̀,,nail (of a hand),
ɛ̀fá,,head,
ɣáúkɛ́n,,vomit,
ɲàm,,animal,
