L2_orth,L2_ipa,L2_gloss,L2_etym
А,,"The first letter of the Archi alphabet, written in the Cyrillic script.",
бархъ,,sun,
бац,,"moon, month",
баӏкӏ,,ram (male sheep older than a year),
гьаӏтыра,,river,
гьоти,,grass,
дошдур,,sister,
дунил,,"the world, sky, weather",
къурас,,to dry out,
ллъо,/ʟ̝̊ːo/,five,
ллъон,/ʟ̝̊ːon/,five (when counting sheep),
ллъоннол,,Alternative form of лъоннол,
лур,/lur/,eye,
лъан,/ʟ̝̊ːan/,water,
лъат,/ʟ̝̊at̪/,sea,
лъоннол,/ʟ̝̊ːon.ˈnol/,woman,
мац,/mat̪͡s̪/,tongue,
накъв,,"earth, land, ground",
ос,,one,
ушду,/úʃdu/,brother,
ххьӏоло́шхъӏан,/χːˤolóʃqˤan/,star,
хъаз,,goose,
хъанч,/qant͡ʃ/,(Christian) cross,
чӏат,/t͡ʃʼat̪/,word,
