L2_orth,L2_ipa,L2_gloss,L2_etym
खा,,to go,
गोमो,,brother-in-law,
ङि,,"I, first person singular",
छिसे,,"if, say, what if, suppose",
नत्रछिसे,,otherwise,
भाका,,rice,
मेह्रे,,girl,
स्कूल,,school,
हामिछिसे,,because,
होला,,probably,
