L2_orth,L2_ipa,L2_gloss,L2_etym
𐊠,,A letter of the Carian alphabet.,
𐊡,,A letter of the Carian alphabet.,
𐊢,,A letter of the Carian alphabet.,
𐊣,,A letter of the Carian alphabet.,
𐊤,,A letter of the Carian alphabet.,
𐊥,,A letter of the Carian alphabet.,
𐊦,,A letter of the Carian alphabet.,
𐊧,,A letter of the Carian alphabet.,
𐊨,,A letter of the Carian alphabet.,
𐊩,,A letter of the Carian alphabet.,
𐊪,,A letter of the Carian alphabet.,
𐊫,,A letter of the Carian alphabet.,
𐊬,,A letter of the Carian alphabet.,
𐊭,,A letter of the Carian alphabet.,
𐊮,,A letter of the Carian alphabet.,
𐊯,,A letter of the Carian alphabet.,
𐊰,,A letter of the Carian alphabet.,
𐊱,,A letter of the Carian alphabet.,
𐊲,,A letter of the Carian alphabet.,
𐊲𐊼,,"I, me",
𐊳,,A letter of the Carian alphabet.,
𐊴,,A letter of the Carian alphabet.,
𐊵,,A letter of the Carian alphabet.,
𐊶,,A letter of the Carian alphabet.,
𐊷,,A letter of the Carian alphabet.,
𐊸,,A letter of the Carian alphabet.,
𐊹,,A letter of the Carian alphabet.,
𐊺,,A letter of the Carian alphabet.,
𐊻,,A letter of the Carian alphabet.,
𐊼,,A letter of the Carian alphabet.,
𐊽,,A letter of the Carian alphabet.,
𐊾,,A letter of the Carian alphabet.,
𐊿,,A letter of the Carian alphabet.,
𐋀,,A letter of the Carian alphabet.,
𐋁,,A letter of the Carian alphabet.,
𐋂,,A letter of the Carian alphabet.,
𐋃,,A letter of the Carian alphabet.,
𐋄,,A letter of the Carian alphabet.,
𐋅,,A letter of the Carian alphabet.,
𐋆,,A letter of the Carian alphabet.,
𐋇,,A letter of the Carian alphabet.,
𐋈,,A letter of the Carian alphabet.,
𐋉,,A letter of the Carian alphabet.,
𐋊,,A letter of the Carian alphabet.,
𐋋,,A letter of the Carian alphabet.,
𐋌,,A letter of the Carian alphabet.,
𐋍,,A letter of the Carian alphabet.,
𐋎,,A letter of the Carian alphabet.,
𐋏,,A letter of the Carian alphabet.,
𐋐,,A letter of the Carian alphabet.,
