L2_orth,L2_ipa,L2_gloss,L2_etym
'nane,/nɛːn/,Alternative form of unnane,
A,,"The first letter of the Manx alphabet, written in the Latin script.",
aa-,,"re-, second, ex-, retired",
aa-aase,,to regrow,
aa-aase,,"verbal noun of aa-aase, second growth",
aa-aght,,(law) to reenact,
aa-aghtey,,verbal noun of aa-aght,
aa-arm,,"to rearm, recommission, refit",
aa-armal,,verbal noun of aa-arm,
aa-assphurtaghey,,verbal noun of aa-assphurtee,
aa-assphurtal,,reexport,
aa-assphurtee,,to reexport,
aachaarjaghey,,verbal noun of aachaarjee,
aachaarjee,,to reconcile,
aachaarjeyder,,conciliator,
aachaarjys,,"conciliation, reconciliation",
aachaggey,,re-encounter,
aachaignagh,,ruminant,
aachaignagh,,ruminant,
aachappeeys,,recapture,
aachaptan,,(military) lieutenant,
aachaptanys,,(military) lieutenancy,
aachass,,"to inflect, to screw back",
aachassey,,verbal noun of aachass,
aachasseydagh,,(mathematics) inflexional,
aachassid,,recrimination,
aacheau,,(of firearm) to repeat,
aacheau,,(of firearm) repeating,
aacheimnaghey,,verbal noun of aacheimnee,
aacheimnee,,to recapitulate,
aaçhent,,to flash back,
aaçhentyn,,verbal noun of aaçhent,
aacheoid,,(pathology) rheumatism,
aacheoidagh,,"rheumatic, rheumatoid",
aacheoidaghey,,making rheumatic,
aachernyl,,(military) lieutenant colonel,
aacheyllaghey,,reforestation,
aachiadd,,to renew,
aachiaddey,,verbal noun of aachiadd,
aachiangley,,verbal noun of aachiangle,
aachiartaghey,,verbal noun of aachiartee,
aachione,,(grammar) complement,
aachlannaghey,,verbal noun of aachlann,
aachliaght,,"to reaccustom, (with rish) to recondition",
aachluinn,,to rehear,
aachoard,,"to reconcile, reunite",
aachoardail,,verbal noun of aachoard,
aachouyral,,verbal noun of aachouyr,
aachouyreyder,,restorer,
aachrackan,,veneer,
aachreck,,to resell,
aachreck,,"verbal noun of aachreck, resale",
aachreeley,,"repeat, retransmission",
aachroo,,"to retrace (history, etc.), recreate, to reform",
aachroo,,"verbal noun of aachroo, restoration",
aachrooagh,,"restorative, Synonyms: aalaanee, aahroggalagh, avioghee,",
aachrootagh,,reformer,
aachruinnaghey,,verbal noun of aachruinnee,
aachruinnee,,reassemble (as people),
aachuirrey,,verbal noun of aachuirr,
aachuirrit,,past participle of aachuirr,
aachuirrit,,reinvited,
aachum,,"to renew, to remodel, renovate, to reconstitute, to",
aachummey,,verbal noun of aachum,
aachummeyder,,"adapter (person), reformer",
aachur,,(law) to remand,
aachur,,"verbal noun of aachur, (law) remand",
aadjin,,gorse,
aa-eaisht,,(with rish) to rehear,
aa-eaishtagh,,verbal noun of aa-eaisht,
aa-eaysley,,(religion) redemption,
aa-eeck,,to reimburse,
aa-eeck,,"verbal noun of aa-eeck, reimbursement, indemnity",
aa-eeckit,,past participle of aa-eeck,
aa-eeckit,,repaid,
aa-enmys,,to redirect,
aa-enmys,,verbal noun of aa-enmys,
aa-enmyssey,,verbal noun of aa-enmys,
aa-eyshtey,,verbal noun of aa-eysht,
aafaillaghey,,verbal noun of aafaillee,
aafeyshtey,,verbal noun of aafeysht,
aafill,,"(intransitive) to evolve, Synonym: tar gy-kione",
aafilley,,"verbal noun of aafill (“evolve”), evolution",
aafilltagh,,recurring,
aafoad,,"to rekindle, relight (of fire)",
aafoaddey,,verbal noun of aafoad,
aaghaah,,redye,
aaghaal,,(mining) afterdamp,
aaghaelgaghey,,verbal noun of aaghaelgee,
aaghaelgee,,to re-Gaelicize,
aaghaer,,physical agony,
aaghaeragh,,"agonizing, Synonyms: angaaishagh, ard-phianjagh",
aagheddyn,,recovery,
aagherr,,"(transitive) shorten, Synonym: jean giare",
aagherr,,"(transitive) abbreviate, Synonyms: girree, giar, jean",
aagherraghey,,verbal noun of aagherr,
aagherrey,,verbal noun of aagherr,
aagherrid,,"abbreviation, shortcut, epitome",
aagherrit,,past participle of aagherr,
aagherrit,,abbreviated,
aagherrym,,verbal noun of aagherr,
aagherrymagh,,repealer,
aaghien,,to regenerate,
aaghiennaghtagh,,"regenerating, Synonym: foaysagh",
aaghiennaghtyn,,verbal noun of aaghien,
aaghienneyder,,regenerator,
aaghiennit,,past participle of aaghien,
aaghiennit,,regenerated,
aaghineraal,,(military) Lieutenant General,
aaghiunid,,shallowness,
aaghlack,,(cinematography) to retake,
aaghlackey,,verbal noun of aaghlack,
aaghleaysheyder,,tonic,
aaghlen,,very pure,
aaghlen,,"to refine, purify",
aaghlenney,,verbal noun of aaghlen,
aaghlenneyder,,"refinery, refiner, purist",
aaghlennid,,purity,
aaghoaill,,recapture,
aaghoghan,,(medicine) relapse,
aaghooble,,"(card games, etc.) to redouble",
aaghoobley,,verbal noun of aaghooble,
aaghooghys,,throwback; atavism,
aaghooghyssagh,,"reversionary, atavistic",
aaghooin,,reclose,
aaghooisht,,reawaken,
aaghoon,,Alternative form of aaghooin,
aaghooney,,verbal noun of aaghooin,
aaghoostey,,verbal noun of aaghooisht,
aaghowin,,shallow,
aaghreaght,,to redraft,
aaghreaghtal,,verbal noun of aaghreaght,
aaghreesaghey,,verbal noun of aaghreesee,
aaghreesee,,"(of passion, etc.) to rekindle, re-excite",
aaghreeshaghey,,verbal noun of aaghreesaghey,
aaght,,"board, lodging, digs, accommodation, (of animal) covert,",
aaght,,"lodge, shelter",
aaghtaghey,,verbal noun of aaght,
aaghtee,,"accommodate, lodge",
aaghtee,,lodger,
aaghtee,,lodger,
aaghtey,,verbal noun of aaghtee,
aaghtit,,past participle of aaght,
aaghtit,,lodged,
aah,,(geography) ford,
aahaggil,,reassemble (as people),
aahagh,,"(of a body of water) fordable, Synonym: aahoil, Antonyms:",
aahaghyr,,to recur,
aahaghyrt,,verbal noun of aahaghyr,
aahaghyrtagh,,recurrent,
aahaglym,,verbal noun of aahaggil,
aahannid,,three-year-old sheep,
aahassooagh,,resistant,
aa-hayrn,,Alternative form of aahayrn,
aa-hayrn,,Alternative form of aahayrn,
aahayrn,,"redraw (as picture), reproduce",
aahayrn,,"verbal noun of aahayrn, reproduction",
aaheean,,"(intransitive) resound, reverberate",
aaheeanagh,,resounding,
aaheeaney,,verbal noun of aaheean,
aaheel,,redistill,
aaheeley,,verbal noun of aaheel,
aaheelit,,past participle of aaheel,
aaheelit,,refined,
aaheiy,,"reelect, reshuffle",
aaheiy,,"verbal noun of aaheiy, reelection, reshuffle",
aahellooderys,,repossession,
aahickyraghey,,verbal noun of aahickyree,
aahickyree,,to reassert,
aa-hidey,,counter-tide,
aahidey,,Alternative form of aa-hidey,
aa-hidoor,,"(military) ex-serviceman, Synonym: shenn hidoor",
aahidoor,,Alternative form of aa-hidoor (“ex-serviceman”),
aahilg,,(metallurgy) to recast,
aahilgey,,verbal noun of aahilg,
aahilley,,"second sight, Ta aahilley eck., She is clairvoyant.",
aahiow,,to reheat,
aahiow,,verbal noun of aahiow,
aahirr,,research,
aahirrey,,verbal noun of aahirr,
aahirreyder,,researcher,
aahoil,,(of a body of water) fordable,
aahoilshey,,reflection,
aahollys,,afterglow,
aahoshee,,"to restart, resume, recommence",
aahoshiaghey,,verbal noun of aahoshee,
aahrimmid,,back pressure,
aahrog,,"to rebuild, to resurrect",
aahroggal,,verbal noun of aahrog,
aahroggalagh,,"reconstituent, restorative, Synonyms: aalaanee, avioghee,",
aahroggeyder,,rebuilder,
aahuitt,,(medicine) relapse,
aahuittym,,verbal noun of aahuitt,
aahuittymagh,,"recidivist, Synonym: cooyl-skyrraghtagh",
aa-illtagh,,(grammar) reflexive,
aa-illtagh,,(grammar) reflexive,
aa-insh,,"to iterate, to paraphrase, Synonym: cur aainsh er",
aa-insh,,"verbal noun of aa-insh, iteration, rehearsal",
aainshagh,,paraphrastic,
aa-irree,,resurrection,
aalagh,,"young (of animals), farrow",
aalaue,,secondhand,
aalettyragh,,alliterative,
aalettyraghey,,verbal noun of aalettyree,
aalettyraghys,,alliteration,
aalettyree,,to alliterate,
aalhaih,,"to read over, peruse",
aalhaih,,"verbal noun of aalhaih, perusal",
aalheim,,to rebound,
aalheim,,rebound,
aalheimyragh,,verbal noun of aalheim,
aalhieen,,"to reflow, replenish, reinflate",
aalhieeney,,verbal noun of aalhieen,
aalhiemmagh,,resilient,
aalhiemmaght,,resilience,
aalid,,"beauty, Antonyms: granid, neuaalid",
aalin,/ˈɛːlin/,"beautiful, handsome, Antonym: neuaalin, V'ee aalin",
aalinal,,verbal noun of aaline,
aaline,,to reline,
aaloayr,,"to relate, repeat, recite, (with rish) to readdress",
aaloayreyder,,reciter,
aaloayrt,,verbal noun of aaloayr,
aaloayrtys,,"recital, repetition, recitation",
aalught,,to reload,
aalught,,to recharge (a battery),
aalughtaghey,,verbal noun of aalught,
aalughtey,,verbal noun of aalught,
aane,/eːn/,(anatomy) liver,
aaneagh,,"hepatic, liver (attributive), liverish",
aaniartaghan,,(telephony) booster,
aaniartee,,"to reinforce, reaffirm, reassure, refresh, boost",
aanid,,"choler, liverishness",
aanoagh,,"(transitive) to renew, (transitive) to renovate, (transitive)",
aa-oanluck,,to reinter,
aa-oanluckey,,verbal noun of aa-oanluck,
aa-obbyr,,repetition,
aa-oe,,"great-grandchild, great-grandson",
aaoid,,palinode,
aa-oshil,,to reopen,
aa-osley,,verbal noun of aa-oshil,
aaoyral,,secondary,
aapheint,,to repaint,
aapheintal,,verbal noun of aapheint,
aaphlaastrail,,verbal noun of aaphlaastree,
aaphlaastree,,to replaster,
aaphoint,,to reappoint,
aaphointeil,,verbal noun of aaphoint,
aaphoos,,to remarry,
aaphoosey,,verbal noun of aaphoos,
aaphrent,,to reprint,
aaphrental,,verbal noun of aaphrent,
