L2_orth,L2_ipa,L2_gloss,L2_etym
अँकरौरी,,"small stone, shard",
अंगुरी,,finger,
अउ,,"and, The Bible Genesis.1.3:तब परमेस्सर कहेस, “उजियारा",
अत्तवार,,Sunday,
अनार,,pomegranate,
अरथ,,Archaic form of अर्थ (arth).,
अव,,and,
अवधी,,Awadhi,
आगि,,"(Old Awadhi) fire, तुलसीदास (Tulsīdās), संकटमोचन हनुमानाष्टक",
इहाँ,,"here, तुलसीदास (Tulsīdās), संकटमोचन हनुमानाष्टक (Sankatmochan",
उजियारा,,"light, The Bible Genesis.1.3:तब परमेस्सर कहेस, “उजियारा",
कछू,,"anything, The Bible Genesis.1.2:भुइँया सुनसान रही:",
कटावब,,to cause to be cut,
कय,,of,
करब,,to do,
काँच,,"glass (substance), Tulsidas, Ramcharitmanas :काँच किरच",
काटब,,"to cut, slice, to bite",
कूकर,,dog,
गदहा,,donkey,
गरू,,heavy,
गिरगिट,,"chameleon, 1540,  मलिक मोहम्मद जायसी,  पद्मावत (padmāvat):,",
गिरा,,"sound, voice, word, speech, (Hinduism) an epithet of",
गिरि,,"mountain, hill, तुलसीदास (Tulsīdās), संकटमोचन हनुमानाष्टक",
चारि,,"(Old Awadhi) four, Tulsīdās, Hanumān cālīsā , बरनउँ",
छमा,,"forgiveness, pardon",
जग,,"(uncountable) world, earth, universe, Tulsidas, संकटमोचन",
जसु,,"(Old Awadhi) honour, glory, तुलसीदास (Tulsīdās), संकटमोचन",
डेबिया,,box,
तुइ,,"you, thou: second-person singular personal pronoun",
तोहार,,"your, yours; second person genitive",
दाता,,"giver, bestower, 1500's,  Tulsidas,  Hanumān cālīsā:,",
दादुर,,"frog, 1574,  तुलसीदास,  श्रीरामचरितमानस (śrīrāmcaritmānas):,",
दिन,,day,
देखब,,"to see, look",
देब,,"to give, an auxiliary verb",
देव,,"deity, god, deva, Tulsidas, संकटमोचन हनुमानाष्टक :देवन",
नाँव,,name,
नीक,,"good, The Bible, Genesis 1.4:परमेस्सर उजियारा क लखेस",
पगु,,"(Old Awadhi) foot, तुलसीदास (Tulsīdās), संकटमोचन हनुमानाष्टक",
परिच्छा,,"test, examination",
पहिला,,first,
पातर,,thin,
पानी,,"water, 1971, Baburam Saksena, The Evolution of Awadhi",
फल,,"fruit, तुलसीदास (Tulsīdās), हनुमान चालीसा (Hanumān",
बजावब,,to play (an instrument),
बरतोर,,boil on a follicle caused by the plucking of a hair,
बरनब,,"to describe, तुलसीदास (Tulsīdās), हनुमान चालीसा (Hanumān",
बल्लेबाज,,(cricket) batter,
बाघ,,tiger,
बान,,"an arrow, तुलसीदास (Tulsīdās), संकटमोचन हनुमानाष्टक",
बिटिया,,daughter,
बिनती,,"a humble request, a beseeching, तुलसीदास (Tulsīdās),",
बिमल,,"unblemished, spotless, stainless, impeccable, pure,",
बीचि,,"wave (on the ocean), Tulsidas, Ramcharitmanas , गिरा",
बीरबहूटी,,"red velvet mite
तुलसीदास :बीरबहूटी बिराजहि दादुर धुनि चहूँओर।मधुर गरज धन बरखहिं सुनि सुनि बोलत मोर॥bīrabhūṭī birājhi dādur dhuni cahū̃ora.madhur garaj dhan barakhhĩ suni suni bolat mora.",
बेलइया,,cat,
बैद्य,,"physician, doctor, तुलसीदास (Tulsīdās), संकटमोचन हनुमानाष्टक",
मइ,,I: first-person singular personal pronoun,
मछरी,,fish,
मनु,,"(Old Awadhi) mind, तुलसीदास (Tulsīdās), हनुमान चालीसा",
मरब,,to die,
महाप्रभु,,"great lord (an epithet of God), तुलसीदास (Tulsīdās),",
माछी,,fly,
मुकुरु,,"(poetic, Old Awadhi) mirror, तुलसीदास (Tulsīdās), हनुमान",
मुद्रिका,,"ring, Tulsidas, संकटमोचन हनुमानाष्टक :चाहत सीय असोक",
मेहरारू,,woman,
रजनीचर,,"(literally) night-wanderer, (figuratively) demon, rakshasa,",
रबि,,"(poetic) sun, Tulsidas, संकटमोचन हनुमानाष्टक :बाल समय",
रूप,,silver,
लखब,,"to see, look at, The Bible Genesis.1.4:परमेस्सर उजियारा",
लरिका,,boy,
लोक,,"world (countable), Tulsidas, संकटमोचन हनुमानाष्टक :तब",
संकट,,"a crisis, calamity, disaster, तुलसीदास (Tulsīdās),",
सपेत,,white,
समय,,"time, Tulsidas, संकटमोचन हनुमानाष्टक :ताहि समय हनुमान",
सयाना,,"clever, smart",
सरग,,heaven,
सहर,,city,
सागर,,"sea, collection, repository, c. 1600, Tulsidas, Hanumān",
साप,,"curse, तुलसीदास (Tulsīdās), संकटमोचन हनुमानाष्टक (Sankatmochan",
सुत,,"son, Tulsīdās, Saṅkaṭmocan Hanumānāṣṭak :बान लग्यो",
सुमिरब,,"to remember, तुलसीदास (Tulsīdās), हनुमान चालीसा (Hanumān",
हप्ता,,week,
हमार,,genitive of हम (ham): our,
हि,,"marks the dative case: to, for, जिन्हाहि ― jinhāhi",
होब,,to be,
