L2_orth,L2_ipa,L2_gloss,L2_etym
'sak,,lobster,
'tahakon,,canoe paddle,
'tapakon,,"sled, toboggan, car, wagon, carriage, vehicle in general.",
'tomawey,,tobacco,
acaqaluhs,,yellow perch,
acicuwon,,(Inanimate Intransitive) the direction of its flow changes (of a body of water),
akson,,ox,oxen
amonopekek,,bay,
amoqalokehs,,"duck,(species uncertain)",
aneqehs,,flounder,
anqotuwawimus,,"serviceberry, shadbush",
apsapskolan,,"(inanimate intransitive) it drizzles, it is drizzling rain",
askat,,skirt,
asukulapet,,mushroom,
asups,,grebe,
athusoss,,snake,
atkuhkakon,,"story, tale, legend",
atolahsimuwakon,,"rest, relaxation",
atpehe,,(inanimate intransitive) the level of the tide changes,
atutuwehc,,squirrel,
atuwamkimin,,sand cherry (Prunus pumila),
awt,,road,
cacawikatehs,,sandpiper,
cetuwihikon,,"foundation, column, support",
cihkonaqc,,"turtle, tortoise",
cilonikon,,"haddock, Melanogrammus aeglefinus",
coqolahsiyamq,,barnacle,
coskuwehsis,,sandpiper,
cossawakon,,dye,
ehqolan,,(inanimate intransitive) it stops raining,
eleyimok,,"culture, customs, tradition",
eloqiyamok,,"course, route, direction of travel, way, trend",
emqan,,spoon,
epeskocossis,,"barn swallow, Hirundo rustica",
epeskomaluwehs,,"killer whale, orca (Orcinus orca)",
ipiminaks,,"highbush cranberry, Viburnum opulus (syn. Viburnum",
isomeqehs,,"osprey, fishhawk, Pandion haliaetus",
kahkakuhs,,crow,
kakehkipokahkil,,"pipsissewa, prince's pins (Chimaphila umbellata)",
kakskatoq,,cedar bough,
kakskimuhkahs,,"blue flag, Iris versicolor",
kakskus,,"Eastern white cedar, Thuja occidentalis, arborvitae",
kakskusihq,,cedar pitch,
kakskusimus,,cedar,
kamahcin,,six,
kamkamoss,,"owl, barn owl",
kaskolos,,"bladder wrack, kelp",
kawatoq,,"black spruce, Picea mariana",
kawisimus,,"bramble bush, thorn tree",
kcicihtomuwakon,,knowledge,
kcitomitahatomuwakon,,respect,
kehkiketuwakon,,"teaching, schooling, education, instruction",
kehtaqs,,"ghost, spirit",
khakon,,door,
kihkamkuhun,,canoe pole (for propelling canoe),
kihkamq,,leech,
kikcokalokiqeminsimus,,rose,
kisq,,"day, date",
kiwhos,,muskrat,
kiwhosuwasq,,sweet flag,
kiwonik,,North American river otter (Lontra canadensis),
kiyahq,,seagull,
kocokikihlahsis,,black-capped chickadee (Poecile atricapillus),
komiwon,,(inanimate intransitive) it is raining,
kompe,,(Inanimate Intransitive) it (land) floods,
ksehpehe,,(inanimate intransitive) the tide comes in,
kseltuwakon,,"love, affection",
ksinuhkewakon,,"sickness, disease, affliction",
ktahkitom,,tuber of groundnut (Apios americana),
ktahkomiq,,"land, ground, earth, territory, world, planet",
ktahkomons,,"seed, pip",
ktomakinaqsu,,(animate intransitive) he/she looks to be in poor or,
ktomakte,,(Inanimate Intransitive) it is in poor or pitiful condition,
kuhkukhahs,,great horned owl (Bubo virginianus),
kuspem,,lake,
kuwanimin,,"teaberry, Gaultheria procumbens",
lacqessut,,oar,
lahkesawakon,,plow,
lahkihikon,,hoe,
lahkomiksuwakon,,sin,
lahpihkut,,(pathology) smallpox,
lahqemhikon,,handle,
liwihtasuwiw,,"(Inanimate Intransitive) it is called, it is named",
macehpehe,,"(inanimate intransitive) the tide is going out, the tide ebbs",
mahtoqehs,,rabbit,
malomuwehewapsq,,"glowing coal, ember",
masq,,birch bark,
masqemus,,"paper birch, Betula papyrifera",
masqewuloq,,birchbark canoe,
mins,,berry,
mitessit,,scallop,
mitiyasq,,poplar bark,
monomeqakon,,lightning,
monoqan,,rainbow,
monossapsq,,"reef, ledge, rock island",
motehehsim,,"black duck, Anas rubripes",
motekon,,"skin, hide, leather",
motekoniyehs,,"bat, especially Myotis lucifugus",
musahkuhs,,sea urchin,
musikisq,,sky,
muwin,,"black bear, Ursus americanus",
nan,,five,
natonike,,(Animate Intransitive) he/she comes/goes to collect firewood,
nehtaw,,if,
neqskihqessoss,,"woodcock, Scolopax minor",
neqt,,one,
neqtakutomucik,,family,
nespihqamq,,"red osier dogwood, Cornus sericea",
new,,four,
nihi,,three,
nihkaniw,,"in front, ahead (position)",
nis,,two,
nomehs,,fish,
nomocinuhsehsit,,crab,
nopim,,water,
nuhkomeq,,"Atlantic cod, Gadus morhua",
nukhomon,,flour,
nullamson,,(Inanimate Intransitive) there is a slight breeze,
nulomahqolate,,"(Inanimate Intransitive) it is humid, muggy",
nulomuhset,,"a gentle swell, (an ocean wave)",
okamiw,,"across, on the other side",
olomansk,,mole,
oluwikonok,,seven,
opu,,(animate intransitive) he/she sits,
oqim,,"loon, Gavia immer",
oqiton,,"canoe, boat",
oqons,,"double-crested cormorant, Phalacrocorax auritus",
ososq,,"mud, mudflat",
pahq,,arrow,
pahsapsq,,oyster,
paqolus,,"cow parsnip, Heracleum maximum",
pasokos,,"sturgeon, genus Accipenser",
peskotom,,"pollock, Pollachius",
pesq,,one,
petolan,,(Inanimate intransitive) rain approaches or arrives,
petolanuhket,,cuckoo,
pilasq,,paper,
pileyahsis,,newborn baby,
piskiye,,(inanimate intransitive) it is dark,
piyehs,,hair (a single strand),
pkot,,smoke,
pkotewqiw,,(Inanimate Intransitive) there is mist over the water; it is hazy,
pkuwahq,,"bog, swamp, heath",
pkuwahqiyasq,,cattail,
pokahkon,,"blood, blood pressure",
pokomakon,,a heavy stick used for pounding,
pokomk,,"fisher, Martes pennanti",
pokosson,,"(Inanimate Intransitive) it falls down, lands",
pokuhulakon,,drum,
polam,,"salmon, Atlantic salmon, Salmo salar",
pompekolamson,,(inanimate intransitive) there is wind-driven rain,
ponapsq,,"stone, rock",
posonut,,basket,
pqapit,,"beaver, Castor canadensis",
pqiptesuwiw,,(Inanimate Intransitive) the leaves are changing color,
pqiyamkis,,sand,
pqom,,ice,
pqonessokhikon,,clamshell,
psqoc,,treestump,
psqocis,,(inanimate intransitive) war club,
psqolehtasu,,(inanimate intransitive) it is set afire/ablaze,
psuwimin,,huckleberry,
